scale,selector,anchor_p,seed_q0,true_q_for_audit_only,selected_q,selector_status,failure_mode
1000000000000000,d4_nlsc_without_threat_or_margin,999999999999199,999999999999271,999999999999283,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999999163,999999999999191,999999999999199,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999999163,999999999999191,999999999999199,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999999109,999999999999113,999999999999163,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999999109,999999999999113,999999999999163,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999999071,999999999999079,999999999999089,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999999071,999999999999079,999999999999089,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999998939,999999999998953,999999999999043,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999998939,999999999998953,999999999999043,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999998803,999999999998807,999999999998861,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999998803,999999999998807,999999999998861,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999998761,999999999998771,999999999998803,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999998761,999999999998771,999999999998803,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999998743,999999999998749,999999999998761,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999998743,999999999998749,999999999998761,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999998711,999999999998723,999999999998729,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999998711,999999999998723,999999999998729,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999998627,999999999998641,999999999998711,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999998627,999999999998641,999999999998711,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999998563,999999999998579,999999999998581,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999998563,999999999998579,999999999998581,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999998533,999999999998537,999999999998563,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999998533,999999999998537,999999999998563,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999998437,999999999998459,999999999998533,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999998437,999999999998459,999999999998533,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999998411,999999999998423,999999999998437,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999998411,999999999998423,999999999998437,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999998353,999999999998369,999999999998383,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999998353,999999999998369,999999999998383,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999998267,999999999998269,999999999998353,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999998267,999999999998269,999999999998353,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999998231,999999999998243,999999999998267,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999998231,999999999998243,999999999998267,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999998161,999999999998177,999999999998231,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999998161,999999999998177,999999999998231,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999998141,999999999998143,999999999998161,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999998141,999999999998143,999999999998161,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999998053,999999999998089,999999999998141,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999998053,999999999998089,999999999998141,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999998039,999999999998047,999999999998053,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999998039,999999999998047,999999999998053,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999998003,999999999998011,999999999998039,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999998003,999999999998011,999999999998039,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999997969,999999999997981,999999999997993,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999997969,999999999997981,999999999997993,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999997841,999999999997919,999999999997967,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999997841,999999999997919,999999999997967,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999997771,999999999997781,999999999997811,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999997771,999999999997781,999999999997811,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999997729,999999999997753,999999999997771,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999997729,999999999997753,999999999997771,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999997699,999999999997711,999999999997729,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999997699,999999999997711,999999999997729,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999997613,999999999997667,999999999997697,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999997613,999999999997667,999999999997697,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999997573,999999999997577,999999999997613,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999997573,999999999997577,999999999997613,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999997517,999999999997543,999999999997573,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999997517,999999999997543,999999999997573,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999997337,999999999997367,999999999997463,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999997337,999999999997367,999999999997463,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999997307,999999999997321,999999999997337,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999997307,999999999997321,999999999997337,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999997099,999999999997121,999999999997153,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999997099,999999999997121,999999999997153,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999997043,999999999997049,999999999997087,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999997043,999999999997049,999999999997087,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999997003,999999999997007,999999999997043,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999997003,999999999997007,999999999997043,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999996869,999999999996871,999999999996983,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999996869,999999999996871,999999999996983,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999996493,999999999996533,999999999996583,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999996493,999999999996533,999999999996583,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999996313,999999999996359,999999999996409,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999996313,999999999996359,999999999996409,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999996293,999999999996307,999999999996311,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999996293,999999999996307,999999999996311,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999996181,999999999996199,999999999996253,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999996181,999999999996199,999999999996253,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999996149,999999999996161,999999999996181,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999996149,999999999996161,999999999996181,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999996083,999999999996089,999999999996149,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999996083,999999999996089,999999999996149,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999995879,999999999995897,999999999995911,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999995879,999999999995897,999999999995911,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999995851,999999999995861,999999999995879,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999995851,999999999995861,999999999995879,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999995743,999999999995761,999999999995797,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999995743,999999999995761,999999999995797,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999995629,999999999995651,999999999995669,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999995629,999999999995651,999999999995669,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999995587,999999999995593,999999999995627,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999995587,999999999995593,999999999995627,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999995539,999999999995543,999999999995567,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999995539,999999999995543,999999999995567,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999995471,999999999995509,999999999995539,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999995471,999999999995509,999999999995539,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999995453,999999999995461,999999999995471,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999995453,999999999995461,999999999995471,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999995393,999999999995431,999999999995453,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999995393,999999999995431,999999999995453,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999995371,999999999995389,999999999995393,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999995371,999999999995389,999999999995393,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999995357,999999999995369,999999999995371,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999995357,999999999995369,999999999995371,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999995327,999999999995329,999999999995357,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999995327,999999999995329,999999999995357,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999995273,999999999995281,999999999995327,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999995273,999999999995281,999999999995327,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999995179,999999999995197,999999999995273,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999995179,999999999995197,999999999995273,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999995089,999999999995123,999999999995179,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999995089,999999999995123,999999999995179,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999995021,999999999995047,999999999995069,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999995021,999999999995047,999999999995069,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999994991,999999999995011,999999999995021,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999994991,999999999995011,999999999995021,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999994901,999999999994913,999999999994991,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999994901,999999999994913,999999999994991,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999994829,999999999994841,999999999994873,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999994829,999999999994841,999999999994873,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999994813,999999999994823,999999999994829,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999994813,999999999994823,999999999994829,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999994733,999999999994739,999999999994789,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999994733,999999999994739,999999999994789,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999994687,999999999994711,999999999994727,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999994687,999999999994711,999999999994727,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999994601,999999999994621,999999999994627,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999994601,999999999994621,999999999994627,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999994511,999999999994519,999999999994537,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999994511,999999999994519,999999999994537,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999994477,999999999994507,999999999994511,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999994477,999999999994507,999999999994511,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999994451,999999999994453,999999999994477,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999994451,999999999994453,999999999994477,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999994417,999999999994439,999999999994451,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999994417,999999999994439,999999999994451,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999994379,999999999994381,999999999994417,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999994379,999999999994381,999999999994417,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999994319,999999999994339,999999999994379,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999994319,999999999994339,999999999994379,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999994267,999999999994279,999999999994309,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999994267,999999999994279,999999999994309,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999994213,999999999994241,999999999994243,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999994213,999999999994241,999999999994243,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999994129,999999999994169,999999999994207,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999994129,999999999994169,999999999994207,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999994103,999999999994111,999999999994117,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999994103,999999999994111,999999999994117,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999994063,999999999994067,999999999994103,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999994063,999999999994067,999999999994103,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999993977,999999999993983,999999999994043,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999993977,999999999993983,999999999994043,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999993937,999999999993961,999999999993971,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999993937,999999999993961,999999999993971,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999993791,999999999993809,999999999993881,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999993791,999999999993809,999999999993881,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999993727,999999999993733,999999999993791,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999993727,999999999993733,999999999993791,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999993653,999999999993677,999999999993689,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999993653,999999999993677,999999999993689,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999993629,999999999993637,999999999993649,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999993629,999999999993637,999999999993649,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999993583,999999999993607,999999999993629,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999993583,999999999993607,999999999993629,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999993557,999999999993563,999999999993569,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999993557,999999999993563,999999999993569,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999993497,999999999993539,999999999993557,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999993497,999999999993539,999999999993557,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999993473,999999999993479,999999999993497,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999993473,999999999993479,999999999993497,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999993389,999999999993433,999999999993473,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999993389,999999999993433,999999999993473,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999993331,999999999993349,999999999993377,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999993331,999999999993349,999999999993377,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999993227,999999999993229,999999999993331,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999993227,999999999993229,999999999993331,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999993217,999999999993221,999999999993227,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999993217,999999999993221,999999999993227,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999993131,999999999993139,999999999993143,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999993131,999999999993139,999999999993143,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999993109,999999999993121,999999999993131,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999993109,999999999993121,999999999993131,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999993097,999999999993101,999999999993109,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999993097,999999999993101,999999999993109,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999993089,999999999993091,999999999993097,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999993089,999999999993091,999999999993097,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999993067,999999999993073,999999999993089,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999993067,999999999993073,999999999993089,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999992999,999999999993011,999999999993067,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999992999,999999999993011,999999999993067,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999992921,999999999992951,999999999992999,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999992921,999999999992951,999999999992999,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999992659,999999999992663,999999999992687,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999992659,999999999992663,999999999992687,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999992401,999999999992407,999999999992429,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999992401,999999999992407,999999999992429,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999992339,999999999992351,999999999992353,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999992339,999999999992351,999999999992353,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999992281,999999999992327,999999999992339,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999992281,999999999992327,999999999992339,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999992143,999999999992177,999999999992197,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999992143,999999999992177,999999999992197,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999992057,999999999992113,999999999992143,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999992057,999999999992113,999999999992143,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999991973,999999999992023,999999999992041,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999991973,999999999992023,999999999992041,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999991871,999999999991873,999999999991961,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999991871,999999999991873,999999999991961,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999991823,999999999991831,999999999991847,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999991823,999999999991831,999999999991847,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999991793,999999999991813,999999999991823,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999991793,999999999991813,999999999991823,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999991697,999999999991703,999999999991721,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999991697,999999999991703,999999999991721,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999991621,999999999991673,999999999991679,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,d4_nlsc_without_threat_or_margin,999999999991621,999999999991673,999999999991679,,InsufficientBoundarySelectorStateError,no_selection
1000000000000000,milestone1_boundary_without_offset,999999999991523,999999999991549,999999999991621,,InsufficientBoundarySelectorStateError,no_selection
