scale,rule_id,anchor_p,seed_q0,true_q_for_audit_only,selected_q,selected_delta_from_true,failure_mode,run_length,failure_reason,residue_exhausted,open_witness_count,closed_witness_count,materialized_witness_count
1000000000000000,M3_witness_run_odd,999999999993653,999999999993677,999999999993689,,,no_selection,6,no_unmarked_candidate_in_materialized_stream,False,3,2,5
1000000000000000,M4_witness_run_odd_resclosed,999999999993653,999999999993677,999999999993689,,,no_selection,6,no_unmarked_candidate_in_materialized_stream,False,3,2,5
1000000000000000,M1_visible_run_all,999999999993727,999999999993733,999999999993791,999999999993791,0,correct,57,,False,13,8,15
1000000000000000,M2_visible_run_odd,999999999993727,999999999993733,999999999993791,999999999993791,0,correct,28,,False,13,7,15
1000000000000000,M3_witness_run_odd,999999999993727,999999999993733,999999999993791,,,no_selection,29,no_unmarked_candidate_in_materialized_stream,False,13,7,15
1000000000000000,M4_witness_run_odd_resclosed,999999999993727,999999999993733,999999999993791,,,no_selection,29,no_unmarked_candidate_in_materialized_stream,False,13,7,15
1000000000000000,M1_visible_run_all,999999999993791,999999999993809,999999999993881,999999999993881,0,correct,71,,False,16,9,18
1000000000000000,M2_visible_run_odd,999999999993791,999999999993809,999999999993881,999999999993881,0,correct,35,,False,16,8,18
1000000000000000,M3_witness_run_odd,999999999993791,999999999993809,999999999993881,,,no_selection,36,no_unmarked_candidate_in_materialized_stream,False,16,8,18
1000000000000000,M4_witness_run_odd_resclosed,999999999993791,999999999993809,999999999993881,,,no_selection,36,no_unmarked_candidate_in_materialized_stream,False,16,8,18
1000000000000000,M1_visible_run_all,999999999993937,999999999993961,999999999993971,999999999993971,0,correct,9,,True,2,2,4
1000000000000000,M2_visible_run_odd,999999999993937,999999999993961,999999999993971,999999999993971,0,correct,4,,True,2,2,4
1000000000000000,M3_witness_run_odd,999999999993937,999999999993961,999999999993971,,,no_selection,5,no_unmarked_candidate_in_materialized_stream,True,2,2,4
1000000000000000,M4_witness_run_odd_resclosed,999999999993937,999999999993961,999999999993971,,,no_selection,5,no_unmarked_candidate_in_materialized_stream,True,2,2,4
1000000000000000,M1_visible_run_all,999999999993977,999999999993983,999999999994043,999999999994027,-16,selected_too_early,43,,False,13,7,15
1000000000000000,M2_visible_run_odd,999999999993977,999999999993983,999999999994043,999999999994027,-16,selected_too_early,21,,False,13,5,15
1000000000000000,M3_witness_run_odd,999999999993977,999999999993983,999999999994043,,,no_selection,30,no_unmarked_candidate_in_materialized_stream,False,13,5,15
1000000000000000,M4_witness_run_odd_resclosed,999999999993977,999999999993983,999999999994043,,,no_selection,30,no_unmarked_candidate_in_materialized_stream,False,13,5,15
1000000000000000,M1_visible_run_all,999999999994063,999999999994067,999999999994103,999999999994081,-22,selected_too_early,13,,False,7,4,8
1000000000000000,M2_visible_run_odd,999999999994063,999999999994067,999999999994103,999999999994081,-22,selected_too_early,6,,False,7,3,8
1000000000000000,M3_witness_run_odd,999999999994063,999999999994067,999999999994103,,,no_selection,18,no_unmarked_candidate_in_materialized_stream,False,7,4,8
1000000000000000,M4_witness_run_odd_resclosed,999999999994063,999999999994067,999999999994103,,,no_selection,18,no_unmarked_candidate_in_materialized_stream,False,7,4,8
1000000000000000,M1_visible_run_all,999999999994103,999999999994111,999999999994117,999999999994117,0,correct,5,,True,2,2,3
1000000000000000,M2_visible_run_odd,999999999994103,999999999994111,999999999994117,999999999994117,0,correct,2,,True,2,2,3
1000000000000000,M3_witness_run_odd,999999999994103,999999999994111,999999999994117,,,no_selection,3,no_unmarked_candidate_in_materialized_stream,True,2,2,3
1000000000000000,M4_witness_run_odd_resclosed,999999999994103,999999999994111,999999999994117,,,no_selection,3,no_unmarked_candidate_in_materialized_stream,True,2,2,3
1000000000000000,M1_visible_run_all,999999999994129,999999999994169,999999999994207,999999999994189,-18,selected_too_early,19,,False,8,5,10
1000000000000000,M2_visible_run_odd,999999999994129,999999999994169,999999999994207,999999999994189,-18,selected_too_early,9,,False,8,5,10
1000000000000000,M3_witness_run_odd,999999999994129,999999999994169,999999999994207,,,no_selection,19,no_unmarked_candidate_in_materialized_stream,False,8,5,10
1000000000000000,M4_witness_run_odd_resclosed,999999999994129,999999999994169,999999999994207,,,no_selection,19,no_unmarked_candidate_in_materialized_stream,False,8,5,10
1000000000000000,M1_visible_run_all,999999999994213,999999999994241,999999999994243,999999999994243,0,correct,1,,True,0,0,1
1000000000000000,M2_visible_run_odd,999999999994213,999999999994241,999999999994243,,,no_selection,0,first_candidate_unmarked,False,1,0,1
1000000000000000,M3_witness_run_odd,999999999994213,999999999994241,999999999994243,,,no_selection,1,no_unmarked_candidate_in_materialized_stream,True,0,0,1
1000000000000000,M4_witness_run_odd_resclosed,999999999994213,999999999994241,999999999994243,,,no_selection,1,no_unmarked_candidate_in_materialized_stream,True,0,0,1
1000000000000000,M1_visible_run_all,999999999994267,999999999994279,999999999994309,999999999994309,0,correct,29,,False,7,6,9
1000000000000000,M2_visible_run_odd,999999999994267,999999999994279,999999999994309,999999999994309,0,correct,14,,False,7,3,9
1000000000000000,M3_witness_run_odd,999999999994267,999999999994279,999999999994309,,,no_selection,15,no_unmarked_candidate_in_materialized_stream,False,7,3,9
1000000000000000,M4_witness_run_odd_resclosed,999999999994267,999999999994279,999999999994309,,,no_selection,15,no_unmarked_candidate_in_materialized_stream,False,7,3,9
1000000000000000,M1_visible_run_all,999999999994319,999999999994339,999999999994379,999999999994379,0,correct,39,,False,10,9,12
1000000000000000,M2_visible_run_odd,999999999994319,999999999994339,999999999994379,999999999994379,0,correct,19,,False,10,5,12
1000000000000000,M3_witness_run_odd,999999999994319,999999999994339,999999999994379,,,no_selection,20,no_unmarked_candidate_in_materialized_stream,False,10,5,12
1000000000000000,M4_witness_run_odd_resclosed,999999999994319,999999999994339,999999999994379,,,no_selection,20,no_unmarked_candidate_in_materialized_stream,False,10,5,12
1000000000000000,M1_visible_run_all,999999999994379,999999999994381,999999999994417,999999999994393,-24,selected_too_early,11,,False,7,5,8
1000000000000000,M2_visible_run_odd,999999999994379,999999999994381,999999999994417,999999999994393,-24,selected_too_early,5,,False,7,2,8
1000000000000000,M3_witness_run_odd,999999999994379,999999999994381,999999999994417,,,no_selection,18,no_unmarked_candidate_in_materialized_stream,False,7,5,8
1000000000000000,M4_witness_run_odd_resclosed,999999999994379,999999999994381,999999999994417,,,no_selection,18,no_unmarked_candidate_in_materialized_stream,False,7,5,8
1000000000000000,M1_visible_run_all,999999999994417,999999999994439,999999999994451,999999999994451,0,correct,11,,False,4,2,5
1000000000000000,M2_visible_run_odd,999999999994417,999999999994439,999999999994451,999999999994451,0,correct,5,,False,4,2,5
1000000000000000,M3_witness_run_odd,999999999994417,999999999994439,999999999994451,,,no_selection,6,no_unmarked_candidate_in_materialized_stream,False,4,2,5
1000000000000000,M4_witness_run_odd_resclosed,999999999994417,999999999994439,999999999994451,,,no_selection,6,no_unmarked_candidate_in_materialized_stream,False,4,2,5
1000000000000000,M1_visible_run_all,999999999994451,999999999994453,999999999994477,999999999994459,-18,selected_too_early,5,,False,4,3,5
1000000000000000,M2_visible_run_odd,999999999994451,999999999994453,999999999994477,999999999994459,-18,selected_too_early,2,,False,4,1,5
1000000000000000,M3_witness_run_odd,999999999994451,999999999994453,999999999994477,,,no_selection,12,no_unmarked_candidate_in_materialized_stream,True,4,4,5
1000000000000000,M4_witness_run_odd_resclosed,999999999994451,999999999994453,999999999994477,,,no_selection,12,no_unmarked_candidate_in_materialized_stream,True,4,4,5
1000000000000000,M1_visible_run_all,999999999994477,999999999994507,999999999994511,999999999994511,0,correct,3,,True,0,0,2
1000000000000000,M2_visible_run_odd,999999999994477,999999999994507,999999999994511,999999999994511,0,correct,1,,True,0,0,2
1000000000000000,M3_witness_run_odd,999999999994477,999999999994507,999999999994511,,,no_selection,2,no_unmarked_candidate_in_materialized_stream,True,0,0,2
1000000000000000,M4_witness_run_odd_resclosed,999999999994477,999999999994507,999999999994511,,,no_selection,2,no_unmarked_candidate_in_materialized_stream,True,0,0,2
1000000000000000,M1_visible_run_all,999999999994511,999999999994519,999999999994537,999999999994537,0,correct,17,,False,5,4,6
1000000000000000,M2_visible_run_odd,999999999994511,999999999994519,999999999994537,999999999994537,0,correct,8,,False,5,3,6
1000000000000000,M3_witness_run_odd,999999999994511,999999999994519,999999999994537,,,no_selection,9,no_unmarked_candidate_in_materialized_stream,False,5,3,6
1000000000000000,M4_witness_run_odd_resclosed,999999999994511,999999999994519,999999999994537,,,no_selection,9,no_unmarked_candidate_in_materialized_stream,False,5,3,6
1000000000000000,M1_visible_run_all,999999999994601,999999999994621,999999999994627,999999999994627,0,correct,5,,True,1,1,3
1000000000000000,M2_visible_run_odd,999999999994601,999999999994621,999999999994627,999999999994627,0,correct,2,,True,1,1,3
1000000000000000,M3_witness_run_odd,999999999994601,999999999994621,999999999994627,,,no_selection,3,no_unmarked_candidate_in_materialized_stream,True,1,1,3
1000000000000000,M4_witness_run_odd_resclosed,999999999994601,999999999994621,999999999994627,,,no_selection,3,no_unmarked_candidate_in_materialized_stream,True,1,1,3
1000000000000000,M1_visible_run_all,999999999994687,999999999994711,999999999994727,999999999994727,0,correct,15,,False,4,3,6
1000000000000000,M2_visible_run_odd,999999999994687,999999999994711,999999999994727,999999999994727,0,correct,7,,False,4,2,6
1000000000000000,M3_witness_run_odd,999999999994687,999999999994711,999999999994727,,,no_selection,8,no_unmarked_candidate_in_materialized_stream,False,4,2,6
1000000000000000,M4_witness_run_odd_resclosed,999999999994687,999999999994711,999999999994727,,,no_selection,8,no_unmarked_candidate_in_materialized_stream,False,4,2,6
1000000000000000,M1_visible_run_all,999999999994733,999999999994739,999999999994789,999999999994753,-36,selected_too_early,13,,False,12,4,14
1000000000000000,M2_visible_run_odd,999999999994733,999999999994739,999999999994789,999999999994753,-36,selected_too_early,6,,False,12,2,14
1000000000000000,M3_witness_run_odd,999999999994733,999999999994739,999999999994789,,,no_selection,25,no_unmarked_candidate_in_materialized_stream,False,12,4,14
1000000000000000,M4_witness_run_odd_resclosed,999999999994733,999999999994739,999999999994789,,,no_selection,25,no_unmarked_candidate_in_materialized_stream,False,12,4,14
1000000000000000,M1_visible_run_all,999999999994813,999999999994823,999999999994829,999999999994829,0,correct,5,,True,1,1,3
1000000000000000,M2_visible_run_odd,999999999994813,999999999994823,999999999994829,999999999994829,0,correct,2,,True,1,1,3
1000000000000000,M3_witness_run_odd,999999999994813,999999999994823,999999999994829,,,no_selection,3,no_unmarked_candidate_in_materialized_stream,True,1,1,3
1000000000000000,M4_witness_run_odd_resclosed,999999999994813,999999999994823,999999999994829,,,no_selection,3,no_unmarked_candidate_in_materialized_stream,True,1,1,3
1000000000000000,M1_visible_run_all,999999999994829,999999999994841,999999999994873,999999999994861,-12,selected_too_early,19,,False,8,5,10
1000000000000000,M2_visible_run_odd,999999999994829,999999999994841,999999999994873,999999999994861,-12,selected_too_early,9,,False,8,3,10
1000000000000000,M3_witness_run_odd,999999999994829,999999999994841,999999999994873,,,no_selection,16,no_unmarked_candidate_in_materialized_stream,False,8,5,10
1000000000000000,M4_witness_run_odd_resclosed,999999999994829,999999999994841,999999999994873,,,no_selection,16,no_unmarked_candidate_in_materialized_stream,False,8,5,10
1000000000000000,M1_visible_run_all,999999999994901,999999999994913,999999999994991,999999999994921,-70,selected_too_early,7,,False,13,4,15
1000000000000000,M2_visible_run_odd,999999999994901,999999999994913,999999999994991,999999999994921,-70,selected_too_early,3,,False,13,1,15
1000000000000000,M3_witness_run_odd,999999999994901,999999999994913,999999999994991,,,no_selection,39,no_unmarked_candidate_in_materialized_stream,False,13,7,15
1000000000000000,M4_witness_run_odd_resclosed,999999999994901,999999999994913,999999999994991,,,no_selection,39,no_unmarked_candidate_in_materialized_stream,False,13,7,15
1000000000000000,M1_visible_run_all,999999999994991,999999999995011,999999999995021,999999999995021,0,correct,9,,True,2,2,4
1000000000000000,M2_visible_run_odd,999999999994991,999999999995011,999999999995021,999999999995021,0,correct,4,,True,2,2,4
1000000000000000,M3_witness_run_odd,999999999994991,999999999995011,999999999995021,,,no_selection,5,no_unmarked_candidate_in_materialized_stream,True,2,2,4
1000000000000000,M4_witness_run_odd_resclosed,999999999994991,999999999995011,999999999995021,,,no_selection,5,no_unmarked_candidate_in_materialized_stream,True,2,2,4
1000000000000000,M1_visible_run_all,999999999995021,999999999995047,999999999995069,999999999995057,-12,selected_too_early,9,,False,6,4,7
1000000000000000,M2_visible_run_odd,999999999995021,999999999995047,999999999995069,999999999995057,-12,selected_too_early,4,,False,6,3,7
1000000000000000,M3_witness_run_odd,999999999995021,999999999995047,999999999995069,,,no_selection,11,no_unmarked_candidate_in_materialized_stream,False,6,4,7
1000000000000000,M4_witness_run_odd_resclosed,999999999995021,999999999995047,999999999995069,,,no_selection,11,no_unmarked_candidate_in_materialized_stream,False,6,4,7
1000000000000000,M1_visible_run_all,999999999995089,999999999995123,999999999995179,999999999995159,-20,selected_too_early,35,,False,12,7,14
1000000000000000,M2_visible_run_odd,999999999995089,999999999995123,999999999995179,999999999995159,-20,selected_too_early,17,,False,12,6,14
1000000000000000,M3_witness_run_odd,999999999995089,999999999995123,999999999995179,,,no_selection,28,no_unmarked_candidate_in_materialized_stream,False,12,6,14
1000000000000000,M4_witness_run_odd_resclosed,999999999995089,999999999995123,999999999995179,,,no_selection,28,no_unmarked_candidate_in_materialized_stream,False,12,6,14
1000000000000000,M1_visible_run_all,999999999995179,999999999995197,999999999995273,999999999995207,-66,selected_too_early,9,,False,17,6,19
1000000000000000,M2_visible_run_odd,999999999995179,999999999995197,999999999995273,999999999995207,-66,selected_too_early,4,,False,17,3,19
1000000000000000,M3_witness_run_odd,999999999995179,999999999995197,999999999995273,,,no_selection,38,no_unmarked_candidate_in_materialized_stream,False,17,7,19
1000000000000000,M4_witness_run_odd_resclosed,999999999995179,999999999995197,999999999995273,,,no_selection,38,no_unmarked_candidate_in_materialized_stream,False,17,7,19
1000000000000000,M1_visible_run_all,999999999995273,999999999995281,999999999995327,999999999995309,-18,selected_too_early,27,,False,10,8,11
1000000000000000,M2_visible_run_odd,999999999995273,999999999995281,999999999995327,999999999995309,-18,selected_too_early,13,,False,10,5,11
1000000000000000,M3_witness_run_odd,999999999995273,999999999995281,999999999995327,,,no_selection,23,no_unmarked_candidate_in_materialized_stream,False,10,7,11
1000000000000000,M4_witness_run_odd_resclosed,999999999995273,999999999995281,999999999995327,,,no_selection,23,no_unmarked_candidate_in_materialized_stream,False,10,7,11
1000000000000000,M1_visible_run_all,999999999995327,999999999995329,999999999995357,999999999995357,0,correct,27,,False,7,5,8
1000000000000000,M2_visible_run_odd,999999999995327,999999999995329,999999999995357,999999999995357,0,correct,13,,False,7,4,8
1000000000000000,M3_witness_run_odd,999999999995327,999999999995329,999999999995357,,,no_selection,14,no_unmarked_candidate_in_materialized_stream,False,7,4,8
1000000000000000,M4_witness_run_odd_resclosed,999999999995327,999999999995329,999999999995357,,,no_selection,14,no_unmarked_candidate_in_materialized_stream,False,7,4,8
1000000000000000,M1_visible_run_all,999999999995357,999999999995369,999999999995371,999999999995371,0,correct,1,,True,0,0,1
1000000000000000,M2_visible_run_odd,999999999995357,999999999995369,999999999995371,,,no_selection,0,first_candidate_unmarked,False,1,0,1
1000000000000000,M3_witness_run_odd,999999999995357,999999999995369,999999999995371,,,no_selection,1,no_unmarked_candidate_in_materialized_stream,True,0,0,1
1000000000000000,M4_witness_run_odd_resclosed,999999999995357,999999999995369,999999999995371,,,no_selection,1,no_unmarked_candidate_in_materialized_stream,True,0,0,1
1000000000000000,M1_visible_run_all,999999999995371,999999999995389,999999999995393,999999999995393,0,correct,3,,True,0,0,2
1000000000000000,M2_visible_run_odd,999999999995371,999999999995389,999999999995393,999999999995393,0,correct,1,,True,0,0,2
1000000000000000,M3_witness_run_odd,999999999995371,999999999995389,999999999995393,,,no_selection,2,no_unmarked_candidate_in_materialized_stream,True,0,0,2
1000000000000000,M4_witness_run_odd_resclosed,999999999995371,999999999995389,999999999995393,,,no_selection,2,no_unmarked_candidate_in_materialized_stream,True,0,0,2
1000000000000000,M1_visible_run_all,999999999995393,999999999995431,999999999995453,999999999995443,-10,selected_too_early,11,,False,6,5,7
1000000000000000,M2_visible_run_odd,999999999995393,999999999995431,999999999995453,999999999995443,-10,selected_too_early,5,,False,6,5,7
1000000000000000,M3_witness_run_odd,999999999995393,999999999995431,999999999995453,,,no_selection,11,no_unmarked_candidate_in_materialized_stream,False,6,5,7
1000000000000000,M4_witness_run_odd_resclosed,999999999995393,999999999995431,999999999995453,,,no_selection,11,no_unmarked_candidate_in_materialized_stream,False,6,5,7
1000000000000000,M1_visible_run_all,999999999995453,999999999995461,999999999995471,999999999995471,0,correct,9,,False,3,2,4
1000000000000000,M2_visible_run_odd,999999999995453,999999999995461,999999999995471,999999999995471,0,correct,4,,False,3,2,4
1000000000000000,M3_witness_run_odd,999999999995453,999999999995461,999999999995471,,,no_selection,5,no_unmarked_candidate_in_materialized_stream,False,3,2,4
1000000000000000,M4_witness_run_odd_resclosed,999999999995453,999999999995461,999999999995471,,,no_selection,5,no_unmarked_candidate_in_materialized_stream,False,3,2,4
1000000000000000,M1_visible_run_all,999999999995471,999999999995509,999999999995539,999999999995531,-8,selected_too_early,21,,False,6,5,8
1000000000000000,M2_visible_run_odd,999999999995471,999999999995509,999999999995539,999999999995531,-8,selected_too_early,10,,False,6,5,8
1000000000000000,M3_witness_run_odd,999999999995471,999999999995509,999999999995539,,,no_selection,15,no_unmarked_candidate_in_materialized_stream,False,6,5,8
1000000000000000,M4_witness_run_odd_resclosed,999999999995471,999999999995509,999999999995539,,,no_selection,15,no_unmarked_candidate_in_materialized_stream,False,6,5,8
1000000000000000,M1_visible_run_all,999999999995539,999999999995543,999999999995567,999999999995567,0,correct,23,,False,6,5,7
1000000000000000,M2_visible_run_odd,999999999995539,999999999995543,999999999995567,999999999995567,0,correct,11,,False,6,4,7
1000000000000000,M3_witness_run_odd,999999999995539,999999999995543,999999999995567,,,no_selection,12,no_unmarked_candidate_in_materialized_stream,False,6,4,7
1000000000000000,M4_witness_run_odd_resclosed,999999999995539,999999999995543,999999999995567,,,no_selection,12,no_unmarked_candidate_in_materialized_stream,False,6,4,7
1000000000000000,M1_visible_run_all,999999999995587,999999999995593,999999999995627,999999999995599,-28,selected_too_early,5,,False,7,2,9
1000000000000000,M2_visible_run_odd,999999999995587,999999999995593,999999999995627,999999999995599,-28,selected_too_early,2,,False,7,1,9
1000000000000000,M3_witness_run_odd,999999999995587,999999999995593,999999999995627,,,no_selection,17,no_unmarked_candidate_in_materialized_stream,False,7,3,9
1000000000000000,M4_witness_run_odd_resclosed,999999999995587,999999999995593,999999999995627,,,no_selection,17,no_unmarked_candidate_in_materialized_stream,False,7,3,9
1000000000000000,M1_visible_run_all,999999999995629,999999999995651,999999999995669,999999999995669,0,correct,17,,False,6,4,7
1000000000000000,M2_visible_run_odd,999999999995629,999999999995651,999999999995669,999999999995669,0,correct,8,,False,6,4,7
1000000000000000,M3_witness_run_odd,999999999995629,999999999995651,999999999995669,,,no_selection,9,no_unmarked_candidate_in_materialized_stream,False,6,4,7
1000000000000000,M4_witness_run_odd_resclosed,999999999995629,999999999995651,999999999995669,,,no_selection,9,no_unmarked_candidate_in_materialized_stream,False,6,4,7
1000000000000000,M1_visible_run_all,999999999995743,999999999995761,999999999995797,999999999995791,-6,selected_too_early,29,,False,8,5,10
1000000000000000,M2_visible_run_odd,999999999995743,999999999995761,999999999995797,999999999995791,-6,selected_too_early,14,,False,8,4,10
1000000000000000,M3_witness_run_odd,999999999995743,999999999995761,999999999995797,,,no_selection,18,no_unmarked_candidate_in_materialized_stream,False,8,4,10
1000000000000000,M4_witness_run_odd_resclosed,999999999995743,999999999995761,999999999995797,,,no_selection,18,no_unmarked_candidate_in_materialized_stream,False,8,4,10
1000000000000000,M1_visible_run_all,999999999995851,999999999995861,999999999995879,999999999995879,0,correct,17,,False,5,3,7
1000000000000000,M2_visible_run_odd,999999999995851,999999999995861,999999999995879,999999999995879,0,correct,8,,False,5,2,7
1000000000000000,M3_witness_run_odd,999999999995851,999999999995861,999999999995879,,,no_selection,9,no_unmarked_candidate_in_materialized_stream,False,5,2,7
1000000000000000,M4_witness_run_odd_resclosed,999999999995851,999999999995861,999999999995879,,,no_selection,9,no_unmarked_candidate_in_materialized_stream,False,5,2,7
1000000000000000,M1_visible_run_all,999999999995879,999999999995897,999999999995911,999999999995903,-8,selected_too_early,5,,True,3,3,5
1000000000000000,M2_visible_run_odd,999999999995879,999999999995897,999999999995911,999999999995903,-8,selected_too_early,2,,False,3,2,5
1000000000000000,M3_witness_run_odd,999999999995879,999999999995897,999999999995911,,,no_selection,7,no_unmarked_candidate_in_materialized_stream,True,3,3,5
1000000000000000,M4_witness_run_odd_resclosed,999999999995879,999999999995897,999999999995911,,,no_selection,7,no_unmarked_candidate_in_materialized_stream,True,3,3,5
1000000000000000,M1_visible_run_all,999999999996083,999999999996089,999999999996149,999999999996091,-58,selected_too_early,1,,False,10,1,12
1000000000000000,M2_visible_run_odd,999999999996083,999999999996089,999999999996149,,,no_selection,0,first_candidate_unmarked,False,12,0,12
1000000000000000,M3_witness_run_odd,999999999996083,999999999996089,999999999996149,,,no_selection,30,no_unmarked_candidate_in_materialized_stream,False,10,6,12
1000000000000000,M4_witness_run_odd_resclosed,999999999996083,999999999996089,999999999996149,,,no_selection,30,no_unmarked_candidate_in_materialized_stream,False,10,6,12
1000000000000000,M1_visible_run_all,999999999996149,999999999996161,999999999996181,999999999996181,0,correct,19,,False,6,4,8
1000000000000000,M2_visible_run_odd,999999999996149,999999999996161,999999999996181,999999999996181,0,correct,9,,False,6,3,8
1000000000000000,M3_witness_run_odd,999999999996149,999999999996161,999999999996181,,,no_selection,10,no_unmarked_candidate_in_materialized_stream,False,6,3,8
1000000000000000,M4_witness_run_odd_resclosed,999999999996149,999999999996161,999999999996181,,,no_selection,10,no_unmarked_candidate_in_materialized_stream,False,6,3,8
1000000000000000,M1_visible_run_all,999999999996181,999999999996199,999999999996253,999999999996253,0,correct,53,,False,13,8,15
1000000000000000,M2_visible_run_odd,999999999996181,999999999996199,999999999996253,999999999996253,0,correct,26,,False,13,5,15
1000000000000000,M3_witness_run_odd,999999999996181,999999999996199,999999999996253,,,no_selection,27,no_unmarked_candidate_in_materialized_stream,False,13,5,15
1000000000000000,M4_witness_run_odd_resclosed,999999999996181,999999999996199,999999999996253,,,no_selection,27,no_unmarked_candidate_in_materialized_stream,False,13,5,15
1000000000000000,M1_visible_run_all,999999999996293,999999999996307,999999999996311,999999999996311,0,correct,3,,True,1,1,2
1000000000000000,M2_visible_run_odd,999999999996293,999999999996307,999999999996311,999999999996311,0,correct,1,,False,1,0,2
1000000000000000,M3_witness_run_odd,999999999996293,999999999996307,999999999996311,,,no_selection,2,no_unmarked_candidate_in_materialized_stream,True,1,1,2
1000000000000000,M4_witness_run_odd_resclosed,999999999996293,999999999996307,999999999996311,,,no_selection,2,no_unmarked_candidate_in_materialized_stream,True,1,1,2
1000000000000000,M1_visible_run_all,999999999996313,999999999996359,999999999996409,999999999996379,-30,selected_too_early,19,,False,9,5,11
1000000000000000,M2_visible_run_odd,999999999996313,999999999996359,999999999996409,999999999996379,-30,selected_too_early,9,,False,9,3,11
1000000000000000,M3_witness_run_odd,999999999996313,999999999996359,999999999996409,,,no_selection,25,no_unmarked_candidate_in_materialized_stream,False,9,7,11
1000000000000000,M4_witness_run_odd_resclosed,999999999996313,999999999996359,999999999996409,,,no_selection,25,no_unmarked_candidate_in_materialized_stream,False,9,7,11
1000000000000000,M1_visible_run_all,999999999996493,999999999996533,999999999996583,999999999996539,-44,selected_too_early,5,,False,8,3,10
1000000000000000,M2_visible_run_odd,999999999996493,999999999996533,999999999996583,999999999996539,-44,selected_too_early,2,,False,8,3,10
1000000000000000,M3_witness_run_odd,999999999996493,999999999996533,999999999996583,,,no_selection,25,no_unmarked_candidate_in_materialized_stream,False,8,5,10
1000000000000000,M4_witness_run_odd_resclosed,999999999996493,999999999996533,999999999996583,,,no_selection,25,no_unmarked_candidate_in_materialized_stream,False,8,5,10
1000000000000000,M1_visible_run_all,999999999996869,999999999996871,999999999996983,999999999996887,-96,selected_too_early,15,,False,21,6,22
1000000000000000,M2_visible_run_odd,999999999996869,999999999996871,999999999996983,999999999996887,-96,selected_too_early,7,,False,21,3,22
1000000000000000,M3_witness_run_odd,999999999996869,999999999996871,999999999996983,,,no_selection,56,no_unmarked_candidate_in_materialized_stream,False,21,11,22
1000000000000000,M4_witness_run_odd_resclosed,999999999996869,999999999996871,999999999996983,,,no_selection,56,no_unmarked_candidate_in_materialized_stream,False,21,11,22
1000000000000000,M1_visible_run_all,999999999997003,999999999997007,999999999997043,999999999997021,-22,selected_too_early,13,,False,8,6,9
1000000000000000,M2_visible_run_odd,999999999997003,999999999997007,999999999997043,999999999997021,-22,selected_too_early,6,,False,8,3,9
1000000000000000,M3_witness_run_odd,999999999997003,999999999997007,999999999997043,,,no_selection,18,no_unmarked_candidate_in_materialized_stream,False,8,6,9
1000000000000000,M4_witness_run_odd_resclosed,999999999997003,999999999997007,999999999997043,,,no_selection,18,no_unmarked_candidate_in_materialized_stream,False,8,6,9
1000000000000000,M1_visible_run_all,999999999997043,999999999997049,999999999997087,999999999997069,-18,selected_too_early,19,,False,9,5,11
1000000000000000,M2_visible_run_odd,999999999997043,999999999997049,999999999997087,999999999997069,-18,selected_too_early,9,,False,9,2,11
1000000000000000,M3_witness_run_odd,999999999997043,999999999997049,999999999997087,,,no_selection,19,no_unmarked_candidate_in_materialized_stream,False,9,4,11
1000000000000000,M4_witness_run_odd_resclosed,999999999997043,999999999997049,999999999997087,,,no_selection,19,no_unmarked_candidate_in_materialized_stream,False,9,4,11
1000000000000000,M1_visible_run_all,999999999997099,999999999997121,999999999997153,999999999997127,-26,selected_too_early,5,,False,7,2,9
1000000000000000,M2_visible_run_odd,999999999997099,999999999997121,999999999997153,999999999997127,-26,selected_too_early,2,,False,7,1,9
1000000000000000,M3_witness_run_odd,999999999997099,999999999997121,999999999997153,,,no_selection,16,no_unmarked_candidate_in_materialized_stream,False,7,3,9
1000000000000000,M4_witness_run_odd_resclosed,999999999997099,999999999997121,999999999997153,,,no_selection,16,no_unmarked_candidate_in_materialized_stream,False,7,3,9
1000000000000000,M1_visible_run_all,999999999997307,999999999997321,999999999997337,999999999997337,0,correct,15,,False,4,2,6
1000000000000000,M2_visible_run_odd,999999999997307,999999999997321,999999999997337,999999999997337,0,correct,7,,False,4,2,6
1000000000000000,M3_witness_run_odd,999999999997307,999999999997321,999999999997337,,,no_selection,8,no_unmarked_candidate_in_materialized_stream,False,4,2,6
1000000000000000,M4_witness_run_odd_resclosed,999999999997307,999999999997321,999999999997337,,,no_selection,8,no_unmarked_candidate_in_materialized_stream,False,4,2,6
1000000000000000,M1_visible_run_all,999999999997337,999999999997367,999999999997463,999999999997381,-82,selected_too_early,13,,False,16,6,19
1000000000000000,M2_visible_run_odd,999999999997337,999999999997367,999999999997463,999999999997381,-82,selected_too_early,6,,False,16,2,19
1000000000000000,M3_witness_run_odd,999999999997337,999999999997367,999999999997463,,,no_selection,48,no_unmarked_candidate_in_materialized_stream,False,16,8,19
1000000000000000,M4_witness_run_odd_resclosed,999999999997337,999999999997367,999999999997463,,,no_selection,48,no_unmarked_candidate_in_materialized_stream,False,16,8,19
1000000000000000,M1_visible_run_all,999999999997517,999999999997543,999999999997573,999999999997553,-20,selected_too_early,9,,False,8,3,9
1000000000000000,M2_visible_run_odd,999999999997517,999999999997543,999999999997573,999999999997553,-20,selected_too_early,4,,False,8,2,9
