scale,rule_id,anchor_p,seed_q0,true_q_for_audit_only,selected_q,selected_delta_from_true,failure_mode,run_length,failure_reason,residue_exhausted,open_witness_count,closed_witness_count,materialized_witness_count
1000000000000000,M3_witness_run_odd,999999999997517,999999999997543,999999999997573,,,no_selection,15,no_unmarked_candidate_in_materialized_stream,False,8,3,9
1000000000000000,M4_witness_run_odd_resclosed,999999999997517,999999999997543,999999999997573,,,no_selection,15,no_unmarked_candidate_in_materialized_stream,False,8,3,9
1000000000000000,M1_visible_run_all,999999999997573,999999999997577,999999999997613,999999999997613,0,correct,35,,False,9,6,10
1000000000000000,M2_visible_run_odd,999999999997573,999999999997577,999999999997613,999999999997613,0,correct,17,,False,9,6,10
1000000000000000,M3_witness_run_odd,999999999997573,999999999997577,999999999997613,,,no_selection,18,no_unmarked_candidate_in_materialized_stream,False,9,6,10
1000000000000000,M4_witness_run_odd_resclosed,999999999997573,999999999997577,999999999997613,,,no_selection,18,no_unmarked_candidate_in_materialized_stream,False,9,6,10
1000000000000000,M1_visible_run_all,999999999997613,999999999997667,999999999997697,999999999997679,-18,selected_too_early,11,,False,7,4,9
1000000000000000,M2_visible_run_odd,999999999997613,999999999997667,999999999997697,999999999997679,-18,selected_too_early,5,,False,7,2,9
1000000000000000,M3_witness_run_odd,999999999997613,999999999997667,999999999997697,,,no_selection,15,no_unmarked_candidate_in_materialized_stream,False,7,5,9
1000000000000000,M4_witness_run_odd_resclosed,999999999997613,999999999997667,999999999997697,,,no_selection,15,no_unmarked_candidate_in_materialized_stream,False,7,5,9
1000000000000000,M1_visible_run_all,999999999997699,999999999997711,999999999997729,999999999997729,0,correct,17,,False,5,2,7
1000000000000000,M2_visible_run_odd,999999999997699,999999999997711,999999999997729,999999999997729,0,correct,8,,False,5,1,7
1000000000000000,M3_witness_run_odd,999999999997699,999999999997711,999999999997729,,,no_selection,9,no_unmarked_candidate_in_materialized_stream,False,5,1,7
1000000000000000,M4_witness_run_odd_resclosed,999999999997699,999999999997711,999999999997729,,,no_selection,9,no_unmarked_candidate_in_materialized_stream,False,5,1,7
1000000000000000,M1_visible_run_all,999999999997729,999999999997753,999999999997771,999999999997771,0,correct,17,,False,5,3,7
1000000000000000,M2_visible_run_odd,999999999997729,999999999997753,999999999997771,999999999997771,0,correct,8,,False,5,2,7
1000000000000000,M3_witness_run_odd,999999999997729,999999999997753,999999999997771,,,no_selection,9,no_unmarked_candidate_in_materialized_stream,False,5,2,7
1000000000000000,M4_witness_run_odd_resclosed,999999999997729,999999999997753,999999999997771,,,no_selection,9,no_unmarked_candidate_in_materialized_stream,False,5,2,7
1000000000000000,M1_visible_run_all,999999999997771,999999999997781,999999999997811,999999999997783,-28,selected_too_early,1,,False,7,1,9
1000000000000000,M2_visible_run_odd,999999999997771,999999999997781,999999999997811,,,no_selection,0,first_candidate_unmarked,False,9,0,9
1000000000000000,M3_witness_run_odd,999999999997771,999999999997781,999999999997811,,,no_selection,15,no_unmarked_candidate_in_materialized_stream,False,7,4,9
1000000000000000,M4_witness_run_odd_resclosed,999999999997771,999999999997781,999999999997811,,,no_selection,15,no_unmarked_candidate_in_materialized_stream,False,7,4,9
1000000000000000,M1_visible_run_all,999999999997841,999999999997919,999999999997967,999999999997961,-6,selected_too_early,41,,False,10,9,13
1000000000000000,M2_visible_run_odd,999999999997841,999999999997919,999999999997967,999999999997961,-6,selected_too_early,20,,False,10,8,13
1000000000000000,M3_witness_run_odd,999999999997841,999999999997919,999999999997967,,,no_selection,24,no_unmarked_candidate_in_materialized_stream,False,10,9,13
1000000000000000,M4_witness_run_odd_resclosed,999999999997841,999999999997919,999999999997967,,,no_selection,24,no_unmarked_candidate_in_materialized_stream,False,10,9,13
1000000000000000,M1_visible_run_all,999999999997969,999999999997981,999999999997993,999999999997993,0,correct,11,,False,3,1,5
1000000000000000,M2_visible_run_odd,999999999997969,999999999997981,999999999997993,999999999997993,0,correct,5,,False,3,1,5
1000000000000000,M3_witness_run_odd,999999999997969,999999999997981,999999999997993,,,no_selection,6,no_unmarked_candidate_in_materialized_stream,False,3,1,5
1000000000000000,M4_witness_run_odd_resclosed,999999999997969,999999999997981,999999999997993,,,no_selection,6,no_unmarked_candidate_in_materialized_stream,False,3,1,5
1000000000000000,M1_visible_run_all,999999999998003,999999999998011,999999999998039,999999999998039,0,correct,27,,False,8,6,9
1000000000000000,M2_visible_run_odd,999999999998003,999999999998011,999999999998039,999999999998039,0,correct,13,,False,8,5,9
1000000000000000,M3_witness_run_odd,999999999998003,999999999998011,999999999998039,,,no_selection,14,no_unmarked_candidate_in_materialized_stream,False,8,5,9
1000000000000000,M4_witness_run_odd_resclosed,999999999998003,999999999998011,999999999998039,,,no_selection,14,no_unmarked_candidate_in_materialized_stream,False,8,5,9
1000000000000000,M1_visible_run_all,999999999998039,999999999998047,999999999998053,999999999998053,0,correct,5,,True,2,2,3
1000000000000000,M2_visible_run_odd,999999999998039,999999999998047,999999999998053,999999999998053,0,correct,2,,False,2,1,3
1000000000000000,M3_witness_run_odd,999999999998039,999999999998047,999999999998053,,,no_selection,3,no_unmarked_candidate_in_materialized_stream,False,2,1,3
1000000000000000,M4_witness_run_odd_resclosed,999999999998039,999999999998047,999999999998053,,,no_selection,3,no_unmarked_candidate_in_materialized_stream,False,2,1,3
1000000000000000,M1_visible_run_all,999999999998053,999999999998089,999999999998141,999999999998107,-34,selected_too_early,17,,False,11,6,13
1000000000000000,M2_visible_run_odd,999999999998053,999999999998089,999999999998141,999999999998107,-34,selected_too_early,8,,False,11,4,13
1000000000000000,M3_witness_run_odd,999999999998053,999999999998089,999999999998141,,,no_selection,26,no_unmarked_candidate_in_materialized_stream,False,11,6,13
1000000000000000,M4_witness_run_odd_resclosed,999999999998053,999999999998089,999999999998141,,,no_selection,26,no_unmarked_candidate_in_materialized_stream,False,11,6,13
1000000000000000,M1_visible_run_all,999999999998141,999999999998143,999999999998161,999999999998147,-14,selected_too_early,3,,False,5,2,6
1000000000000000,M2_visible_run_odd,999999999998141,999999999998143,999999999998161,999999999998147,-14,selected_too_early,1,,False,5,0,6
1000000000000000,M3_witness_run_odd,999999999998141,999999999998143,999999999998161,,,no_selection,9,no_unmarked_candidate_in_materialized_stream,False,5,3,6
1000000000000000,M4_witness_run_odd_resclosed,999999999998141,999999999998143,999999999998161,,,no_selection,9,no_unmarked_candidate_in_materialized_stream,False,5,3,6
1000000000000000,M1_visible_run_all,999999999998161,999999999998177,999999999998231,999999999998231,0,correct,53,,False,14,9,15
1000000000000000,M2_visible_run_odd,999999999998161,999999999998177,999999999998231,999999999998231,0,correct,26,,False,14,8,15
1000000000000000,M3_witness_run_odd,999999999998161,999999999998177,999999999998231,,,no_selection,27,no_unmarked_candidate_in_materialized_stream,False,14,8,15
1000000000000000,M4_witness_run_odd_resclosed,999999999998161,999999999998177,999999999998231,,,no_selection,27,no_unmarked_candidate_in_materialized_stream,False,14,8,15
1000000000000000,M1_visible_run_all,999999999998231,999999999998243,999999999998267,999999999998267,0,correct,23,,False,6,3,8
1000000000000000,M2_visible_run_odd,999999999998231,999999999998243,999999999998267,999999999998267,0,correct,11,,False,6,3,8
1000000000000000,M3_witness_run_odd,999999999998231,999999999998243,999999999998267,,,no_selection,12,no_unmarked_candidate_in_materialized_stream,False,6,3,8
1000000000000000,M4_witness_run_odd_resclosed,999999999998231,999999999998243,999999999998267,,,no_selection,12,no_unmarked_candidate_in_materialized_stream,False,6,3,8
1000000000000000,M1_visible_run_all,999999999998267,999999999998269,999999999998353,999999999998273,-80,selected_too_early,3,,False,17,2,18
1000000000000000,M2_visible_run_odd,999999999998267,999999999998269,999999999998353,999999999998273,-80,selected_too_early,1,,False,17,0,18
1000000000000000,M3_witness_run_odd,999999999998267,999999999998269,999999999998353,,,no_selection,42,no_unmarked_candidate_in_materialized_stream,False,17,8,18
1000000000000000,M4_witness_run_odd_resclosed,999999999998267,999999999998269,999999999998353,,,no_selection,42,no_unmarked_candidate_in_materialized_stream,False,17,8,18
1000000000000000,M1_visible_run_all,999999999998353,999999999998369,999999999998383,999999999998383,0,correct,13,,False,5,3,6
1000000000000000,M2_visible_run_odd,999999999998353,999999999998369,999999999998383,999999999998383,0,correct,6,,False,5,3,6
1000000000000000,M3_witness_run_odd,999999999998353,999999999998369,999999999998383,,,no_selection,7,no_unmarked_candidate_in_materialized_stream,False,5,3,6
1000000000000000,M4_witness_run_odd_resclosed,999999999998353,999999999998369,999999999998383,,,no_selection,7,no_unmarked_candidate_in_materialized_stream,False,5,3,6
1000000000000000,M1_visible_run_all,999999999998411,999999999998423,999999999998437,999999999998437,0,correct,13,,False,3,2,5
1000000000000000,M2_visible_run_odd,999999999998411,999999999998423,999999999998437,999999999998437,0,correct,6,,False,3,1,5
1000000000000000,M3_witness_run_odd,999999999998411,999999999998423,999999999998437,,,no_selection,7,no_unmarked_candidate_in_materialized_stream,False,3,1,5
1000000000000000,M4_witness_run_odd_resclosed,999999999998411,999999999998423,999999999998437,,,no_selection,7,no_unmarked_candidate_in_materialized_stream,False,3,1,5
1000000000000000,M1_visible_run_all,999999999998437,999999999998459,999999999998533,999999999998497,-36,selected_too_early,37,,False,13,9,15
1000000000000000,M2_visible_run_odd,999999999998437,999999999998459,999999999998533,999999999998497,-36,selected_too_early,18,,False,13,8,15
1000000000000000,M3_witness_run_odd,999999999998437,999999999998459,999999999998533,,,no_selection,37,no_unmarked_candidate_in_materialized_stream,False,13,9,15
1000000000000000,M4_witness_run_odd_resclosed,999999999998437,999999999998459,999999999998533,,,no_selection,37,no_unmarked_candidate_in_materialized_stream,False,13,9,15
1000000000000000,M1_visible_run_all,999999999998533,999999999998537,999999999998563,999999999998563,0,correct,25,,False,8,4,9
1000000000000000,M2_visible_run_odd,999999999998533,999999999998537,999999999998563,999999999998563,0,correct,12,,False,8,3,9
1000000000000000,M3_witness_run_odd,999999999998533,999999999998537,999999999998563,,,no_selection,13,no_unmarked_candidate_in_materialized_stream,False,8,3,9
1000000000000000,M4_witness_run_odd_resclosed,999999999998533,999999999998537,999999999998563,,,no_selection,13,no_unmarked_candidate_in_materialized_stream,False,8,3,9
1000000000000000,M1_visible_run_all,999999999998563,999999999998579,999999999998581,999999999998581,0,correct,1,,True,0,0,1
1000000000000000,M2_visible_run_odd,999999999998563,999999999998579,999999999998581,,,no_selection,0,first_candidate_unmarked,False,1,0,1
1000000000000000,M3_witness_run_odd,999999999998563,999999999998579,999999999998581,,,no_selection,1,no_unmarked_candidate_in_materialized_stream,True,0,0,1
1000000000000000,M4_witness_run_odd_resclosed,999999999998563,999999999998579,999999999998581,,,no_selection,1,no_unmarked_candidate_in_materialized_stream,True,0,0,1
1000000000000000,M1_visible_run_all,999999999998627,999999999998641,999999999998711,999999999998653,-58,selected_too_early,11,,False,12,4,14
1000000000000000,M2_visible_run_odd,999999999998627,999999999998641,999999999998711,999999999998653,-58,selected_too_early,5,,False,12,3,14
1000000000000000,M3_witness_run_odd,999999999998627,999999999998641,999999999998711,,,no_selection,35,no_unmarked_candidate_in_materialized_stream,False,12,7,14
1000000000000000,M4_witness_run_odd_resclosed,999999999998627,999999999998641,999999999998711,,,no_selection,35,no_unmarked_candidate_in_materialized_stream,False,12,7,14
1000000000000000,M1_visible_run_all,999999999998711,999999999998723,999999999998729,999999999998729,0,correct,5,,True,1,1,3
1000000000000000,M2_visible_run_odd,999999999998711,999999999998723,999999999998729,999999999998729,0,correct,2,,False,1,0,3
1000000000000000,M3_witness_run_odd,999999999998711,999999999998723,999999999998729,,,no_selection,3,no_unmarked_candidate_in_materialized_stream,False,1,0,3
1000000000000000,M4_witness_run_odd_resclosed,999999999998711,999999999998723,999999999998729,,,no_selection,3,no_unmarked_candidate_in_materialized_stream,False,1,0,3
1000000000000000,M1_visible_run_all,999999999998743,999999999998749,999999999998761,999999999998761,0,correct,11,,False,3,2,5
1000000000000000,M2_visible_run_odd,999999999998743,999999999998749,999999999998761,999999999998761,0,correct,5,,False,3,1,5
1000000000000000,M3_witness_run_odd,999999999998743,999999999998749,999999999998761,,,no_selection,6,no_unmarked_candidate_in_materialized_stream,False,3,1,5
1000000000000000,M4_witness_run_odd_resclosed,999999999998743,999999999998749,999999999998761,,,no_selection,6,no_unmarked_candidate_in_materialized_stream,False,3,1,5
1000000000000000,M1_visible_run_all,999999999998761,999999999998771,999999999998803,999999999998773,-30,selected_too_early,1,,False,7,1,9
1000000000000000,M2_visible_run_odd,999999999998761,999999999998771,999999999998803,,,no_selection,0,first_candidate_unmarked,False,9,0,9
1000000000000000,M3_witness_run_odd,999999999998761,999999999998771,999999999998803,,,no_selection,16,no_unmarked_candidate_in_materialized_stream,False,7,4,9
1000000000000000,M4_witness_run_odd_resclosed,999999999998761,999999999998771,999999999998803,,,no_selection,16,no_unmarked_candidate_in_materialized_stream,False,7,4,9
1000000000000000,M1_visible_run_all,999999999998803,999999999998807,999999999998861,999999999998861,0,correct,53,,False,14,9,15
1000000000000000,M2_visible_run_odd,999999999998803,999999999998807,999999999998861,999999999998861,0,correct,26,,False,14,7,15
1000000000000000,M3_witness_run_odd,999999999998803,999999999998807,999999999998861,,,no_selection,27,no_unmarked_candidate_in_materialized_stream,False,14,8,15
1000000000000000,M4_witness_run_odd_resclosed,999999999998803,999999999998807,999999999998861,,,no_selection,27,no_unmarked_candidate_in_materialized_stream,False,14,8,15
1000000000000000,M1_visible_run_all,999999999998939,999999999998953,999999999999043,999999999999001,-42,selected_too_early,47,,False,18,9,20
1000000000000000,M2_visible_run_odd,999999999998939,999999999998953,999999999999043,999999999999001,-42,selected_too_early,23,,False,18,7,20
1000000000000000,M3_witness_run_odd,999999999998939,999999999998953,999999999999043,,,no_selection,45,no_unmarked_candidate_in_materialized_stream,False,18,8,20
1000000000000000,M4_witness_run_odd_resclosed,999999999998939,999999999998953,999999999999043,,,no_selection,45,no_unmarked_candidate_in_materialized_stream,False,18,8,20
1000000000000000,M1_visible_run_all,999999999999071,999999999999079,999999999999089,999999999999089,0,correct,9,,False,3,2,4
1000000000000000,M2_visible_run_odd,999999999999071,999999999999079,999999999999089,999999999999089,0,correct,4,,False,3,2,4
1000000000000000,M3_witness_run_odd,999999999999071,999999999999079,999999999999089,,,no_selection,5,no_unmarked_candidate_in_materialized_stream,False,3,2,4
1000000000000000,M4_witness_run_odd_resclosed,999999999999071,999999999999079,999999999999089,,,no_selection,5,no_unmarked_candidate_in_materialized_stream,False,3,2,4
1000000000000000,M1_visible_run_all,999999999999109,999999999999113,999999999999163,999999999999127,-36,selected_too_early,13,,False,9,4,10
1000000000000000,M2_visible_run_odd,999999999999109,999999999999113,999999999999163,999999999999127,-36,selected_too_early,6,,False,9,3,10
1000000000000000,M3_witness_run_odd,999999999999109,999999999999113,999999999999163,,,no_selection,25,no_unmarked_candidate_in_materialized_stream,False,9,5,10
1000000000000000,M4_witness_run_odd_resclosed,999999999999109,999999999999113,999999999999163,,,no_selection,25,no_unmarked_candidate_in_materialized_stream,False,9,5,10
1000000000000000,M1_visible_run_all,999999999999163,999999999999191,999999999999199,999999999999199,0,correct,7,,False,3,2,4
1000000000000000,M2_visible_run_odd,999999999999163,999999999999191,999999999999199,999999999999199,0,correct,3,,False,3,1,4
1000000000000000,M3_witness_run_odd,999999999999163,999999999999191,999999999999199,,,no_selection,4,no_unmarked_candidate_in_materialized_stream,False,3,1,4
1000000000000000,M4_witness_run_odd_resclosed,999999999999163,999999999999191,999999999999199,,,no_selection,4,no_unmarked_candidate_in_materialized_stream,False,3,1,4
1000000000000000,M1_visible_run_all,999999999999199,999999999999271,999999999999283,999999999999277,-6,selected_too_early,5,,False,2,1,4
1000000000000000,M2_visible_run_odd,999999999999199,999999999999271,999999999999283,999999999999277,-6,selected_too_early,2,,False,2,0,4
1000000000000000,M3_witness_run_odd,999999999999199,999999999999271,999999999999283,,,no_selection,6,no_unmarked_candidate_in_materialized_stream,False,2,1,4
1000000000000000,M4_witness_run_odd_resclosed,999999999999199,999999999999271,999999999999283,,,no_selection,6,no_unmarked_candidate_in_materialized_stream,False,2,1,4
1000000000000000,M1_visible_run_all,999999999999283,999999999999307,999999999999353,999999999999311,-42,selected_too_early,3,,False,9,1,11
1000000000000000,M2_visible_run_odd,999999999999283,999999999999307,999999999999353,999999999999311,-42,selected_too_early,1,,False,9,0,11
1000000000000000,M3_witness_run_odd,999999999999283,999999999999307,999999999999353,,,no_selection,23,no_unmarked_candidate_in_materialized_stream,False,9,4,11
1000000000000000,M4_witness_run_odd_resclosed,999999999999283,999999999999307,999999999999353,,,no_selection,23,no_unmarked_candidate_in_materialized_stream,False,9,4,11
1000000000000000,M1_visible_run_all,999999999999353,999999999999361,999999999999389,999999999999367,-22,selected_too_early,5,,False,7,3,8
1000000000000000,M2_visible_run_odd,999999999999353,999999999999361,999999999999389,999999999999367,-22,selected_too_early,2,,False,7,2,8
1000000000000000,M3_witness_run_odd,999999999999353,999999999999361,999999999999389,,,no_selection,14,no_unmarked_candidate_in_materialized_stream,False,7,4,8
1000000000000000,M4_witness_run_odd_resclosed,999999999999353,999999999999361,999999999999389,,,no_selection,14,no_unmarked_candidate_in_materialized_stream,False,7,4,8
1000000000000000,M1_visible_run_all,999999999999409,999999999999421,999999999999491,999999999999431,-60,selected_too_early,9,,False,13,5,15
1000000000000000,M2_visible_run_odd,999999999999409,999999999999421,999999999999491,999999999999431,-60,selected_too_early,4,,False,13,2,15
1000000000000000,M3_witness_run_odd,999999999999409,999999999999421,999999999999491,,,no_selection,35,no_unmarked_candidate_in_materialized_stream,False,13,7,15
1000000000000000,M4_witness_run_odd_resclosed,999999999999409,999999999999421,999999999999491,,,no_selection,35,no_unmarked_candidate_in_materialized_stream,False,13,7,15
1000000000000000,M1_visible_run_all,999999999999521,999999999999551,999999999999571,999999999999571,0,correct,19,,False,5,3,8
1000000000000000,M2_visible_run_odd,999999999999521,999999999999551,999999999999571,999999999999571,0,correct,9,,False,5,2,8
1000000000000000,M3_witness_run_odd,999999999999521,999999999999551,999999999999571,,,no_selection,10,no_unmarked_candidate_in_materialized_stream,False,5,2,8
1000000000000000,M4_witness_run_odd_resclosed,999999999999521,999999999999551,999999999999571,,,no_selection,10,no_unmarked_candidate_in_materialized_stream,False,5,2,8
1000000000000000,M1_visible_run_all,999999999999577,999999999999599,999999999999643,999999999999617,-26,selected_too_early,17,,False,10,6,11
1000000000000000,M2_visible_run_odd,999999999999577,999999999999599,999999999999643,999999999999617,-26,selected_too_early,8,,False,10,5,11
1000000000000000,M3_witness_run_odd,999999999999577,999999999999599,999999999999643,,,no_selection,22,no_unmarked_candidate_in_materialized_stream,False,10,5,11
1000000000000000,M4_witness_run_odd_resclosed,999999999999577,999999999999599,999999999999643,,,no_selection,22,no_unmarked_candidate_in_materialized_stream,False,10,5,11
1000000000000000,M1_visible_run_all,999999999999809,999999999999817,999999999999827,999999999999827,0,correct,9,,False,3,1,4
1000000000000000,M2_visible_run_odd,999999999999809,999999999999817,999999999999827,999999999999827,0,correct,4,,False,3,1,4
1000000000000000,M3_witness_run_odd,999999999999809,999999999999817,999999999999827,,,no_selection,5,no_unmarked_candidate_in_materialized_stream,False,3,1,4
1000000000000000,M4_witness_run_odd_resclosed,999999999999809,999999999999817,999999999999827,,,no_selection,5,no_unmarked_candidate_in_materialized_stream,False,3,1,4
1000000000000000,M1_visible_run_all,999999999999827,999999999999839,999999999999877,999999999999853,-24,selected_too_early,13,,False,9,6,11
1000000000000000,M2_visible_run_odd,999999999999827,999999999999839,999999999999877,999999999999853,-24,selected_too_early,6,,False,9,3,11
1000000000000000,M3_witness_run_odd,999999999999827,999999999999839,999999999999877,,,no_selection,19,no_unmarked_candidate_in_materialized_stream,False,9,6,11
1000000000000000,M4_witness_run_odd_resclosed,999999999999827,999999999999839,999999999999877,,,no_selection,19,no_unmarked_candidate_in_materialized_stream,False,9,6,11
1000000000000000,M1_visible_run_all,999999999999877,999999999999881,999999999999883,999999999999883,0,correct,1,,True,0,0,1
1000000000000000,M2_visible_run_odd,999999999999877,999999999999881,999999999999883,,,no_selection,0,first_candidate_unmarked,False,1,0,1
1000000000000000,M3_witness_run_odd,999999999999877,999999999999881,999999999999883,,,no_selection,1,no_unmarked_candidate_in_materialized_stream,True,0,0,1
1000000000000000,M4_witness_run_odd_resclosed,999999999999877,999999999999881,999999999999883,,,no_selection,1,no_unmarked_candidate_in_materialized_stream,True,0,0,1
1000000000000000,M1_visible_run_all,999999999999883,999999999999893,999999999999947,999999999999907,-40,selected_too_early,13,,False,12,5,14
1000000000000000,M2_visible_run_odd,999999999999883,999999999999893,999999999999947,999999999999907,-40,selected_too_early,6,,False,12,3,14
1000000000000000,M3_witness_run_odd,999999999999883,999999999999893,999999999999947,,,no_selection,27,no_unmarked_candidate_in_materialized_stream,False,12,5,14
1000000000000000,M4_witness_run_odd_resclosed,999999999999883,999999999999893,999999999999947,,,no_selection,27,no_unmarked_candidate_in_materialized_stream,False,12,5,14
1000000000000000,M1_visible_run_all,999999999999947,999999999999967,999999999999989,999999999999989,0,correct,21,,False,6,4,8
1000000000000000,M2_visible_run_odd,999999999999947,999999999999967,999999999999989,999999999999989,0,correct,10,,False,6,4,8
1000000000000000,M3_witness_run_odd,999999999999947,999999999999967,999999999999989,,,no_selection,11,no_unmarked_candidate_in_materialized_stream,False,6,4,8
1000000000000000,M4_witness_run_odd_resclosed,999999999999947,999999999999967,999999999999989,,,no_selection,11,no_unmarked_candidate_in_materialized_stream,False,6,4,8
1000000000000000,M1_visible_run_all,999999999999989,1000000000000003,1000000000000037,1000000000000021,-16,selected_too_early,17,,False,8,3,9
1000000000000000,M2_visible_run_odd,999999999999989,1000000000000003,1000000000000037,1000000000000021,-16,selected_too_early,8,,False,8,3,9
1000000000000000,M3_witness_run_odd,999999999999989,1000000000000003,1000000000000037,,,no_selection,17,no_unmarked_candidate_in_materialized_stream,False,8,3,9
1000000000000000,M4_witness_run_odd_resclosed,999999999999989,1000000000000003,1000000000000037,,,no_selection,17,no_unmarked_candidate_in_materialized_stream,False,8,3,9
1000000000000000000,M1_visible_run_all,999999999999989759,999999999999989789,999999999999989801,999999999999989797,-4,selected_too_early,7,,True,1,1,4
1000000000000000000,M2_visible_run_odd,999999999999989759,999999999999989789,999999999999989801,999999999999989797,-4,selected_too_early,3,,False,1,0,4
1000000000000000000,M3_witness_run_odd,999999999999989759,999999999999989789,999999999999989801,,,no_selection,6,no_unmarked_candidate_in_materialized_stream,False,1,0,4
1000000000000000000,M4_witness_run_odd_resclosed,999999999999989759,999999999999989789,999999999999989801,,,no_selection,6,no_unmarked_candidate_in_materialized_stream,False,1,0,4
1000000000000000000,M1_visible_run_all,999999999999989867,999999999999989881,999999999999989893,999999999999989893,0,correct,11,,True,3,3,5
1000000000000000000,M2_visible_run_odd,999999999999989867,999999999999989881,999999999999989893,999999999999989893,0,correct,5,,False,3,2,5
1000000000000000000,M3_witness_run_odd,999999999999989867,999999999999989881,999999999999989893,,,no_selection,6,no_unmarked_candidate_in_materialized_stream,False,3,2,5
1000000000000000000,M4_witness_run_odd_resclosed,999999999999989867,999999999999989881,999999999999989893,,,no_selection,6,no_unmarked_candidate_in_materialized_stream,False,3,2,5
1000000000000000000,M1_visible_run_all,999999999999989893,999999999999989927,999999999999989951,999999999999989951,0,correct,23,,True,6,6,7
1000000000000000000,M2_visible_run_odd,999999999999989893,999999999999989927,999999999999989951,999999999999989951,0,correct,11,,False,6,4,7
1000000000000000000,M3_witness_run_odd,999999999999989893,999999999999989927,999999999999989951,,,no_selection,12,no_unmarked_candidate_in_materialized_stream,False,6,4,7
1000000000000000000,M4_witness_run_odd_resclosed,999999999999989893,999999999999989927,999999999999989951,,,no_selection,12,no_unmarked_candidate_in_materialized_stream,False,6,4,7
1000000000000000000,M1_visible_run_all,999999999999989951,999999999999989957,999999999999989969,999999999999989969,0,correct,11,,False,3,2,5
1000000000000000000,M2_visible_run_odd,999999999999989951,999999999999989957,999999999999989969,999999999999989969,0,correct,5,,False,3,1,5
1000000000000000000,M3_witness_run_odd,999999999999989951,999999999999989957,999999999999989969,,,no_selection,6,no_unmarked_candidate_in_materialized_stream,False,3,1,5
1000000000000000000,M4_witness_run_odd_resclosed,999999999999989951,999999999999989957,999999999999989969,,,no_selection,6,no_unmarked_candidate_in_materialized_stream,False,3,1,5
1000000000000000000,M1_visible_run_all,999999999999989969,999999999999989983,999999999999989999,999999999999989999,0,correct,15,,False,4,2,6
1000000000000000000,M2_visible_run_odd,999999999999989969,999999999999989983,999999999999989999,999999999999989999,0,correct,7,,False,4,2,6
1000000000000000000,M3_witness_run_odd,999999999999989969,999999999999989983,999999999999989999,,,no_selection,8,no_unmarked_candidate_in_materialized_stream,False,4,2,6
1000000000000000000,M4_witness_run_odd_resclosed,999999999999989969,999999999999989983,999999999999989999,,,no_selection,8,no_unmarked_candidate_in_materialized_stream,False,4,2,6
1000000000000000000,M1_visible_run_all,999999999999990071,999999999999990097,999999999999990107,999999999999990107,0,correct,9,,True,3,3,4
1000000000000000000,M2_visible_run_odd,999999999999990071,999999999999990097,999999999999990107,999999999999990107,0,correct,4,,False,3,2,4
1000000000000000000,M3_witness_run_odd,999999999999990071,999999999999990097,999999999999990107,,,no_selection,5,no_unmarked_candidate_in_materialized_stream,False,3,2,4
1000000000000000000,M4_witness_run_odd_resclosed,999999999999990071,999999999999990097,999999999999990107,,,no_selection,5,no_unmarked_candidate_in_materialized_stream,False,3,2,4
1000000000000000000,M1_visible_run_all,999999999999990113,999999999999990133,999999999999990151,999999999999990151,0,correct,17,,False,5,2,7
1000000000000000000,M2_visible_run_odd,999999999999990113,999999999999990133,999999999999990151,999999999999990151,0,correct,8,,False,5,2,7
1000000000000000000,M3_witness_run_odd,999999999999990113,999999999999990133,999999999999990151,,,no_selection,9,no_unmarked_candidate_in_materialized_stream,False,5,2,7
1000000000000000000,M4_witness_run_odd_resclosed,999999999999990113,999999999999990133,999999999999990151,,,no_selection,9,no_unmarked_candidate_in_materialized_stream,False,5,2,7
1000000000000000000,M1_visible_run_all,999999999999990151,999999999999990163,999999999999990169,999999999999990169,0,correct,5,,False,1,0,3
1000000000000000000,M2_visible_run_odd,999999999999990151,999999999999990163,999999999999990169,999999999999990169,0,correct,2,,False,1,0,3
1000000000000000000,M3_witness_run_odd,999999999999990151,999999999999990163,999999999999990169,,,no_selection,3,no_unmarked_candidate_in_materialized_stream,False,1,0,3
1000000000000000000,M4_witness_run_odd_resclosed,999999999999990151,999999999999990163,999999999999990169,,,no_selection,3,no_unmarked_candidate_in_materialized_stream,False,1,0,3
1000000000000000000,M1_visible_run_all,999999999999990203,999999999999990217,999999999999990323,999999999999990229,-94,selected_too_early,11,,False,15,5,17
1000000000000000000,M2_visible_run_odd,999999999999990203,999999999999990217,999999999999990323,999999999999990229,-94,selected_too_early,5,,False,15,3,17
1000000000000000000,M3_witness_run_odd,999999999999990203,999999999999990217,999999999999990323,,,no_selection,53,no_unmarked_candidate_in_materialized_stream,False,15,10,17
1000000000000000000,M4_witness_run_odd_resclosed,999999999999990203,999999999999990217,999999999999990323,,,no_selection,53,no_unmarked_candidate_in_materialized_stream,False,15,10,17
1000000000000000000,M1_visible_run_all,999999999999990323,999999999999990359,999999999999990401,999999999999990361,-40,selected_too_early,1,,False,7,0,9
1000000000000000000,M2_visible_run_odd,999999999999990323,999999999999990359,999999999999990401,,,no_selection,0,first_candidate_unmarked,False,9,0,9
1000000000000000000,M3_witness_run_odd,999999999999990323,999999999999990359,999999999999990401,,,no_selection,21,no_unmarked_candidate_in_materialized_stream,False,7,5,9
1000000000000000000,M4_witness_run_odd_resclosed,999999999999990323,999999999999990359,999999999999990401,,,no_selection,21,no_unmarked_candidate_in_materialized_stream,False,7,5,9
