scale,mode,status,skip_reason,max_required_divisor_floor,pgs_certified_count,fallback_required_count,pgs_certified_rate,fallback_required_rate,pgs_certified_percent,fallback_required_percent,anchors_scanned,emitted_count,audit_confirmed,audit_failed,accuracy_status,pgs_status,pgs_count,chain_horizon_closure_count,chain_fallback_count,fallback_count,pgs_rate,chain_horizon_closure_rate,chain_fallback_rate,fallback_rate,pgs_percent,chain_horizon_closure_percent,chain_fallback_percent,fallback_percent,generator_status,pgs_by_rule,pgs_missing_certificate_count,first_failure
1000000000000,exact,completed,,999999,151,105,0.58984375,0.41015625,58.984375,41.015625,256,256,256,0,PASS,MINIMAL_PASS,151,102,0,3,0.58984375,0.3984375,0.0,0.01171875,58.984375,39.84375,0.0,1.171875,MINIMAL_PASS,{'pgs_chamber_closure_v2': 151},0,
