rule_id,pooled_window_concentration_l1,one_step_concentration,two_step_concentration,three_step_concentration,reset_signature_gain,distinct_reset_phases
no_reset,0.02305455008855567,0.2852492852492852,0.3354796709593419,0.4502403507210522,0.0,0
reset_on_even_winner,0.02249969612476793,0.2846772846772847,0.3345146690293381,0.4144792434377303,1.8562419820075347,1
reset_on_odd_winner,0.019553405844528138,0.285008285008285,0.33554467108934216,0.3970241910725732,0.7611220736173557,1
reset_on_even_semiprime,0.023965625790535683,0.2848882848882849,0.33350666701333403,0.436996310988933,2.02469802556618,1
reset_on_odd_semiprime,0.020259396436458854,0.2841792841792842,0.3356906713813428,0.4046432139296418,0.9591545581775907,1
reset_on_nontriad,0.023668817243680196,0.2836182836182836,0.3335716671433343,0.40210320630961893,1.6990871522025701,1
reset_on_higher_divisor,0.02229241420399608,0.2841542841542842,0.3340266680533361,0.4136342409027227,1.9311162622221918,1
reset_on_best_hidden_state_label,0.02305455008855567,0.2852492852492852,0.3354796709593419,0.4502403507210522,0.0,0
