power,gap_width,first_open_offset,even_count,odd_count,matched_weight,even_next_triad_share,odd_next_triad_share,even_minus_odd_next_triad_share,even_o2_share,odd_o2_share,even_o4_share,odd_o4_share,even_o6_share,odd_o6_share
14,92,2,2,6,2,0.5,0.6666666666666666,-0.16666666666666663,0.0,0.0,0.0,0.16666666666666666,0.5,0.5
14,96,6,1,4,1,1.0,0.25,0.75,1.0,0.25,0.0,0.0,0.0,0.0
14,98,6,1,1,1,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0
14,100,4,1,1,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
14,102,4,1,1,1,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
14,102,6,2,1,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
14,104,2,1,3,1,1.0,1.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.3333333333333333
14,106,4,1,3,1,0.0,0.3333333333333333,-0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
14,116,6,2,1,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
14,126,4,1,1,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
15,4,4,49,24,24,0.6530612244897959,0.625,0.028061224489795866,0.5102040816326531,0.3333333333333333,0.0,0.0,0.14285714285714285,0.2916666666666667
15,6,2,9,35,9,0.7777777777777778,0.5714285714285714,0.2063492063492064,0.3333333333333333,0.2,0.0,0.0,0.4444444444444444,0.37142857142857144
15,6,4,16,33,16,0.75,0.5454545454545454,0.20454545454545459,0.0,0.0,0.75,0.5454545454545454,0.0,0.0
15,6,6,14,25,14,0.7142857142857143,0.8,-0.08571428571428574,0.35714285714285715,0.44,0.35714285714285715,0.36,0.0,0.0
15,8,2,9,37,9,0.6666666666666666,0.7567567567567568,-0.09009009009009017,0.0,0.0,0.6666666666666666,0.7567567567567568,0.0,0.0
15,8,6,4,18,4,0.5,0.6666666666666666,-0.16666666666666663,0.0,0.0,0.0,0.0,0.5,0.6666666666666666
15,10,4,14,49,14,0.5714285714285714,0.7551020408163265,-0.18367346938775508,0.42857142857142855,0.5510204081632653,0.0,0.0,0.14285714285714285,0.20408163265306123
15,10,6,7,16,7,0.42857142857142855,0.375,0.05357142857142855,0.42857142857142855,0.375,0.0,0.0,0.0,0.0
15,12,2,8,35,8,0.625,0.7428571428571429,-0.11785714285714288,0.5,0.42857142857142855,0.0,0.0,0.125,0.3142857142857143
15,12,4,7,24,7,0.42857142857142855,0.6666666666666666,-0.23809523809523808,0.0,0.0,0.14285714285714285,0.3333333333333333,0.2857142857142857,0.3333333333333333
15,12,6,5,12,5,0.8,0.75,0.050000000000000044,0.0,0.0,0.8,0.75,0.0,0.0
15,14,2,3,39,3,0.3333333333333333,0.717948717948718,-0.38461538461538464,0.0,0.0,0.3333333333333333,0.358974358974359,0.0,0.358974358974359
15,14,6,4,20,4,0.75,0.6,0.15000000000000002,0.0,0.0,0.75,0.6,0.0,0.0
15,16,4,9,29,9,0.5555555555555556,0.7241379310344828,-0.16858237547892718,0.3333333333333333,0.3448275862068966,0.0,0.0,0.2222222222222222,0.3793103448275862
15,16,6,7,12,7,1.0,0.75,0.25,1.0,0.75,0.0,0.0,0.0,0.0
15,18,2,6,27,6,0.6666666666666666,0.7777777777777778,-0.11111111111111116,0.6666666666666666,0.7777777777777778,0.0,0.0,0.0,0.0
15,18,4,5,40,5,1.0,0.625,0.375,0.0,0.0,0.2,0.375,0.8,0.25
15,18,6,4,34,4,1.0,0.7352941176470589,0.2647058823529411,0.5,0.35294117647058826,0.5,0.38235294117647056,0.0,0.0
15,20,2,5,46,5,0.8,0.6739130434782609,0.12608695652173918,0.0,0.0,0.4,0.5652173913043478,0.4,0.10869565217391304
15,20,6,2,13,2,0.5,0.6923076923076923,-0.1923076923076923,0.0,0.0,0.5,0.6923076923076923,0.0,0.0
15,22,4,5,22,5,0.8,0.8636363636363636,-0.0636363636363636,0.8,0.8636363636363636,0.0,0.0,0.0,0.0
15,22,6,6,16,6,0.3333333333333333,0.5625,-0.22916666666666669,0.0,0.0,0.0,0.0,0.3333333333333333,0.5625
15,24,2,2,27,2,1.0,0.7037037037037037,0.2962962962962963,0.0,0.2222222222222222,0.0,0.0,1.0,0.48148148148148145
15,24,4,13,35,13,0.9230769230769231,0.6857142857142857,0.2373626373626374,0.0,0.0,0.7692307692307693,0.4,0.15384615384615385,0.2857142857142857
15,24,6,3,9,3,1.0,0.7777777777777778,0.2222222222222222,1.0,0.7777777777777778,0.0,0.0,0.0,0.0
15,26,2,4,32,4,0.75,0.6875,0.0625,0.0,0.0,0.75,0.6875,0.0,0.0
15,26,6,4,15,4,0.75,0.5333333333333333,0.21666666666666667,0.0,0.0,0.75,0.5333333333333333,0.0,0.0
15,28,4,8,25,8,0.75,0.52,0.22999999999999998,0.75,0.52,0.0,0.0,0.0,0.0
15,28,6,7,17,7,0.8571428571428571,0.7647058823529411,0.09243697478991597,0.8571428571428571,0.7647058823529411,0.0,0.0,0.0,0.0
15,30,2,7,45,7,0.5714285714285714,0.6666666666666666,-0.09523809523809523,0.5714285714285714,0.6666666666666666,0.0,0.0,0.0,0.0
15,30,4,8,33,8,0.5,0.6666666666666666,-0.16666666666666663,0.0,0.0,0.5,0.6666666666666666,0.0,0.0
15,30,6,3,25,3,0.3333333333333333,0.76,-0.4266666666666667,0.0,0.0,0.0,0.0,0.3333333333333333,0.76
15,32,2,2,34,2,0.5,0.7941176470588235,-0.2941176470588235,0.0,0.0,0.5,0.47058823529411764,0.0,0.3235294117647059
15,34,4,5,26,5,0.8,0.6153846153846154,0.18461538461538463,0.4,0.38461538461538464,0.0,0.0,0.4,0.23076923076923078
15,36,2,4,23,4,0.25,0.782608695652174,-0.532608695652174,0.25,0.391304347826087,0.0,0.0,0.0,0.391304347826087
15,36,4,2,20,2,1.0,0.8,0.19999999999999996,0.0,0.0,1.0,0.8,0.0,0.0
15,36,6,7,26,7,0.8571428571428571,0.6923076923076923,0.1648351648351648,0.14285714285714285,0.38461538461538464,0.7142857142857143,0.3076923076923077,0.0,0.0
15,38,2,2,13,2,0.5,0.6923076923076923,-0.1923076923076923,0.0,0.0,0.5,0.6923076923076923,0.0,0.0
15,38,6,2,10,2,0.5,0.9,-0.4,0.0,0.0,0.0,0.0,0.5,0.9
15,40,4,3,24,3,1.0,0.5833333333333334,0.41666666666666663,0.6666666666666666,0.5,0.0,0.0,0.3333333333333333,0.08333333333333333
15,40,6,2,9,2,1.0,0.4444444444444444,0.5555555555555556,1.0,0.4444444444444444,0.0,0.0,0.0,0.0
15,42,2,5,25,5,0.4,0.72,-0.31999999999999995,0.0,0.52,0.0,0.0,0.4,0.2
15,42,6,1,9,1,1.0,0.7777777777777778,0.2222222222222222,0.0,0.0,1.0,0.7777777777777778,0.0,0.0
15,44,2,2,19,2,0.0,0.5263157894736842,-0.5263157894736842,0.0,0.0,0.0,0.21052631578947367,0.0,0.3157894736842105
15,44,6,3,2,2,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
15,46,4,3,16,3,0.6666666666666666,0.75,-0.08333333333333337,0.3333333333333333,0.375,0.0,0.0,0.3333333333333333,0.375
15,48,2,1,7,1,1.0,0.8571428571428571,0.1428571428571429,1.0,0.8571428571428571,0.0,0.0,0.0,0.0
15,48,4,2,11,2,0.5,0.7272727272727273,-0.2272727272727273,0.0,0.0,0.0,0.36363636363636365,0.5,0.36363636363636365
15,48,6,2,9,2,0.5,0.5555555555555556,-0.05555555555555558,0.5,0.4444444444444444,0.0,0.1111111111111111,0.0,0.0
15,50,2,2,14,2,1.0,0.5,0.5,0.0,0.0,0.5,0.2857142857142857,0.5,0.21428571428571427
15,52,4,2,9,2,0.5,0.6666666666666666,-0.16666666666666663,0.5,0.6666666666666666,0.0,0.0,0.0,0.0
15,54,2,2,17,2,0.5,0.7058823529411765,-0.20588235294117652,0.0,0.35294117647058826,0.0,0.0,0.5,0.35294117647058826
15,54,4,1,21,1,0.0,0.7619047619047619,-0.7619047619047619,0.0,0.0,0.0,0.5714285714285714,0.0,0.19047619047619047
15,54,6,1,5,1,1.0,0.6,0.4,1.0,0.6,0.0,0.0,0.0,0.0
15,56,2,6,11,6,0.6666666666666666,0.36363636363636365,0.303030303030303,0.0,0.0,0.6666666666666666,0.36363636363636365,0.0,0.0
15,58,4,4,10,4,1.0,0.6,0.4,1.0,0.6,0.0,0.0,0.0,0.0
15,58,6,2,5,2,1.0,0.6,0.4,1.0,0.6,0.0,0.0,0.0,0.0
15,60,2,1,7,1,1.0,0.5714285714285714,0.4285714285714286,1.0,0.5714285714285714,0.0,0.0,0.0,0.0
15,60,6,2,5,2,1.0,0.4,0.6,0.0,0.0,0.0,0.0,1.0,0.4
15,64,4,2,11,2,1.0,0.7272727272727273,0.2727272727272727,1.0,0.5454545454545454,0.0,0.0,0.0,0.18181818181818182
15,66,4,1,4,1,1.0,0.75,0.25,0.0,0.0,1.0,0.75,0.0,0.0
15,68,2,1,4,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
15,68,6,1,4,1,1.0,0.25,0.75,0.0,0.0,0.0,0.0,1.0,0.25
15,70,6,1,2,1,1.0,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.0
15,72,6,1,4,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
15,74,2,1,2,1,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.5
15,78,2,1,8,1,0.0,0.625,-0.625,0.0,0.625,0.0,0.0,0.0,0.0
15,78,4,2,4,2,0.0,0.5,-0.5,0.0,0.0,0.0,0.25,0.0,0.25
15,78,6,1,5,1,0.0,0.8,-0.8,0.0,0.6,0.0,0.2,0.0,0.0
15,80,2,2,4,2,0.5,0.75,-0.25,0.0,0.0,0.0,0.75,0.5,0.0
15,80,6,2,1,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
15,82,4,1,4,1,0.0,0.75,-0.75,0.0,0.75,0.0,0.0,0.0,0.0
15,84,4,1,8,1,1.0,0.625,0.375,0.0,0.0,1.0,0.375,0.0,0.25
15,84,6,1,4,1,0.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0
15,86,6,1,2,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
15,90,4,2,5,2,1.0,0.8,0.19999999999999996,0.0,0.0,1.0,0.8,0.0,0.0
15,92,2,1,7,1,1.0,1.0,0.0,0.0,0.0,1.0,0.7142857142857143,0.0,0.2857142857142857
15,98,6,1,3,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
15,110,2,1,6,1,1.0,0.5,0.5,0.0,0.0,1.0,0.3333333333333333,0.0,0.16666666666666666
15,112,4,1,6,1,0.0,0.8333333333333334,-0.8333333333333334,0.0,0.8333333333333334,0.0,0.0,0.0,0.0
15,116,2,1,3,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
15,126,2,1,2,1,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.5
15,126,4,1,2,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
15,136,4,1,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
15,154,4,1,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
15,168,6,1,1,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
