power,gap_width,first_open_offset,even_count,odd_count,matched_weight,even_next_triad_share,odd_next_triad_share,even_minus_odd_next_triad_share,even_o2_share,odd_o2_share,even_o4_share,odd_o4_share,even_o6_share,odd_o6_share
12,40,4,6,24,6,0.8333333333333334,0.7916666666666666,0.04166666666666674,0.5,0.5416666666666666,0.0,0.0,0.3333333333333333,0.25
12,40,6,2,7,2,1.0,0.2857142857142857,0.7142857142857143,1.0,0.2857142857142857,0.0,0.0,0.0,0.0
12,42,2,2,22,2,0.5,0.6818181818181818,-0.18181818181818177,0.5,0.2727272727272727,0.0,0.0,0.0,0.4090909090909091
12,42,4,5,13,5,0.8,0.46153846153846156,0.3384615384615385,0.0,0.0,0.4,0.23076923076923078,0.4,0.23076923076923078
12,42,6,2,3,2,0.5,0.6666666666666666,-0.16666666666666663,0.0,0.0,0.5,0.6666666666666666,0.0,0.0
12,44,6,1,10,1,0.0,0.7,-0.7,0.0,0.0,0.0,0.7,0.0,0.0
12,46,4,4,8,4,0.75,0.625,0.125,0.25,0.125,0.0,0.0,0.5,0.5
12,46,6,2,5,2,1.0,0.8,0.19999999999999996,1.0,0.8,0.0,0.0,0.0,0.0
12,48,4,2,16,2,0.5,0.8125,-0.3125,0.0,0.0,0.0,0.3125,0.5,0.5
12,48,6,1,12,1,1.0,0.5,0.5,0.0,0.3333333333333333,1.0,0.16666666666666666,0.0,0.0
12,52,4,4,12,4,1.0,0.75,0.25,1.0,0.75,0.0,0.0,0.0,0.0
12,52,6,2,4,2,0.5,1.0,-0.5,0.0,0.0,0.0,0.0,0.5,1.0
12,54,2,1,12,1,1.0,0.4166666666666667,0.5833333333333333,0.0,0.25,0.0,0.0,1.0,0.16666666666666666
12,54,6,2,2,2,0.5,1.0,-0.5,0.5,1.0,0.0,0.0,0.0,0.0
12,56,6,3,4,3,0.3333333333333333,0.5,-0.16666666666666669,0.0,0.0,0.3333333333333333,0.5,0.0,0.0
12,58,6,3,7,3,0.6666666666666666,0.5714285714285714,0.09523809523809523,0.6666666666666666,0.5714285714285714,0.0,0.0,0.0,0.0
12,60,4,1,4,1,1.0,0.75,0.25,0.0,0.0,1.0,0.75,0.0,0.0
12,60,6,3,7,3,0.6666666666666666,0.42857142857142855,0.23809523809523808,0.0,0.0,0.0,0.0,0.6666666666666666,0.42857142857142855
12,64,4,2,6,2,1.0,0.6666666666666666,0.33333333333333337,0.5,0.5,0.0,0.0,0.5,0.16666666666666666
12,66,6,1,10,1,0.0,0.6,-0.6,0.0,0.4,0.0,0.2,0.0,0.0
12,68,2,1,8,1,1.0,0.5,0.5,0.0,0.0,1.0,0.5,0.0,0.0
12,70,4,2,4,2,1.0,1.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5
12,78,6,1,1,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
12,80,2,1,4,1,1.0,0.75,0.25,0.0,0.0,0.0,0.0,1.0,0.75
12,80,6,1,4,1,0.0,0.25,-0.25,0.0,0.0,0.0,0.25,0.0,0.0
12,82,4,1,3,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
12,84,4,1,3,1,0.0,1.0,-1.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333
12,88,4,1,2,1,0.0,0.5,-0.5,0.0,0.5,0.0,0.0,0.0,0.0
12,98,2,1,3,1,1.0,0.6666666666666666,0.33333333333333337,0.0,0.0,1.0,0.6666666666666666,0.0,0.0
12,102,4,1,2,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
12,104,2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,114,6,1,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
12,120,4,1,3,1,0.0,0.6666666666666666,-0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,0.0
13,4,4,65,35,35,0.7230769230769231,0.6285714285714286,0.0945054945054945,0.5384615384615384,0.34285714285714286,0.0,0.0,0.18461538461538463,0.2857142857142857
13,6,2,5,45,5,0.8,0.6,0.20000000000000007,0.8,0.13333333333333333,0.0,0.0,0.0,0.4666666666666667
13,6,4,19,44,19,0.5789473684210527,0.6818181818181818,-0.10287081339712911,0.0,0.0,0.5789473684210527,0.6818181818181818,0.0,0.0
13,6,6,25,20,20,0.64,0.7,-0.05999999999999994,0.28,0.15,0.36,0.55,0.0,0.0
13,8,2,14,48,14,0.9285714285714286,0.6041666666666666,0.324404761904762,0.0,0.0,0.9285714285714286,0.6041666666666666,0.0,0.0
13,8,6,7,18,7,0.8571428571428571,0.7777777777777778,0.0793650793650793,0.0,0.0,0.0,0.0,0.8571428571428571,0.7777777777777778
13,10,4,20,55,20,0.8,0.5818181818181818,0.21818181818181825,0.5,0.36363636363636365,0.0,0.0,0.3,0.21818181818181817
13,10,6,10,10,10,0.8,0.5,0.30000000000000004,0.8,0.5,0.0,0.0,0.0,0.0
13,12,2,12,61,12,0.6666666666666666,0.5737704918032787,0.09289617486338797,0.4166666666666667,0.4426229508196721,0.0,0.0,0.25,0.13114754098360656
13,12,4,6,33,6,0.6666666666666666,0.696969696969697,-0.030303030303030387,0.0,0.0,0.16666666666666666,0.3333333333333333,0.5,0.36363636363636365
13,12,6,7,14,7,0.8571428571428571,0.6428571428571429,0.2142857142857142,0.0,0.0,0.8571428571428571,0.6428571428571429,0.0,0.0
13,14,2,3,41,3,0.3333333333333333,0.6341463414634146,-0.3008130081300813,0.0,0.0,0.0,0.21951219512195122,0.3333333333333333,0.4146341463414634
13,14,6,7,22,7,0.7142857142857143,0.5909090909090909,0.12337662337662336,0.0,0.0,0.7142857142857143,0.5909090909090909,0.0,0.0
13,16,4,5,33,5,0.4,0.6363636363636364,-0.23636363636363633,0.2,0.42424242424242425,0.0,0.0,0.2,0.21212121212121213
13,16,6,5,14,5,1.0,0.7142857142857143,0.2857142857142857,1.0,0.7142857142857143,0.0,0.0,0.0,0.0
13,18,2,9,42,9,0.4444444444444444,0.7142857142857143,-0.2698412698412699,0.4444444444444444,0.7142857142857143,0.0,0.0,0.0,0.0
13,18,4,5,31,5,0.6,0.6129032258064516,-0.012903225806451646,0.0,0.0,0.4,0.3225806451612903,0.2,0.2903225806451613
13,18,6,7,33,7,0.8571428571428571,0.7272727272727273,0.1298701298701298,0.42857142857142855,0.45454545454545453,0.42857142857142855,0.2727272727272727,0.0,0.0
13,20,2,8,50,8,0.375,0.66,-0.28500000000000003,0.0,0.0,0.25,0.42,0.125,0.24
13,20,6,3,21,3,0.6666666666666666,0.5714285714285714,0.09523809523809523,0.0,0.0,0.6666666666666666,0.5714285714285714,0.0,0.0
13,22,4,8,27,8,0.75,0.6666666666666666,0.08333333333333337,0.75,0.6666666666666666,0.0,0.0,0.0,0.0
13,22,6,4,20,4,0.5,0.65,-0.15000000000000002,0.0,0.0,0.0,0.0,0.5,0.65
13,24,2,1,25,1,1.0,0.84,0.16000000000000003,1.0,0.48,0.0,0.0,0.0,0.36
13,24,4,8,35,8,0.375,0.6285714285714286,-0.25357142857142856,0.0,0.0,0.375,0.4857142857142857,0.0,0.14285714285714285
13,24,6,4,17,4,0.75,0.7647058823529411,-0.014705882352941124,0.75,0.7647058823529411,0.0,0.0,0.0,0.0
13,26,2,2,30,2,1.0,0.5333333333333333,0.4666666666666667,0.0,0.0,1.0,0.5333333333333333,0.0,0.0
13,26,6,1,13,1,1.0,0.6153846153846154,0.3846153846153846,0.0,0.0,1.0,0.6153846153846154,0.0,0.0
13,28,4,4,26,4,0.75,0.7692307692307693,-0.019230769230769273,0.75,0.7692307692307693,0.0,0.0,0.0,0.0
13,28,6,2,17,2,0.5,0.7647058823529411,-0.2647058823529411,0.5,0.7647058823529411,0.0,0.0,0.0,0.0
13,30,2,4,34,4,0.5,0.7647058823529411,-0.2647058823529411,0.5,0.7647058823529411,0.0,0.0,0.0,0.0
13,30,4,8,30,8,0.75,0.7666666666666667,-0.01666666666666672,0.0,0.0,0.75,0.7666666666666667,0.0,0.0
13,30,6,7,25,7,0.7142857142857143,0.64,0.07428571428571429,0.0,0.0,0.0,0.0,0.7142857142857143,0.64
13,32,2,4,32,4,0.75,0.5,0.25,0.0,0.0,0.5,0.3125,0.25,0.1875
13,34,4,4,34,4,1.0,0.47058823529411764,0.5294117647058824,0.75,0.4117647058823529,0.0,0.0,0.25,0.058823529411764705
13,36,2,1,10,1,1.0,0.7,0.30000000000000004,1.0,0.3,0.0,0.0,0.0,0.4
13,36,4,1,18,1,1.0,0.7222222222222222,0.2777777777777778,0.0,0.0,1.0,0.7222222222222222,0.0,0.0
13,36,6,7,19,7,0.7142857142857143,0.47368421052631576,0.24060150375939854,0.42857142857142855,0.3157894736842105,0.2857142857142857,0.15789473684210525,0.0,0.0
13,38,2,6,16,6,0.8333333333333334,0.6875,0.14583333333333337,0.0,0.0,0.8333333333333334,0.6875,0.0,0.0
13,38,6,1,5,1,1.0,0.8,0.19999999999999996,0.0,0.0,0.0,0.0,1.0,0.8
13,40,4,2,27,2,0.5,0.7777777777777778,-0.2777777777777778,0.5,0.48148148148148145,0.0,0.0,0.0,0.2962962962962963
13,40,6,3,8,3,0.6666666666666666,0.75,-0.08333333333333337,0.6666666666666666,0.75,0.0,0.0,0.0,0.0
13,42,2,1,23,1,0.0,0.5652173913043478,-0.5652173913043478,0.0,0.43478260869565216,0.0,0.0,0.0,0.13043478260869565
13,42,4,2,9,2,0.0,0.5555555555555556,-0.5555555555555556,0.0,0.0,0.0,0.2222222222222222,0.0,0.3333333333333333
13,42,6,1,9,1,1.0,0.6666666666666666,0.33333333333333337,0.0,0.0,1.0,0.6666666666666666,0.0,0.0
13,44,2,1,13,1,1.0,0.46153846153846156,0.5384615384615384,0.0,0.0,1.0,0.23076923076923078,0.0,0.23076923076923078
13,44,6,2,10,2,1.0,0.4,0.6,0.0,0.0,1.0,0.4,0.0,0.0
13,46,4,1,14,1,1.0,0.6428571428571429,0.3571428571428571,1.0,0.35714285714285715,0.0,0.0,0.0,0.2857142857142857
13,48,2,1,14,1,1.0,0.6428571428571429,0.3571428571428571,1.0,0.6428571428571429,0.0,0.0,0.0,0.0
13,48,4,5,12,5,0.4,0.6666666666666666,-0.2666666666666666,0.0,0.0,0.2,0.25,0.2,0.4166666666666667
13,48,6,3,16,3,1.0,0.5625,0.4375,0.6666666666666666,0.4375,0.3333333333333333,0.125,0.0,0.0
13,50,2,1,8,1,1.0,0.875,0.125,0.0,0.0,1.0,0.875,0.0,0.0
13,52,4,2,10,2,1.0,0.7,0.30000000000000004,1.0,0.7,0.0,0.0,0.0,0.0
13,54,2,2,4,2,1.0,1.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5
13,54,4,2,9,2,0.5,0.6666666666666666,-0.16666666666666663,0.0,0.0,0.5,0.4444444444444444,0.0,0.2222222222222222
13,54,6,1,3,1,0.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0
13,56,2,2,7,2,0.0,0.8571428571428571,-0.8571428571428571,0.0,0.0,0.0,0.8571428571428571,0.0,0.0
13,56,6,1,3,1,0.0,0.3333333333333333,-0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0
13,58,4,3,4,3,0.6666666666666666,0.75,-0.08333333333333337,0.6666666666666666,0.75,0.0,0.0,0.0,0.0
13,60,2,2,12,2,1.0,0.6666666666666666,0.33333333333333337,1.0,0.6666666666666666,0.0,0.0,0.0,0.0
13,60,4,2,7,2,0.5,0.8571428571428571,-0.3571428571428571,0.0,0.0,0.5,0.8571428571428571,0.0,0.0
13,60,6,3,8,3,1.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.5
13,62,2,1,10,1,1.0,0.8,0.19999999999999996,0.0,0.0,0.0,0.7,1.0,0.1
13,64,4,2,11,2,0.5,0.8181818181818182,-0.31818181818181823,0.0,0.7272727272727273,0.0,0.0,0.5,0.09090909090909091
13,66,4,3,7,3,0.6666666666666666,0.5714285714285714,0.09523809523809523,0.0,0.0,0.6666666666666666,0.5714285714285714,0.0,0.0
13,66,6,2,2,2,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
13,68,2,5,5,5,0.2,0.8,-0.6000000000000001,0.0,0.0,0.2,0.8,0.0,0.0
13,68,6,2,2,2,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5
13,70,4,4,14,4,0.75,0.5,0.25,0.25,0.35714285714285715,0.0,0.0,0.5,0.14285714285714285
13,72,2,1,6,1,0.0,0.6666666666666666,-0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
13,72,4,2,10,2,1.0,0.9,0.09999999999999998,0.0,0.0,0.5,0.4,0.5,0.5
13,76,4,1,5,1,1.0,0.6,0.4,1.0,0.2,0.0,0.0,0.0,0.4
13,82,4,2,2,2,1.0,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.0
13,84,2,1,6,1,1.0,0.6666666666666666,0.33333333333333337,0.0,0.0,0.0,0.0,1.0,0.6666666666666666
13,84,4,1,5,1,1.0,0.4,0.6,0.0,0.0,0.0,0.0,1.0,0.4
13,90,6,1,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
13,96,6,1,2,1,1.0,1.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0
13,98,2,1,1,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
13,114,2,1,1,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
13,122,2,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,4,4,47,34,34,0.7021276595744681,0.8529411764705882,-0.1508135168961201,0.48936170212765956,0.5588235294117647,0.0,0.0,0.2127659574468085,0.29411764705882354
14,6,2,9,35,9,0.5555555555555556,0.8571428571428571,-0.3015873015873015,0.2222222222222222,0.4,0.0,0.0,0.3333333333333333,0.45714285714285713
14,6,4,24,27,24,0.75,0.5185185185185185,0.2314814814814815,0.0,0.0,0.75,0.5185185185185185,0.0,0.0
14,6,6,19,32,19,0.8947368421052632,0.625,0.26973684210526316,0.3684210526315789,0.375,0.5263157894736842,0.25,0.0,0.0
14,8,2,14,30,14,0.7142857142857143,0.7333333333333333,-0.01904761904761898,0.0,0.0,0.7142857142857143,0.7333333333333333,0.0,0.0
14,8,6,7,21,7,0.7142857142857143,0.7619047619047619,-0.04761904761904756,0.0,0.0,0.0,0.0,0.7142857142857143,0.7619047619047619
14,10,4,21,42,21,1.0,0.8095238095238095,0.19047619047619047,0.7142857142857143,0.6904761904761905,0.0,0.0,0.2857142857142857,0.11904761904761904
14,10,6,5,15,5,0.8,0.5333333333333333,0.2666666666666667,0.8,0.5333333333333333,0.0,0.0,0.0,0.0
14,12,2,7,55,7,0.8571428571428571,0.6909090909090909,0.16623376623376618,0.7142857142857143,0.509090909090909,0.0,0.0,0.14285714285714285,0.18181818181818182
14,12,4,9,40,9,0.6666666666666666,0.75,-0.08333333333333337,0.0,0.0,0.1111111111111111,0.35,0.5555555555555556,0.4
14,12,6,10,18,10,0.8,0.5,0.30000000000000004,0.0,0.0,0.8,0.5,0.0,0.0
14,14,2,1,37,1,1.0,0.7297297297297297,0.2702702702702703,0.0,0.0,1.0,0.3783783783783784,0.0,0.35135135135135137
14,14,6,6,22,6,0.5,0.7272727272727273,-0.2272727272727273,0.0,0.0,0.5,0.7272727272727273,0.0,0.0
14,16,4,6,33,6,0.8333333333333334,0.6666666666666666,0.16666666666666674,0.3333333333333333,0.42424242424242425,0.0,0.0,0.5,0.24242424242424243
14,16,6,1,15,1,1.0,0.7333333333333333,0.2666666666666667,1.0,0.7333333333333333,0.0,0.0,0.0,0.0
14,18,2,2,28,2,0.5,0.6785714285714286,-0.1785714285714286,0.5,0.6785714285714286,0.0,0.0,0.0,0.0
14,18,4,6,38,6,0.8333333333333334,0.6842105263157895,0.14912280701754388,0.0,0.0,0.3333333333333333,0.34210526315789475,0.5,0.34210526315789475
14,18,6,3,29,3,0.6666666666666666,0.6551724137931034,0.011494252873563204,0.6666666666666666,0.27586206896551724,0.0,0.3793103448275862,0.0,0.0
14,22,4,4,32,4,0.5,0.75,-0.25,0.5,0.75,0.0,0.0,0.0,0.0
14,22,6,6,20,6,0.8333333333333334,0.7,0.13333333333333341,0.0,0.0,0.0,0.0,0.8333333333333334,0.7
14,24,2,3,28,3,0.3333333333333333,0.7857142857142857,-0.4523809523809524,0.3333333333333333,0.4642857142857143,0.0,0.0,0.0,0.32142857142857145
14,24,4,8,33,8,0.75,0.7575757575757576,-0.007575757575757569,0.0,0.0,0.75,0.45454545454545453,0.0,0.30303030303030304
14,24,6,2,8,2,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0
14,26,2,2,29,2,0.5,0.7241379310344828,-0.22413793103448276,0.0,0.0,0.5,0.7241379310344828,0.0,0.0
14,26,6,1,16,1,1.0,0.6875,0.3125,0.0,0.0,1.0,0.6875,0.0,0.0
14,28,4,5,34,5,0.6,0.7647058823529411,-0.16470588235294115,0.6,0.7647058823529411,0.0,0.0,0.0,0.0
14,28,6,4,12,4,0.75,0.6666666666666666,0.08333333333333337,0.75,0.6666666666666666,0.0,0.0,0.0,0.0
14,30,2,3,25,3,0.3333333333333333,0.72,-0.38666666666666666,0.3333333333333333,0.72,0.0,0.0,0.0,0.0
14,30,4,5,30,5,0.8,0.6333333333333333,0.16666666666666674,0.0,0.0,0.8,0.6333333333333333,0.0,0.0
14,30,6,4,18,4,0.5,0.5555555555555556,-0.05555555555555558,0.0,0.0,0.0,0.0,0.5,0.5555555555555556
14,32,2,2,42,2,0.5,0.5952380952380952,-0.09523809523809523,0.0,0.0,0.0,0.47619047619047616,0.5,0.11904761904761904
14,34,4,3,28,3,0.6666666666666666,0.5,0.16666666666666663,0.3333333333333333,0.35714285714285715,0.0,0.0,0.3333333333333333,0.14285714285714285
14,36,2,1,23,1,1.0,0.7391304347826086,0.26086956521739135,1.0,0.43478260869565216,0.0,0.0,0.0,0.30434782608695654
14,36,4,4,20,4,0.75,0.75,0.0,0.0,0.0,0.75,0.75,0.0,0.0
14,36,6,2,17,2,1.0,0.6470588235294118,0.3529411764705882,0.5,0.29411764705882354,0.5,0.35294117647058826,0.0,0.0
14,38,2,2,19,2,1.0,0.5789473684210527,0.42105263157894735,0.0,0.0,1.0,0.5789473684210527,0.0,0.0
14,38,6,2,6,2,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5
14,40,4,9,33,9,0.6666666666666666,0.7272727272727273,-0.06060606060606066,0.5555555555555556,0.42424242424242425,0.0,0.0,0.1111111111111111,0.30303030303030304
14,40,6,3,7,3,0.6666666666666666,0.8571428571428571,-0.19047619047619047,0.6666666666666666,0.8571428571428571,0.0,0.0,0.0,0.0
14,42,2,3,36,3,0.6666666666666666,0.7777777777777778,-0.11111111111111116,0.6666666666666666,0.5277777777777778,0.0,0.0,0.0,0.25
14,42,4,6,13,6,0.8333333333333334,0.6923076923076923,0.14102564102564108,0.0,0.0,0.16666666666666666,0.38461538461538464,0.6666666666666666,0.3076923076923077
14,42,6,1,11,1,1.0,0.6363636363636364,0.36363636363636365,0.0,0.0,1.0,0.6363636363636364,0.0,0.0
14,44,2,2,17,2,0.5,0.6470588235294118,-0.1470588235294118,0.0,0.0,0.5,0.4117647058823529,0.0,0.23529411764705882
14,44,6,2,9,2,1.0,0.5555555555555556,0.4444444444444444,0.0,0.0,1.0,0.5555555555555556,0.0,0.0
14,46,6,3,7,3,1.0,0.7142857142857143,0.2857142857142857,1.0,0.7142857142857143,0.0,0.0,0.0,0.0
14,48,4,3,13,3,1.0,0.6923076923076923,0.3076923076923077,0.0,0.0,1.0,0.15384615384615385,0.0,0.5384615384615384
14,48,6,1,15,1,0.0,0.6,-0.6,0.0,0.4666666666666667,0.0,0.13333333333333333,0.0,0.0
14,50,2,2,12,2,1.0,0.5,0.5,0.0,0.0,1.0,0.3333333333333333,0.0,0.16666666666666666
14,52,4,4,14,4,0.75,0.5,0.25,0.75,0.5,0.0,0.0,0.0,0.0
14,52,6,3,3,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
14,54,2,1,5,1,1.0,1.0,0.0,0.0,0.2,0.0,0.0,1.0,0.8
14,54,4,2,8,2,0.5,1.0,-0.5,0.0,0.0,0.5,0.75,0.0,0.25
14,56,2,2,12,2,1.0,0.6666666666666666,0.33333333333333337,0.0,0.0,1.0,0.6666666666666666,0.0,0.0
14,56,6,1,7,1,1.0,0.42857142857142855,0.5714285714285714,0.0,0.0,1.0,0.42857142857142855,0.0,0.0
14,58,4,1,7,1,1.0,0.7142857142857143,0.2857142857142857,1.0,0.7142857142857143,0.0,0.0,0.0,0.0
14,60,2,2,15,2,0.5,0.6,-0.09999999999999998,0.5,0.6,0.0,0.0,0.0,0.0
14,60,4,4,17,4,0.75,0.5882352941176471,0.16176470588235292,0.0,0.0,0.75,0.5882352941176471,0.0,0.0
14,60,6,1,8,1,1.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.5
14,62,2,2,10,2,1.0,0.6,0.4,0.0,0.0,0.5,0.3,0.5,0.3
14,64,4,3,16,3,0.6666666666666666,0.6875,-0.02083333333333337,0.3333333333333333,0.5,0.0,0.0,0.3333333333333333,0.1875
14,66,2,1,6,1,1.0,1.0,0.0,0.0,0.16666666666666666,0.0,0.0,1.0,0.8333333333333334
14,66,6,2,6,2,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0
14,68,2,1,8,1,1.0,0.625,0.375,0.0,0.0,1.0,0.625,0.0,0.0
14,72,2,1,10,1,0.0,0.6,-0.6,0.0,0.2,0.0,0.0,0.0,0.4
14,74,6,2,3,2,0.5,0.6666666666666666,-0.16666666666666663,0.0,0.0,0.5,0.6666666666666666,0.0,0.0
14,78,4,1,5,1,0.0,0.6,-0.6,0.0,0.0,0.0,0.0,0.0,0.6
14,78,6,2,8,2,1.0,0.5,0.5,0.0,0.25,1.0,0.25,0.0,0.0
14,84,2,1,5,1,1.0,0.8,0.19999999999999996,1.0,0.2,0.0,0.0,0.0,0.6
14,84,4,3,4,3,0.0,0.75,-0.75,0.0,0.0,0.0,0.5,0.0,0.25
14,86,2,1,4,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
14,90,4,1,6,1,0.0,0.8333333333333334,-0.8333333333333334,0.0,0.0,0.0,0.8333333333333334,0.0,0.0
