scale,anchor_p,seed,q_for_audit_only,candidate,is_q_for_audit_only,distance_from_seed,visible_open_index,visible_closed_before,distance_on_lambert_ladder,closed_prefix_on_lambert_ladder
1000000000000000,999999999994063,999999999994067,999999999994103,999999999994091,False,24,2,22,False,True
1000000000000000,999999999994063,999999999994067,999999999994103,999999999994103,True,36,3,33,False,False
1000000000000000,999999999993977,999999999993983,999999999994043,999999999994027,False,44,1,43,False,False
1000000000000000,999999999993977,999999999993983,999999999994043,999999999994031,False,48,2,46,False,True
1000000000000000,999999999993977,999999999993983,999999999994043,999999999994043,True,60,3,57,False,False
1000000000000000,999999999993937,999999999993961,999999999993971,999999999993971,True,10,1,9,True,False
1000000000000000,999999999993791,999999999993809,999999999993881,999999999993881,True,72,1,71,False,False
1000000000000000,999999999993727,999999999993733,999999999993791,999999999993791,True,58,1,57,True,False
1000000000000000,999999999993653,999999999993677,999999999993689,999999999993689,True,12,1,11,False,False
1000000000000000,999999999993629,999999999993637,999999999993649,999999999993649,True,12,1,11,False,False
1000000000000000,999999999993583,999999999993607,999999999993629,999999999993629,True,22,1,21,True,False
1000000000000000,999999999993557,999999999993563,999999999993569,999999999993569,True,6,1,5,True,False
1000000000000000,999999999993497,999999999993539,999999999993557,999999999993557,True,18,1,17,True,False
1000000000000000,999999999993473,999999999993479,999999999993497,999999999993493,False,14,1,13,True,False
1000000000000000,999999999993473,999999999993479,999999999993497,999999999993497,True,18,2,16,True,False
1000000000000000,999999999993389,999999999993433,999999999993473,999999999993469,False,36,1,35,False,False
1000000000000000,999999999993389,999999999993433,999999999993473,999999999993473,True,40,2,38,False,True
1000000000000000,999999999993331,999999999993349,999999999993377,999999999993377,True,28,1,27,False,False
1000000000000000,999999999993227,999999999993229,999999999993331,999999999993251,False,22,1,21,True,False
1000000000000000,999999999993227,999999999993229,999999999993331,999999999993257,False,28,2,26,False,True
1000000000000000,999999999993227,999999999993229,999999999993331,999999999993263,False,34,3,31,True,False
1000000000000000,999999999993227,999999999993229,999999999993331,999999999993277,False,48,4,44,False,False
1000000000000000,999999999993227,999999999993229,999999999993331,999999999993299,False,70,5,65,True,False
1000000000000000,999999999993227,999999999993229,999999999993331,999999999993329,False,100,6,94,False,True
1000000000000000,999999999993227,999999999993229,999999999993331,999999999993331,True,102,7,95,True,False
1000000000000000,999999999993217,999999999993221,999999999993227,999999999993223,False,2,1,1,True,False
1000000000000000,999999999993217,999999999993221,999999999993227,999999999993227,True,6,2,4,True,False
1000000000000000,999999999993131,999999999993139,999999999993143,999999999993143,True,4,1,3,False,False
1000000000000000,999999999993109,999999999993121,999999999993131,999999999993131,True,10,1,9,True,False
1000000000000000,999999999993097,999999999993101,999999999993109,999999999993107,False,6,1,5,True,False
1000000000000000,999999999993097,999999999993101,999999999993109,999999999993109,True,8,2,6,False,True
1000000000000000,999999999993089,999999999993091,999999999993097,999999999993097,True,6,1,5,True,False
1000000000000000,999999999993067,999999999993073,999999999993089,999999999993089,True,16,1,15,False,False
1000000000000000,999999999992999,999999999993011,999999999993067,999999999993017,False,6,1,5,True,False
1000000000000000,999999999992999,999999999993011,999999999993067,999999999993031,False,20,2,18,False,True
1000000000000000,999999999992999,999999999993011,999999999993067,999999999993047,False,36,3,33,False,False
1000000000000000,999999999992999,999999999993011,999999999993067,999999999993067,True,56,4,52,False,False
1000000000000000,999999999992921,999999999992951,999999999992999,999999999992999,True,48,1,47,False,False
1000000000000000,999999999992659,999999999992663,999999999992687,999999999992687,True,24,1,23,False,False
1000000000000000,999999999992401,999999999992407,999999999992429,999999999992429,True,22,1,21,True,False
1000000000000000,999999999992339,999999999992351,999999999992353,999999999992353,True,2,1,1,True,False
1000000000000000,999999999992281,999999999992327,999999999992339,999999999992333,False,6,1,5,True,False
1000000000000000,999999999992281,999999999992327,999999999992339,999999999992339,True,12,2,10,False,True
1000000000000000,999999999992143,999999999992177,999999999992197,999999999992197,True,20,1,19,False,False
1000000000000000,999999999992057,999999999992113,999999999992143,999999999992143,True,30,1,29,True,False
1000000000000000,999999999991973,999999999992023,999999999992041,999999999992027,False,4,1,3,False,False
1000000000000000,999999999991973,999999999992023,999999999992041,999999999992041,True,18,2,16,True,False
1000000000000000,999999999991871,999999999991873,999999999991961,999999999991907,False,34,1,33,True,False
1000000000000000,999999999991871,999999999991873,999999999991961,999999999991961,True,88,2,86,False,True
1000000000000000,999999999991823,999999999991831,999999999991847,999999999991843,False,12,1,11,False,False
1000000000000000,999999999991823,999999999991831,999999999991847,999999999991847,True,16,2,14,False,True
1000000000000000,999999999991793,999999999991813,999999999991823,999999999991823,True,10,1,9,True,False
1000000000000000,999999999991697,999999999991703,999999999991721,999999999991721,True,18,1,17,True,False
1000000000000000,999999999991621,999999999991673,999999999991679,999999999991679,True,6,1,5,True,False
1000000000000000,999999999991523,999999999991549,999999999991621,999999999991591,False,42,1,41,True,False
1000000000000000,999999999991523,999999999991549,999999999991621,999999999991621,True,72,2,70,False,True
1000000000000000,999999999991451,999999999991459,999999999991483,999999999991469,False,10,1,9,True,False
1000000000000000,999999999991451,999999999991459,999999999991483,999999999991483,True,24,2,22,False,True
1000000000000000,999999999991411,999999999991429,999999999991441,999999999991441,True,12,1,11,False,False
1000000000000000,999999999991189,999999999991217,999999999991243,999999999991219,False,2,1,1,True,False
1000000000000000,999999999991189,999999999991217,999999999991243,999999999991231,False,14,2,12,True,False
1000000000000000,999999999991189,999999999991217,999999999991243,999999999991241,False,24,3,21,False,False
1000000000000000,999999999991189,999999999991217,999999999991243,999999999991243,True,26,4,22,True,True
1000000000000000,999999999991127,999999999991151,999999999991189,999999999991189,True,38,1,37,True,False
1000000000000000,999999999991099,999999999991103,999999999991127,999999999991121,False,18,1,17,True,False
1000000000000000,999999999991099,999999999991103,999999999991127,999999999991123,False,20,2,18,False,True
1000000000000000,999999999991099,999999999991103,999999999991127,999999999991127,True,24,3,21,False,False
1000000000000000,999999999991067,999999999991079,999999999991099,999999999991087,False,8,1,7,False,False
1000000000000000,999999999991067,999999999991079,999999999991099,999999999991099,True,20,2,18,False,True
1000000000000000,999999999991019,999999999991033,999999999991051,999999999991051,True,18,1,17,True,False
1000000000000000,999999999990977,999999999990989,999999999991019,999999999991019,True,30,1,29,True,False
1000000000000000,999999999990913,999999999990917,999999999990977,999999999990919,False,2,1,1,True,False
1000000000000000,999999999990913,999999999990917,999999999990977,999999999990923,False,6,2,4,True,False
1000000000000000,999999999990913,999999999990917,999999999990977,999999999990941,False,24,3,21,False,False
1000000000000000,999999999990913,999999999990917,999999999990977,999999999990977,True,60,4,56,False,False
1000000000000000,999999999990883,999999999990899,999999999990913,999999999990907,False,8,1,7,False,False
1000000000000000,999999999990883,999999999990899,999999999990913,999999999990913,True,14,2,12,True,False
1000000000000000,999999999990869,999999999990877,999999999990883,999999999990883,True,6,1,5,True,False
1000000000000000,999999999990829,999999999990833,999999999990851,999999999990851,True,18,1,17,True,False
1000000000000000,999999999990799,999999999990821,999999999990829,999999999990829,True,8,1,7,False,False
1000000000000000,999999999990721,999999999990727,999999999990767,999999999990743,False,16,1,15,False,False
1000000000000000,999999999990721,999999999990727,999999999990767,999999999990751,False,24,2,22,False,True
1000000000000000,999999999990721,999999999990727,999999999990767,999999999990767,True,40,3,37,False,False
1000000000000000,999999999990697,999999999990709,999999999990721,999999999990721,True,12,1,11,False,False
1000000000000000,999999999990671,999999999990679,999999999990697,999999999990697,True,18,1,17,True,False
1000000000000000,999999999990577,999999999990599,999999999990659,999999999990619,False,20,1,19,False,False
1000000000000000,999999999990577,999999999990599,999999999990659,999999999990623,False,24,2,22,False,True
1000000000000000,999999999990577,999999999990599,999999999990659,999999999990647,False,48,3,45,False,False
1000000000000000,999999999990577,999999999990599,999999999990659,999999999990659,True,60,4,56,False,False
1000000000000000,999999999990493,999999999990503,999999999990577,999999999990521,False,18,1,17,True,False
1000000000000000,999999999990493,999999999990503,999999999990577,999999999990533,False,30,2,28,True,False
1000000000000000,999999999990493,999999999990503,999999999990577,999999999990559,False,56,3,53,False,False
1000000000000000,999999999990493,999999999990503,999999999990577,999999999990577,True,74,4,70,True,True
1000000000000000,999999999990461,999999999990463,999999999990493,999999999990493,True,30,1,29,True,False
1000000000000000,999999999990443,999999999990457,999999999990461,999999999990461,True,4,1,3,False,False
1000000000000000000,999999999999999967,999999999999999983,999999999999999989,999999999999999989,True,6,1,5,True,False
1000000000000000000,999999999999999877,999999999999999881,999999999999999967,999999999999999967,True,86,1,85,True,False
1000000000000000000,999999999999999829,999999999999999833,999999999999999863,999999999999999857,False,24,1,23,False,False
1000000000000000000,999999999999999829,999999999999999833,999999999999999863,999999999999999863,True,30,2,28,True,False
1000000000000000000,999999999999999749,999999999999999767,999999999999999829,999999999999999773,False,6,1,5,True,False
1000000000000000000,999999999999999749,999999999999999767,999999999999999829,999999999999999787,False,20,2,18,False,True
1000000000000000000,999999999999999749,999999999999999767,999999999999999829,999999999999999811,False,44,3,41,False,False
1000000000000000000,999999999999999749,999999999999999767,999999999999999829,999999999999999829,True,62,4,58,True,True
1000000000000000000,999999999999999709,999999999999999727,999999999999999737,999999999999999737,True,10,1,9,True,False
1000000000000000000,999999999999999637,999999999999999641,999999999999999709,999999999999999643,False,2,1,1,True,False
1000000000000000000,999999999999999637,999999999999999641,999999999999999709,999999999999999659,False,18,2,16,True,False
1000000000000000000,999999999999999637,999999999999999641,999999999999999709,999999999999999667,False,26,3,23,True,False
1000000000000000000,999999999999999637,999999999999999641,999999999999999709,999999999999999671,False,30,4,26,True,True
1000000000000000000,999999999999999637,999999999999999641,999999999999999709,999999999999999673,False,32,5,27,False,False
1000000000000000000,999999999999999637,999999999999999641,999999999999999709,999999999999999709,True,68,6,62,False,True
1000000000000000000,999999999999999613,999999999999999617,999999999999999631,999999999999999631,True,14,1,13,True,False
1000000000000000000,999999999999999569,999999999999999599,999999999999999601,999999999999999601,True,2,1,1,True,False
1000000000000000000,999999999999999539,999999999999999541,999999999999999569,999999999999999547,False,6,1,5,True,False
1000000000000000000,999999999999999539,999999999999999541,999999999999999569,999999999999999553,False,12,2,10,False,True
1000000000000000000,999999999999999539,999999999999999541,999999999999999569,999999999999999563,False,22,3,19,True,False
1000000000000000000,999999999999999539,999999999999999541,999999999999999569,999999999999999569,True,28,4,24,False,False
1000000000000000000,999999999999999487,999999999999999491,999999999999999503,999999999999999503,True,12,1,11,False,False
1000000000000000000,999999999999999419,999999999999999431,999999999999999443,999999999999999443,True,12,1,11,False,False
1000000000000000000,999999999999999359,999999999999999367,999999999999999371,999999999999999371,True,4,1,3,False,False
1000000000000000000,999999999999999331,999999999999999343,999999999999999359,999999999999999359,True,16,1,15,False,False
1000000000000000000,999999999999999161,999999999999999181,999999999999999283,999999999999999197,False,16,1,15,False,False
1000000000000000000,999999999999999161,999999999999999181,999999999999999283,999999999999999223,False,42,2,40,True,False
1000000000000000000,999999999999999161,999999999999999181,999999999999999283,999999999999999247,False,66,3,63,True,False
1000000000000000000,999999999999999161,999999999999999181,999999999999999283,999999999999999283,True,102,4,98,True,True
1000000000000000000,999999999999999121,999999999999999143,999999999999999157,999999999999999157,True,14,1,13,True,False
1000000000000000000,999999999999999079,999999999999999109,999999999999999121,999999999999999113,False,4,1,3,False,False
1000000000000000000,999999999999999079,999999999999999109,999999999999999121,999999999999999121,True,12,2,10,False,True
1000000000000000000,999999999999999073,999999999999999077,999999999999999079,999999999999999079,True,2,1,1,True,False
1000000000000000000,999999999999999023,999999999999999029,999999999999999073,999999999999999043,False,14,1,13,True,False
1000000000000000000,999999999999999023,999999999999999029,999999999999999073,999999999999999059,False,30,2,28,True,False
1000000000000000000,999999999999999023,999999999999999029,999999999999999073,999999999999999073,True,44,3,41,False,False
1000000000000000000,999999999999998989,999999999999998993,999999999999999023,999999999999999023,True,30,1,29,True,False
1000000000000000000,999999999999998939,999999999999998947,999999999999998989,999999999999998957,False,10,1,9,True,False
1000000000000000000,999999999999998939,999999999999998947,999999999999998989,999999999999998989,True,42,2,40,True,False
1000000000000000000,999999999999998867,999999999999998873,999999999999998927,999999999999998923,False,50,1,49,True,False
1000000000000000000,999999999999998867,999999999999998873,999999999999998927,999999999999998927,True,54,2,52,True,False
1000000000000000000,999999999999998759,999999999999998791,999999999999998867,999999999999998819,False,28,1,27,False,False
1000000000000000000,999999999999998759,999999999999998791,999999999999998867,999999999999998857,False,66,2,64,True,False
1000000000000000000,999999999999998759,999999999999998791,999999999999998867,999999999999998867,True,76,3,73,False,False
1000000000000000000,999999999999998653,999999999999998677,999999999999998743,999999999999998687,False,10,1,9,True,False
1000000000000000000,999999999999998653,999999999999998677,999999999999998743,999999999999998717,False,40,2,38,False,True
1000000000000000000,999999999999998653,999999999999998677,999999999999998743,999999999999998731,False,54,3,51,True,False
1000000000000000000,999999999999998653,999999999999998677,999999999999998743,999999999999998743,True,66,4,62,True,True
1000000000000000000,999999999999998581,999999999999998609,999999999999998651,999999999999998629,False,20,1,19,False,False
1000000000000000000,999999999999998581,999999999999998609,999999999999998651,999999999999998639,False,30,2,28,True,False
1000000000000000000,999999999999998581,999999999999998609,999999999999998651,999999999999998651,True,42,3,39,True,False
1000000000000000000,999999999999998539,999999999999998567,999999999999998581,999999999999998581,True,14,1,13,True,False
1000000000000000000,999999999999998443,999999999999998447,999999999999998539,999999999999998449,False,2,1,1,True,False
1000000000000000000,999999999999998443,999999999999998447,999999999999998539,999999999999998453,False,6,2,4,True,False
1000000000000000000,999999999999998443,999999999999998447,999999999999998539,999999999999998461,False,14,3,11,True,False
1000000000000000000,999999999999998443,999999999999998447,999999999999998539,999999999999998471,False,24,4,20,False,False
1000000000000000000,999999999999998443,999999999999998447,999999999999998539,999999999999998497,False,50,5,45,True,False
1000000000000000000,999999999999998443,999999999999998447,999999999999998539,999999999999998521,False,74,6,68,True,False
1000000000000000000,999999999999998443,999999999999998447,999999999999998539,999999999999998537,False,90,7,83,True,False
1000000000000000000,999999999999998443,999999999999998447,999999999999998539,999999999999998539,True,92,8,84,False,False
1000000000000000000,999999999999998321,999999999999998351,999999999999998443,999999999999998369,False,18,1,17,True,False
1000000000000000000,999999999999998321,999999999999998351,999999999999998443,999999999999998377,False,26,2,24,True,False
1000000000000000000,999999999999998321,999999999999998351,999999999999998443,999999999999998419,False,68,3,65,False,False
1000000000000000000,999999999999998321,999999999999998351,999999999999998443,999999999999998423,False,72,4,68,False,False
1000000000000000000,999999999999998321,999999999999998351,999999999999998443,999999999999998443,True,92,5,87,False,False
1000000000000000000,999999999999998273,999999999999998279,999999999999998321,999999999999998321,True,42,1,41,True,False
1000000000000000000,999999999999998237,999999999999998267,999999999999998269,999999999999998269,True,2,1,1,True,False
1000000000000000000,999999999999998171,999999999999998189,999999999999998227,999999999999998219,False,30,1,29,True,False
1000000000000000000,999999999999998171,999999999999998189,999999999999998227,999999999999998227,True,38,2,36,True,False
1000000000000000000,999999999999998143,999999999999998159,999999999999998167,999999999999998161,False,2,1,1,True,False
1000000000000000000,999999999999998143,999999999999998159,999999999999998167,999999999999998167,True,8,2,6,False,True
1000000000000000000,999999999999998027,999999999999998029,999999999999998143,999999999999998033,False,4,1,3,False,False
1000000000000000000,999999999999998027,999999999999998029,999999999999998143,999999999999998051,False,22,2,20,True,False
1000000000000000000,999999999999998027,999999999999998029,999999999999998143,999999999999998077,False,48,3,45,False,False
1000000000000000000,999999999999998027,999999999999998029,999999999999998143,999999999999998089,False,60,4,56,False,False
1000000000000000000,999999999999998027,999999999999998029,999999999999998143,999999999999998093,False,64,5,59,False,False
1000000000000000000,999999999999998027,999999999999998029,999999999999998143,999999999999998131,False,102,6,96,True,False
1000000000000000000,999999999999998027,999999999999998029,999999999999998143,999999999999998143,True,114,7,107,True,False
1000000000000000000,999999999999997961,999999999999997963,999999999999997993,999999999999997993,True,30,1,29,True,False
1000000000000000000,999999999999997901,999999999999997939,999999999999997943,999999999999997943,True,4,1,3,False,False
1000000000000000000,999999999999997883,999999999999997897,999999999999997901,999999999999997901,True,4,1,3,False,False
1000000000000000000,999999999999997817,999999999999997819,999999999999997831,999999999999997823,False,4,1,3,False,False
1000000000000000000,999999999999997817,999999999999997819,999999999999997831,999999999999997831,True,12,2,10,False,True
1000000000000000000,999999999999997751,999999999999997781,999999999999997817,999999999999997817,True,36,1,35,False,False
1000000000000000000,999999999999997651,999999999999997663,999999999999997751,999999999999997697,False,34,1,33,True,False
1000000000000000000,999999999999997651,999999999999997663,999999999999997751,999999999999997709,False,46,2,44,True,False
1000000000000000000,999999999999997651,999999999999997663,999999999999997751,999999999999997727,False,64,3,61,False,False
1000000000000000000,999999999999997651,999999999999997663,999999999999997751,999999999999997739,False,76,4,72,False,False
1000000000000000000,999999999999997651,999999999999997663,999999999999997751,999999999999997747,False,84,5,79,False,False
1000000000000000000,999999999999997651,999999999999997663,999999999999997751,999999999999997751,True,88,6,82,False,True
1000000000000000000,999999999999997589,999999999999997603,999999999999997651,999999999999997651,True,48,1,47,False,False
1000000000000000000,999999999999997499,999999999999997523,999999999999997589,999999999999997547,False,24,1,23,False,False
1000000000000000000,999999999999997499,999999999999997523,999999999999997589,999999999999997561,False,38,2,36,True,False
1000000000000000000,999999999999997499,999999999999997523,999999999999997589,999999999999997589,True,66,3,63,True,False
1000000000000000000,999999999999997457,999999999999997463,999999999999997471,999999999999997471,True,8,1,7,False,False
1000000000000000000,999999999999997313,999999999999997343,999999999999997427,999999999999997351,False,8,1,7,False,False
1000000000000000000,999999999999997313,999999999999997343,999999999999997427,999999999999997363,False,20,2,18,False,True
1000000000000000000,999999999999997313,999999999999997343,999999999999997427,999999999999997379,False,36,3,33,False,False
1000000000000000000,999999999999997313,999999999999997343,999999999999997427,999999999999997391,False,48,4,44,False,False
1000000000000000000,999999999999997313,999999999999997343,999999999999997427,999999999999997427,True,84,5,79,False,False
1000000000000000000,999999999999997207,999999999999997219,999999999999997313,999999999999997259,False,40,1,39,False,False
1000000000000000000,999999999999997207,999999999999997219,999999999999997313,999999999999997303,False,84,2,82,False,True
1000000000000000000,999999999999997207,999999999999997219,999999999999997313,999999999999997313,True,94,3,91,True,False
1000000000000000000,999999999999997133,999999999999997169,999999999999997189,999999999999997181,False,12,1,11,False,False
1000000000000000000,999999999999997133,999999999999997169,999999999999997189,999999999999997189,True,20,2,18,False,True
1000000000000000000,999999999999997121,999999999999997123,999999999999997133,999999999999997133,True,10,1,9,True,False
1000000000000000000,999999999999997057,999999999999997069,999999999999997079,999999999999997079,True,10,1,9,True,False
1000000000000000000,999999999999997033,999999999999997049,999999999999997057,999999999999997057,True,8,1,7,False,False
1000000000000000000,999999999999996967,999999999999996973,999999999999997013,999999999999996977,False,4,1,3,False,False
1000000000000000000,999999999999996967,999999999999996973,999999999999997013,999999999999997013,True,40,2,38,False,True
1000000000000000000,999999999999996917,999999999999996929,999999999999996967,999999999999996967,True,38,1,37,True,False
1000000000000000000,999999999999996881,999999999999996887,999999999999996917,999999999999996901,False,14,1,13,True,False
1000000000000000000,999999999999996881,999999999999996887,999999999999996917,999999999999996913,False,26,2,24,True,False
1000000000000000000,999999999999996881,999999999999996887,999999999999996917,999999999999996917,True,30,3,27,True,False
1000000000000000000,999999999999996847,999999999999996851,999999999999996871,999999999999996871,True,20,1,19,False,False
1000000000000000000,999999999999996839,999999999999996841,999999999999996847,999999999999996847,True,6,1,5,True,False
1000000000000000000,999999999999996701,999999999999996739,999999999999996757,999999999999996757,True,18,1,17,True,False
1000000000000000000,999999999999996659,999999999999996661,999999999999996673,999999999999996673,True,12,1,11,False,False
1000000000000000000,999999999999996553,999999999999996559,999999999999996647,999999999999996623,False,64,1,63,False,False
1000000000000000000,999999999999996553,999999999999996559,999999999999996647,999999999999996641,False,82,2,80,True,False
1000000000000000000,999999999999996553,999999999999996559,999999999999996647,999999999999996647,True,88,3,85,False,False
1000000000000000000,999999999999996467,999999999999996473,999999999999996553,999999999999996481,False,8,1,7,False,False
1000000000000000000,999999999999996467,999999999999996473,999999999999996553,999999999999996487,False,14,2,12,True,False
1000000000000000000,999999999999996467,999999999999996473,999999999999996553,999999999999996491,False,18,3,15,True,False
1000000000000000000,999999999999996467,999999999999996473,999999999999996553,999999999999996493,False,20,4,16,False,False
1000000000000000000,999999999999996467,999999999999996473,999999999999996553,999999999999996509,False,36,5,31,False,False
1000000000000000000,999999999999996467,999999999999996473,999999999999996553,999999999999996533,False,60,6,54,False,True
1000000000000000000,999999999999996467,999999999999996473,999999999999996553,999999999999996547,False,74,7,67,True,False
1000000000000000000,999999999999996467,999999999999996473,999999999999996553,999999999999996553,True,80,8,72,False,False
1000000000000000000,999999999999996409,999999999999996431,999999999999996461,999999999999996433,False,2,1,1,True,False
1000000000000000000,999999999999996409,999999999999996431,999999999999996461,999999999999996451,False,20,2,18,False,True
1000000000000000000,999999999999996409,999999999999996431,999999999999996461,999999999999996461,True,30,3,27,True,False
1000000000000000000,999999999999996361,999999999999996371,999999999999996383,999999999999996383,True,12,1,11,False,False
1000000000000000000,999999999999996337,999999999999996349,999999999999996353,999999999999996353,True,4,1,3,False,False
1000000000000000000,999999999999996263,999999999999996269,999999999999996329,999999999999996287,False,18,1,17,True,False
1000000000000000000,999999999999996263,999999999999996269,999999999999996329,999999999999996329,True,60,2,58,False,True
1000000000000000000,999999999999996251,999999999999996257,999999999999996263,999999999999996263,True,6,1,5,True,False
1000000000000000000,999999999999996209,999999999999996223,999999999999996251,999999999999996227,False,4,1,3,False,False
1000000000000000000,999999999999996209,999999999999996223,999999999999996251,999999999999996239,False,16,2,14,False,True
1000000000000000000,999999999999996209,999999999999996223,999999999999996251,999999999999996251,True,28,3,25,False,False
1000000000000000000,999999999999996119,999999999999996133,999999999999996209,999999999999996139,False,6,1,5,True,False
1000000000000000000,999999999999996119,999999999999996133,999999999999996209,999999999999996181,False,48,2,46,False,True
1000000000000000000,999999999999996119,999999999999996133,999999999999996209,999999999999996209,True,76,3,73,False,False
1000000000000000000,999999999999995947,999999999999995957,999999999999995963,999999999999995963,True,6,1,5,True,False
1000000000000000000,999999999999995809,999999999999995831,999999999999995833,999999999999995833,True,2,1,1,True,False
1000000000000000000,999999999999995737,999999999999995749,999999999999995783,999999999999995773,False,24,1,23,False,False
1000000000000000000,999999999999995737,999999999999995749,999999999999995783,999999999999995777,False,28,2,26,False,True
1000000000000000000,999999999999995737,999999999999995749,999999999999995783,999999999999995783,True,34,3,31,True,False
1000000000000000000,999999999999995717,999999999999995719,999999999999995737,999999999999995737,True,18,1,17,True,False
1000000000000000000,999999999999995671,999999999999995677,999999999999995681,999999999999995681,True,4,1,3,False,False
1000000000000000000,999999999999995573,999999999999995609,999999999999995671,999999999999995611,False,2,1,1,True,False
1000000000000000000,999999999999995573,999999999999995609,999999999999995671,999999999999995623,False,14,2,12,True,False
1000000000000000000,999999999999995573,999999999999995609,999999999999995671,999999999999995639,False,30,3,27,True,False
1000000000000000000,999999999999995573,999999999999995609,999999999999995671,999999999999995647,False,38,4,34,True,True
1000000000000000000,999999999999995573,999999999999995609,999999999999995671,999999999999995651,False,42,5,37,True,False
1000000000000000000,999999999999995573,999999999999995609,999999999999995671,999999999999995663,False,54,6,48,True,False
1000000000000000000,999999999999995573,999999999999995609,999999999999995671,999999999999995671,True,62,7,55,True,False
1000000000000000000,999999999999995563,999999999999995569,999999999999995573,999999999999995573,True,4,1,3,False,False
1000000000000000000,999999999999995539,999999999999995543,999999999999995549,999999999999995549,True,6,1,5,True,False
1000000000000000000,999999999999995419,999999999999995461,999999999999995513,999999999999995503,False,42,1,41,True,False
1000000000000000000,999999999999995419,999999999999995461,999999999999995513,999999999999995509,False,48,2,46,False,True
1000000000000000000,999999999999995419,999999999999995461,999999999999995513,999999999999995513,True,52,3,49,False,False
1000000000000000000,999999999999995341,999999999999995387,999999999999995419,999999999999995399,False,12,1,11,False,False
1000000000000000000,999999999999995341,999999999999995387,999999999999995419,999999999999995419,True,32,2,30,False,True
1000000000000000000,999999999999995261,999999999999995273,999999999999995333,999999999999995329,False,56,1,55,False,False
1000000000000000000,999999999999995261,999999999999995273,999999999999995333,999999999999995333,True,60,2,58,False,True
1000000000000000000,999999999999995231,999999999999995237,999999999999995261,999999999999995261,True,24,1,23,False,False
1000000000000000000,999999999999995149,999999999999995177,999999999999995231,999999999999995179,False,2,1,1,True,False
1000000000000000000,999999999999995149,999999999999995177,999999999999995231,999999999999995221,False,44,2,42,False,True
1000000000000000000,999999999999995149,999999999999995177,999999999999995231,999999999999995227,False,50,3,47,True,False
1000000000000000000,999999999999995149,999999999999995177,999999999999995231,999999999999995231,True,54,4,50,True,True
1000000000000000000,999999999999995131,999999999999995143,999999999999995149,999999999999995147,False,4,1,3,False,False
1000000000000000000,999999999999995131,999999999999995143,999999999999995149,999999999999995149,True,6,2,4,True,False
1000000000000000000,999999999999995083,999999999999995087,999999999999995131,999999999999995117,False,30,1,29,True,False
1000000000000000000,999999999999995083,999999999999995087,999999999999995131,999999999999995119,False,32,2,30,False,True
1000000000000000000,999999999999995083,999999999999995087,999999999999995131,999999999999995129,False,42,3,39,True,False
1000000000000000000,999999999999995083,999999999999995087,999999999999995131,999999999999995131,True,44,4,40,False,False
1000000000000000000,999999999999994849,999999999999994853,999999999999994897,999999999999994871,False,18,1,17,True,False
1000000000000000000,999999999999994849,999999999999994853,999999999999994897,999999999999994897,True,44,2,42,False,True
1000000000000000000,999999999999994837,999999999999994841,999999999999994843,999999999999994843,True,2,1,1,True,False
1000000000000000000,999999999999994727,999999999999994739,999999999999994823,999999999999994769,False,30,1,29,True,False
1000000000000000000,999999999999994727,999999999999994739,999999999999994823,999999999999994771,False,32,2,30,False,True
1000000000000000000,999999999999994727,999999999999994739,999999999999994823,999999999999994789,False,50,3,47,True,False
1000000000000000000,999999999999994727,999999999999994739,999999999999994823,999999999999994801,False,62,4,58,True,True
1000000000000000000,999999999999994727,999999999999994739,999999999999994823,999999999999994811,False,72,5,67,False,False
1000000000000000000,999999999999994727,999999999999994739,999999999999994823,999999999999994823,True,84,6,78,False,True
1000000000000000000,999999999999994657,999999999999994661,999999999999994727,999999999999994663,False,2,1,1,True,False
1000000000000000000,999999999999994657,999999999999994661,999999999999994727,999999999999994667,False,6,2,4,True,False
1000000000000000000,999999999999994657,999999999999994661,999999999999994727,999999999999994727,True,66,3,63,True,False
1000000000000000000,999999999999994573,999999999999994577,999999999999994619,999999999999994589,False,12,1,11,False,False
1000000000000000000,999999999999994573,999999999999994577,999999999999994619,999999999999994607,False,30,2,28,True,False
1000000000000000000,999999999999994573,999999999999994577,999999999999994619,999999999999994619,True,42,3,39,True,False
1000000000000000000,999999999999994481,999999999999994507,999999999999994561,999999999999994561,True,54,1,53,True,False
1000000000000000000,999999999999994361,999999999999994373,999999999999994481,999999999999994387,False,14,1,13,True,False
1000000000000000000,999999999999994361,999999999999994373,999999999999994481,999999999999994391,False,18,2,16,True,False
1000000000000000000,999999999999994361,999999999999994373,999999999999994481,999999999999994439,False,66,3,63,True,False
1000000000000000000,999999999999994361,999999999999994373,999999999999994481,999999999999994463,False,90,4,86,True,True
1000000000000000000,999999999999994361,999999999999994373,999999999999994481,999999999999994481,True,108,5,103,False,False
1000000000000000000,999999999999994339,999999999999994349,999999999999994351,999999999999994351,True,2,1,1,True,False
1000000000000000000,999999999999994297,999999999999994313,999999999999994339,999999999999994321,False,8,1,7,False,False
1000000000000000000,999999999999994297,999999999999994313,999999999999994339,999999999999994339,True,26,2,24,True,False
1000000000000000000,999999999999994211,999999999999994219,999999999999994237,999999999999994237,True,18,1,17,True,False
1000000000000000000,999999999999994193,999999999999994199,999999999999994211,999999999999994211,True,12,1,11,False,False
1000000000000000000,999999999999994117,999999999999994163,999999999999994193,999999999999994183,False,20,1,19,False,False
