scale,anchor_p,seed,q_for_audit_only,candidate,is_q_for_audit_only,distance_from_seed,visible_open_index,visible_closed_before,distance_on_lambert_ladder,closed_prefix_on_lambert_ladder
1000000000000,999999994517,999999994531,999999994579,999999994549,False,18,1,17,True,False
1000000000000,999999994517,999999994531,999999994579,999999994579,True,48,2,46,False,True
1000000000000,999999994471,999999994481,999999994493,999999994493,True,12,1,11,False,False
1000000000000,999999994457,999999994459,999999994463,999999994463,True,4,1,3,False,False
1000000000000,999999994379,999999994381,999999994403,999999994387,False,6,1,5,True,False
1000000000000,999999994379,999999994381,999999994403,999999994403,True,22,2,20,True,False
1000000000000,999999994361,999999994363,999999994379,999999994379,True,16,1,15,False,False
1000000000000,999999994319,999999994339,999999994361,999999994351,False,12,1,11,False,False
1000000000000,999999994319,999999994339,999999994361,999999994361,True,22,2,20,True,False
1000000000000,999999994127,999999994159,999999994163,999999994163,True,4,1,3,False,False
1000000000000,999999994087,999999994111,999999994117,999999994117,True,6,1,5,True,False
1000000000000,999999994009,999999994043,999999994087,999999994051,False,8,1,7,False,False
1000000000000,999999994009,999999994043,999999994087,999999994061,False,18,2,16,True,False
1000000000000,999999994009,999999994043,999999994087,999999994087,True,44,3,41,False,False
1000000000000,999999993929,999999993953,999999994009,999999993983,False,30,1,29,True,False
1000000000000,999999993929,999999993953,999999994009,999999993991,False,38,2,36,True,False
1000000000000,999999993929,999999993953,999999994009,999999994009,True,56,3,53,False,False
1000000000000,999999993871,999999993877,999999993899,999999993887,False,10,1,9,True,False
1000000000000,999999993871,999999993877,999999993899,999999993893,False,16,2,14,False,True
1000000000000,999999993871,999999993877,999999993899,999999993899,True,22,3,19,True,False
1000000000000,999999993793,999999993841,999999993847,999999993847,True,6,1,5,True,False
1000000000000,999999993749,999999993757,999999993763,999999993763,True,6,1,5,True,False
1000000000000,999999993653,999999993689,999999993749,999999993691,False,2,1,1,True,False
1000000000000,999999993653,999999993689,999999993749,999999993739,False,50,2,48,True,False
1000000000000,999999993653,999999993689,999999993749,999999993749,True,60,3,57,False,False
1000000000000,999999993481,999999993523,999999993557,999999993557,True,34,1,33,True,False
1000000000000,999999993389,999999993437,999999993467,999999993467,True,30,1,29,True,False
1000000000000,999999993361,999999993371,999999993389,999999993373,False,2,1,1,True,False
1000000000000,999999993361,999999993371,999999993389,999999993389,True,18,2,16,True,False
1000000000000,999999993287,999999993301,999999993361,999999993337,False,36,1,35,False,False
1000000000000,999999993287,999999993301,999999993361,999999993361,True,60,2,58,False,True
1000000000000,999999993259,999999993263,999999993287,999999993287,True,24,1,23,False,False
1000000000000,999999992977,999999992987,999999993029,999999993029,True,42,1,41,True,False
1000000000000,999999992941,999999992947,999999992977,999999992977,True,30,1,29,True,False
1000000000000,999999992843,999999992911,999999992941,999999992917,False,6,1,5,True,False
1000000000000,999999992843,999999992911,999999992941,999999992941,True,30,2,28,True,False
1000000000000,999999992743,999999992749,999999992843,999999992801,False,52,1,51,False,False
1000000000000,999999992743,999999992749,999999992843,999999992833,False,84,2,82,False,True
1000000000000,999999992743,999999992749,999999992843,999999992837,False,88,3,85,False,False
1000000000000,999999992743,999999992749,999999992843,999999992843,True,94,4,90,True,True
1000000000000,999999992647,999999992653,999999992731,999999992681,False,28,1,27,False,False
1000000000000,999999992647,999999992653,999999992731,999999992687,False,34,2,32,True,False
1000000000000,999999992647,999999992653,999999992731,999999992713,False,60,3,57,False,False
1000000000000,999999992647,999999992653,999999992731,999999992731,True,78,4,74,True,True
1000000000000,999999992539,999999992567,999999992611,999999992569,False,2,1,1,True,False
1000000000000,999999992539,999999992567,999999992611,999999992611,True,44,2,42,False,True
1000000000000,999999992447,999999992461,999999992531,999999992471,False,10,1,9,True,False
1000000000000,999999992447,999999992461,999999992531,999999992491,False,30,2,28,True,False
1000000000000,999999992447,999999992461,999999992531,999999992531,True,70,3,67,True,False
1000000000000000,999999999999989,1000000000000003,1000000000000037,1000000000000021,False,18,1,17,True,False
1000000000000000,999999999999989,1000000000000003,1000000000000037,1000000000000033,False,30,2,28,True,False
1000000000000000,999999999999989,1000000000000003,1000000000000037,1000000000000037,True,34,3,31,True,False
1000000000000000,999999999999947,999999999999967,999999999999989,999999999999989,True,22,1,21,True,False
1000000000000000,999999999999883,999999999999893,999999999999947,999999999999907,False,14,1,13,True,False
1000000000000000,999999999999883,999999999999893,999999999999947,999999999999947,True,54,2,52,True,False
1000000000000000,999999999999877,999999999999881,999999999999883,999999999999883,True,2,1,1,True,False
1000000000000000,999999999999827,999999999999839,999999999999877,999999999999853,False,14,1,13,True,False
1000000000000000,999999999999827,999999999999839,999999999999877,999999999999877,True,38,2,36,True,False
1000000000000000,999999999999809,999999999999817,999999999999827,999999999999827,True,10,1,9,True,False
1000000000000000,999999999999577,999999999999599,999999999999643,999999999999617,False,18,1,17,True,False
1000000000000000,999999999999577,999999999999599,999999999999643,999999999999619,False,20,2,18,False,True
1000000000000000,999999999999577,999999999999599,999999999999643,999999999999643,True,44,3,41,False,False
1000000000000000,999999999999521,999999999999551,999999999999571,999999999999571,True,20,1,19,False,False
1000000000000000,999999999999409,999999999999421,999999999999491,999999999999431,False,10,1,9,True,False
1000000000000000,999999999999409,999999999999421,999999999999491,999999999999439,False,18,2,16,True,False
1000000000000000,999999999999409,999999999999421,999999999999491,999999999999449,False,28,3,25,False,False
1000000000000000,999999999999409,999999999999421,999999999999491,999999999999491,True,70,4,66,True,True
1000000000000000,999999999999353,999999999999361,999999999999389,999999999999367,False,6,1,5,True,False
1000000000000000,999999999999353,999999999999361,999999999999389,999999999999389,True,28,2,26,False,True
1000000000000000,999999999999283,999999999999307,999999999999353,999999999999311,False,4,1,3,False,False
1000000000000000,999999999999283,999999999999307,999999999999353,999999999999331,False,24,2,22,False,True
1000000000000000,999999999999283,999999999999307,999999999999353,999999999999353,True,46,3,43,True,False
1000000000000000,999999999999199,999999999999271,999999999999283,999999999999277,False,6,1,5,True,False
1000000000000000,999999999999199,999999999999271,999999999999283,999999999999283,True,12,2,10,False,True
1000000000000000,999999999999163,999999999999191,999999999999199,999999999999199,True,8,1,7,False,False
1000000000000000,999999999999109,999999999999113,999999999999163,999999999999127,False,14,1,13,True,False
1000000000000000,999999999999109,999999999999113,999999999999163,999999999999149,False,36,2,34,False,True
1000000000000000,999999999999109,999999999999113,999999999999163,999999999999163,True,50,3,47,True,False
1000000000000000,999999999999071,999999999999079,999999999999089,999999999999089,True,10,1,9,True,False
1000000000000000,999999999998939,999999999998953,999999999999043,999999999999001,False,48,1,47,False,False
1000000000000000,999999999998939,999999999998953,999999999999043,999999999999043,True,90,2,88,True,False
1000000000000000,999999999998803,999999999998807,999999999998861,999999999998861,True,54,1,53,True,False
1000000000000000,999999999998761,999999999998771,999999999998803,999999999998773,False,2,1,1,True,False
1000000000000000,999999999998761,999999999998771,999999999998803,999999999998803,True,32,2,30,False,True
1000000000000000,999999999998743,999999999998749,999999999998761,999999999998761,True,12,1,11,False,False
1000000000000000,999999999998711,999999999998723,999999999998729,999999999998729,True,6,1,5,True,False
1000000000000000,999999999998627,999999999998641,999999999998711,999999999998653,False,12,1,11,False,False
1000000000000000,999999999998627,999999999998641,999999999998711,999999999998683,False,42,2,40,True,False
1000000000000000,999999999998627,999999999998641,999999999998711,999999999998689,False,48,3,45,False,False
1000000000000000,999999999998627,999999999998641,999999999998711,999999999998711,True,70,4,66,True,True
1000000000000000,999999999998563,999999999998579,999999999998581,999999999998581,True,2,1,1,True,False
1000000000000000,999999999998533,999999999998537,999999999998563,999999999998563,True,26,1,25,True,False
1000000000000000,999999999998437,999999999998459,999999999998533,999999999998497,False,38,1,37,True,False
1000000000000000,999999999998437,999999999998459,999999999998533,999999999998521,False,62,2,60,True,False
1000000000000000,999999999998437,999999999998459,999999999998533,999999999998533,True,74,3,71,True,False
1000000000000000,999999999998411,999999999998423,999999999998437,999999999998437,True,14,1,13,True,False
1000000000000000,999999999998353,999999999998369,999999999998383,999999999998383,True,14,1,13,True,False
1000000000000000,999999999998267,999999999998269,999999999998353,999999999998273,False,4,1,3,False,False
1000000000000000,999999999998267,999999999998269,999999999998353,999999999998291,False,22,2,20,True,False
1000000000000000,999999999998267,999999999998269,999999999998353,999999999998347,False,78,3,75,True,False
1000000000000000,999999999998267,999999999998269,999999999998353,999999999998353,True,84,4,80,False,False
1000000000000000,999999999998231,999999999998243,999999999998267,999999999998267,True,24,1,23,False,False
1000000000000000,999999999998161,999999999998177,999999999998231,999999999998231,True,54,1,53,True,False
1000000000000000,999999999998141,999999999998143,999999999998161,999999999998147,False,4,1,3,False,False
1000000000000000,999999999998141,999999999998143,999999999998161,999999999998161,True,18,2,16,True,False
1000000000000000,999999999998053,999999999998089,999999999998141,999999999998107,False,18,1,17,True,False
1000000000000000,999999999998053,999999999998089,999999999998141,999999999998137,False,48,2,46,False,True
1000000000000000,999999999998053,999999999998089,999999999998141,999999999998141,True,52,3,49,False,False
1000000000000000,999999999998039,999999999998047,999999999998053,999999999998053,True,6,1,5,True,False
1000000000000000,999999999998003,999999999998011,999999999998039,999999999998039,True,28,1,27,False,False
1000000000000000,999999999997969,999999999997981,999999999997993,999999999997993,True,12,1,11,False,False
1000000000000000,999999999997841,999999999997919,999999999997967,999999999997961,False,42,1,41,True,False
1000000000000000,999999999997841,999999999997919,999999999997967,999999999997967,True,48,2,46,False,True
1000000000000000,999999999997771,999999999997781,999999999997811,999999999997783,False,2,1,1,True,False
1000000000000000,999999999997771,999999999997781,999999999997811,999999999997811,True,30,2,28,True,False
1000000000000000,999999999997729,999999999997753,999999999997771,999999999997771,True,18,1,17,True,False
1000000000000000,999999999997699,999999999997711,999999999997729,999999999997729,True,18,1,17,True,False
1000000000000000,999999999997613,999999999997667,999999999997697,999999999997679,False,12,1,11,False,False
1000000000000000,999999999997613,999999999997667,999999999997697,999999999997697,True,30,2,28,True,False
1000000000000000,999999999997573,999999999997577,999999999997613,999999999997613,True,36,1,35,False,False
1000000000000000,999999999997517,999999999997543,999999999997573,999999999997553,False,10,1,9,True,False
1000000000000000,999999999997517,999999999997543,999999999997573,999999999997573,True,30,2,28,True,False
1000000000000000,999999999997337,999999999997367,999999999997463,999999999997381,False,14,1,13,True,False
1000000000000000,999999999997337,999999999997367,999999999997463,999999999997391,False,24,2,22,False,True
1000000000000000,999999999997337,999999999997367,999999999997463,999999999997403,False,36,3,33,False,False
1000000000000000,999999999997337,999999999997367,999999999997463,999999999997441,False,74,4,70,True,True
1000000000000000,999999999997337,999999999997367,999999999997463,999999999997463,True,96,5,91,False,False
1000000000000000,999999999997307,999999999997321,999999999997337,999999999997337,True,16,1,15,False,False
1000000000000000,999999999997099,999999999997121,999999999997153,999999999997127,False,6,1,5,True,False
1000000000000000,999999999997099,999999999997121,999999999997153,999999999997133,False,12,2,10,False,True
1000000000000000,999999999997099,999999999997121,999999999997153,999999999997153,True,32,3,29,False,False
1000000000000000,999999999997043,999999999997049,999999999997087,999999999997069,False,20,1,19,False,False
1000000000000000,999999999997043,999999999997049,999999999997087,999999999997087,True,38,2,36,True,False
1000000000000000,999999999997003,999999999997007,999999999997043,999999999997021,False,14,1,13,True,False
1000000000000000,999999999997003,999999999997007,999999999997043,999999999997043,True,36,2,34,False,True
1000000000000000,999999999996869,999999999996871,999999999996983,999999999996887,False,16,1,15,False,False
1000000000000000,999999999996869,999999999996871,999999999996983,999999999996923,False,52,2,50,False,True
1000000000000000,999999999996869,999999999996871,999999999996983,999999999996941,False,70,3,67,True,False
1000000000000000,999999999996869,999999999996871,999999999996983,999999999996983,True,112,4,108,False,False
1000000000000000,999999999996493,999999999996533,999999999996583,999999999996539,False,6,1,5,True,False
1000000000000000,999999999996493,999999999996533,999999999996583,999999999996551,False,18,2,16,True,False
1000000000000000,999999999996493,999999999996533,999999999996583,999999999996563,False,30,3,27,True,False
1000000000000000,999999999996493,999999999996533,999999999996583,999999999996583,True,50,4,46,True,True
1000000000000000,999999999996313,999999999996359,999999999996409,999999999996379,False,20,1,19,False,False
1000000000000000,999999999996313,999999999996359,999999999996409,999999999996397,False,38,2,36,True,False
1000000000000000,999999999996313,999999999996359,999999999996409,999999999996409,True,50,3,47,True,False
1000000000000000,999999999996293,999999999996307,999999999996311,999999999996311,True,4,1,3,False,False
1000000000000000,999999999996181,999999999996199,999999999996253,999999999996253,True,54,1,53,True,False
1000000000000000,999999999996149,999999999996161,999999999996181,999999999996181,True,20,1,19,False,False
1000000000000000,999999999996083,999999999996089,999999999996149,999999999996091,False,2,1,1,True,False
1000000000000000,999999999996083,999999999996089,999999999996149,999999999996121,False,32,2,30,False,True
1000000000000000,999999999996083,999999999996089,999999999996149,999999999996139,False,50,3,47,True,False
1000000000000000,999999999996083,999999999996089,999999999996149,999999999996143,False,54,4,50,True,True
1000000000000000,999999999996083,999999999996089,999999999996149,999999999996149,True,60,5,55,False,False
1000000000000000,999999999995879,999999999995897,999999999995911,999999999995903,False,6,1,5,True,False
1000000000000000,999999999995879,999999999995897,999999999995911,999999999995911,True,14,2,12,True,False
1000000000000000,999999999995851,999999999995861,999999999995879,999999999995879,True,18,1,17,True,False
1000000000000000,999999999995743,999999999995761,999999999995797,999999999995791,False,30,1,29,True,False
1000000000000000,999999999995743,999999999995761,999999999995797,999999999995797,True,36,2,34,False,True
1000000000000000,999999999995629,999999999995651,999999999995669,999999999995669,True,18,1,17,True,False
1000000000000000,999999999995587,999999999995593,999999999995627,999999999995599,False,6,1,5,True,False
1000000000000000,999999999995587,999999999995593,999999999995627,999999999995617,False,24,2,22,False,True
1000000000000000,999999999995587,999999999995593,999999999995627,999999999995627,True,34,3,31,True,False
1000000000000000,999999999995539,999999999995543,999999999995567,999999999995567,True,24,1,23,False,False
1000000000000000,999999999995471,999999999995509,999999999995539,999999999995531,False,22,1,21,True,False
1000000000000000,999999999995471,999999999995509,999999999995539,999999999995537,False,28,2,26,False,True
1000000000000000,999999999995471,999999999995509,999999999995539,999999999995539,True,30,3,27,True,False
1000000000000000,999999999995453,999999999995461,999999999995471,999999999995471,True,10,1,9,True,False
1000000000000000,999999999995393,999999999995431,999999999995453,999999999995443,False,12,1,11,False,False
1000000000000000,999999999995393,999999999995431,999999999995453,999999999995453,True,22,2,20,True,False
1000000000000000,999999999995371,999999999995389,999999999995393,999999999995393,True,4,1,3,False,False
1000000000000000,999999999995357,999999999995369,999999999995371,999999999995371,True,2,1,1,True,False
1000000000000000,999999999995327,999999999995329,999999999995357,999999999995357,True,28,1,27,False,False
1000000000000000,999999999995273,999999999995281,999999999995327,999999999995309,False,28,1,27,False,False
1000000000000000,999999999995273,999999999995281,999999999995327,999999999995323,False,42,2,40,True,False
1000000000000000,999999999995273,999999999995281,999999999995327,999999999995327,True,46,3,43,True,False
1000000000000000,999999999995179,999999999995197,999999999995273,999999999995207,False,10,1,9,True,False
1000000000000000,999999999995179,999999999995197,999999999995273,999999999995267,False,70,2,68,True,False
1000000000000000,999999999995179,999999999995197,999999999995273,999999999995273,True,76,3,73,False,False
1000000000000000,999999999995089,999999999995123,999999999995179,999999999995159,False,36,1,35,False,False
1000000000000000,999999999995089,999999999995123,999999999995179,999999999995179,True,56,2,54,False,True
1000000000000000,999999999995021,999999999995047,999999999995069,999999999995057,False,10,1,9,True,False
1000000000000000,999999999995021,999999999995047,999999999995069,999999999995069,True,22,2,20,True,False
1000000000000000,999999999994991,999999999995011,999999999995021,999999999995021,True,10,1,9,True,False
1000000000000000,999999999994901,999999999994913,999999999994991,999999999994921,False,8,1,7,False,False
1000000000000000,999999999994901,999999999994913,999999999994991,999999999994943,False,30,2,28,True,False
1000000000000000,999999999994901,999999999994913,999999999994991,999999999994979,False,66,3,63,True,False
1000000000000000,999999999994901,999999999994913,999999999994991,999999999994991,True,78,4,74,True,True
1000000000000000,999999999994829,999999999994841,999999999994873,999999999994861,False,20,1,19,False,False
1000000000000000,999999999994829,999999999994841,999999999994873,999999999994873,True,32,2,30,False,True
1000000000000000,999999999994813,999999999994823,999999999994829,999999999994829,True,6,1,5,True,False
1000000000000000,999999999994733,999999999994739,999999999994789,999999999994753,False,14,1,13,True,False
1000000000000000,999999999994733,999999999994739,999999999994789,999999999994783,False,44,2,42,False,True
1000000000000000,999999999994733,999999999994739,999999999994789,999999999994789,True,50,3,47,True,False
1000000000000000,999999999994687,999999999994711,999999999994727,999999999994727,True,16,1,15,False,False
1000000000000000,999999999994601,999999999994621,999999999994627,999999999994627,True,6,1,5,True,False
1000000000000000,999999999994511,999999999994519,999999999994537,999999999994537,True,18,1,17,True,False
1000000000000000,999999999994477,999999999994507,999999999994511,999999999994511,True,4,1,3,False,False
1000000000000000,999999999994451,999999999994453,999999999994477,999999999994459,False,6,1,5,True,False
1000000000000000,999999999994451,999999999994453,999999999994477,999999999994469,False,16,2,14,False,True
1000000000000000,999999999994451,999999999994453,999999999994477,999999999994477,True,24,3,21,False,False
1000000000000000,999999999994417,999999999994439,999999999994451,999999999994451,True,12,1,11,False,False
1000000000000000,999999999994379,999999999994381,999999999994417,999999999994393,False,12,1,11,False,False
1000000000000000,999999999994379,999999999994381,999999999994417,999999999994403,False,22,2,20,True,False
1000000000000000,999999999994379,999999999994381,999999999994417,999999999994409,False,28,3,25,False,False
1000000000000000,999999999994379,999999999994381,999999999994417,999999999994417,True,36,4,32,False,False
1000000000000000,999999999994319,999999999994339,999999999994379,999999999994379,True,40,1,39,False,False
1000000000000000,999999999994267,999999999994279,999999999994309,999999999994309,True,30,1,29,True,False
1000000000000000,999999999994213,999999999994241,999999999994243,999999999994243,True,2,1,1,True,False
1000000000000000,999999999994129,999999999994169,999999999994207,999999999994189,False,20,1,19,False,False
1000000000000000,999999999994129,999999999994169,999999999994207,999999999994207,True,38,2,36,True,False
1000000000000000,999999999994103,999999999994111,999999999994117,999999999994117,True,6,1,5,True,False
1000000000000000,999999999994063,999999999994067,999999999994103,999999999994081,False,14,1,13,True,False
