scale,rule_id,bound_mode,anchor_p,seed_q0,true_q_for_audit_only,upper_bound,true_in_square_grid,true_square_grid_k,selected_q,selected_square_grid_k,failure_mode,selected_delta_from_true,grid_count_checked,materialized_witness_count,did_evaluate,failure_reason
1000000000000,materialized_witnesses,anchor_bound,999999999863,999999999871,999999999877,999999999991,False,,,,no_selection,,60,0,False,missing_materialized_candidate_rows
1000000000000,materialized_witnesses_wheel_open,anchor_bound,999999999863,999999999871,999999999877,999999999991,False,,,,no_selection,,60,0,False,missing_materialized_candidate_rows
1000000000000,visible_bound_all,anchor_bound,999999999863,999999999871,999999999877,999999999991,False,,,,no_selection,,60,0,True,
1000000000000,visible_bound_all_wheel_open,anchor_bound,999999999863,999999999871,999999999877,999999999991,False,,,,no_selection,,60,0,True,
1000000000000,materialized_witnesses,seed_bound,999999999863,999999999871,999999999877,999999999999,False,,,,no_selection,,64,0,False,missing_materialized_candidate_rows
1000000000000,materialized_witnesses_wheel_open,seed_bound,999999999863,999999999871,999999999877,999999999999,False,,,,no_selection,,64,0,False,missing_materialized_candidate_rows
1000000000000,visible_bound_all,seed_bound,999999999863,999999999871,999999999877,999999999999,False,,,,no_selection,,64,0,True,
1000000000000,visible_bound_all_wheel_open,seed_bound,999999999863,999999999871,999999999877,999999999999,False,,,,no_selection,,64,0,True,
1000000000000,materialized_witnesses,anchor_bound,999999999767,999999999781,999999999847,999999999895,False,,,,no_selection,,57,0,False,missing_materialized_candidate_rows
1000000000000,materialized_witnesses_wheel_open,anchor_bound,999999999767,999999999781,999999999847,999999999895,False,,,,no_selection,,57,0,False,missing_materialized_candidate_rows
1000000000000,visible_bound_all,anchor_bound,999999999767,999999999781,999999999847,999999999895,False,,,,no_selection,,57,0,True,
1000000000000,visible_bound_all_wheel_open,anchor_bound,999999999767,999999999781,999999999847,999999999895,False,,,,no_selection,,57,0,True,
1000000000000,materialized_witnesses,seed_bound,999999999767,999999999781,999999999847,999999999909,False,,,,no_selection,,64,0,False,missing_materialized_candidate_rows
1000000000000,materialized_witnesses_wheel_open,seed_bound,999999999767,999999999781,999999999847,999999999909,False,,,,no_selection,,64,0,False,missing_materialized_candidate_rows
1000000000000,visible_bound_all,seed_bound,999999999767,999999999781,999999999847,999999999909,False,,,,no_selection,,64,0,True,
1000000000000,visible_bound_all_wheel_open,seed_bound,999999999767,999999999781,999999999847,999999999909,False,,,,no_selection,,64,0,True,
1000000000000,materialized_witnesses,anchor_bound,999999999707,999999999743,999999999767,999999999835,False,,,,no_selection,,46,0,False,missing_materialized_candidate_rows
1000000000000,materialized_witnesses_wheel_open,anchor_bound,999999999707,999999999743,999999999767,999999999835,False,,,,no_selection,,46,0,False,missing_materialized_candidate_rows
1000000000000,visible_bound_all,anchor_bound,999999999707,999999999743,999999999767,999999999835,False,,,,no_selection,,46,0,True,
1000000000000,visible_bound_all_wheel_open,anchor_bound,999999999707,999999999743,999999999767,999999999835,False,,,,no_selection,,46,0,True,
1000000000000,materialized_witnesses,seed_bound,999999999707,999999999743,999999999767,999999999871,False,,,,no_selection,,64,0,False,missing_materialized_candidate_rows
1000000000000,materialized_witnesses_wheel_open,seed_bound,999999999707,999999999743,999999999767,999999999871,False,,,,no_selection,,64,0,False,missing_materialized_candidate_rows
1000000000000,visible_bound_all,seed_bound,999999999707,999999999743,999999999767,999999999871,False,,,,no_selection,,64,0,True,
1000000000000,visible_bound_all_wheel_open,seed_bound,999999999707,999999999743,999999999767,999999999871,False,,,,no_selection,,64,0,True,
1000000000000,materialized_witnesses,anchor_bound,999999999617,999999999641,999999999673,999999999745,False,,,,no_selection,,52,0,False,missing_materialized_candidate_rows
1000000000000,materialized_witnesses_wheel_open,anchor_bound,999999999617,999999999641,999999999673,999999999745,False,,,,no_selection,,52,0,False,missing_materialized_candidate_rows
1000000000000,visible_bound_all,anchor_bound,999999999617,999999999641,999999999673,999999999745,False,,,,no_selection,,52,0,True,
1000000000000,visible_bound_all_wheel_open,anchor_bound,999999999617,999999999641,999999999673,999999999745,False,,,,no_selection,,52,0,True,
1000000000000,materialized_witnesses,seed_bound,999999999617,999999999641,999999999673,999999999769,False,,,,no_selection,,64,0,False,missing_materialized_candidate_rows
1000000000000,materialized_witnesses_wheel_open,seed_bound,999999999617,999999999641,999999999673,999999999769,False,,,,no_selection,,64,0,False,missing_materialized_candidate_rows
1000000000000,visible_bound_all,seed_bound,999999999617,999999999641,999999999673,999999999769,False,,,,no_selection,,64,0,True,
1000000000000,visible_bound_all_wheel_open,seed_bound,999999999617,999999999641,999999999673,999999999769,False,,,,no_selection,,64,0,True,
1000000000000,materialized_witnesses,anchor_bound,999999999577,999999999587,999999999589,999999999705,False,,,,no_selection,,59,0,False,missing_materialized_candidate_rows
1000000000000,materialized_witnesses_wheel_open,anchor_bound,999999999577,999999999587,999999999589,999999999705,False,,,,no_selection,,59,0,False,missing_materialized_candidate_rows
1000000000000,visible_bound_all,anchor_bound,999999999577,999999999587,999999999589,999999999705,False,,,,no_selection,,59,0,True,
1000000000000,visible_bound_all_wheel_open,anchor_bound,999999999577,999999999587,999999999589,999999999705,False,,,,no_selection,,59,0,True,
1000000000000,materialized_witnesses,seed_bound,999999999577,999999999587,999999999589,999999999715,False,,,,no_selection,,64,0,False,missing_materialized_candidate_rows
1000000000000,materialized_witnesses_wheel_open,seed_bound,999999999577,999999999587,999999999589,999999999715,False,,,,no_selection,,64,0,False,missing_materialized_candidate_rows
1000000000000,visible_bound_all,seed_bound,999999999577,999999999587,999999999589,999999999715,False,,,,no_selection,,64,0,True,
1000000000000,visible_bound_all_wheel_open,seed_bound,999999999577,999999999587,999999999589,999999999715,False,,,,no_selection,,64,0,True,
1000000000000,materialized_witnesses,anchor_bound,999999999529,999999999541,999999999571,999999999657,False,,,,no_selection,,58,0,False,missing_materialized_candidate_rows
1000000000000,materialized_witnesses_wheel_open,anchor_bound,999999999529,999999999541,999999999571,999999999657,False,,,,no_selection,,58,0,False,missing_materialized_candidate_rows
1000000000000,visible_bound_all,anchor_bound,999999999529,999999999541,999999999571,999999999657,False,,,,no_selection,,58,0,True,
1000000000000,visible_bound_all_wheel_open,anchor_bound,999999999529,999999999541,999999999571,999999999657,False,,,,no_selection,,58,0,True,
1000000000000,materialized_witnesses,seed_bound,999999999529,999999999541,999999999571,999999999669,False,,,,no_selection,,64,0,False,missing_materialized_candidate_rows
1000000000000,materialized_witnesses_wheel_open,seed_bound,999999999529,999999999541,999999999571,999999999669,False,,,,no_selection,,64,0,False,missing_materialized_candidate_rows
1000000000000,visible_bound_all,seed_bound,999999999529,999999999541,999999999571,999999999669,False,,,,no_selection,,64,0,True,
1000000000000,visible_bound_all_wheel_open,seed_bound,999999999529,999999999541,999999999571,999999999669,False,,,,no_selection,,64,0,True,
1000000000000,materialized_witnesses,anchor_bound,999999999391,999999999419,999999999457,999999999519,False,,,,no_selection,,50,0,False,missing_materialized_candidate_rows
1000000000000,materialized_witnesses_wheel_open,anchor_bound,999999999391,999999999419,999999999457,999999999519,False,,,,no_selection,,50,0,False,missing_materialized_candidate_rows
1000000000000,visible_bound_all,anchor_bound,999999999391,999999999419,999999999457,999999999519,False,,,,no_selection,,50,0,True,
1000000000000,visible_bound_all_wheel_open,anchor_bound,999999999391,999999999419,999999999457,999999999519,False,,,,no_selection,,50,0,True,
1000000000000,materialized_witnesses,seed_bound,999999999391,999999999419,999999999457,999999999547,False,,,,no_selection,,64,0,False,missing_materialized_candidate_rows
1000000000000,materialized_witnesses_wheel_open,seed_bound,999999999391,999999999419,999999999457,999999999547,False,,,,no_selection,,64,0,False,missing_materialized_candidate_rows
1000000000000,visible_bound_all,seed_bound,999999999391,999999999419,999999999457,999999999547,False,,,,no_selection,,64,0,True,
1000000000000,visible_bound_all_wheel_open,seed_bound,999999999391,999999999419,999999999457,999999999547,False,,,,no_selection,,64,0,True,
1000000000000,materialized_witnesses,anchor_bound,999999999331,999999999337,999999999359,999999999459,False,,,,no_selection,,61,0,False,missing_materialized_candidate_rows
1000000000000,materialized_witnesses_wheel_open,anchor_bound,999999999331,999999999337,999999999359,999999999459,False,,,,no_selection,,61,0,False,missing_materialized_candidate_rows
1000000000000,visible_bound_all,anchor_bound,999999999331,999999999337,999999999359,999999999459,False,,,,no_selection,,61,0,True,
1000000000000,visible_bound_all_wheel_open,anchor_bound,999999999331,999999999337,999999999359,999999999459,False,,,,no_selection,,61,0,True,
1000000000000,materialized_witnesses,seed_bound,999999999331,999999999337,999999999359,999999999465,False,,,,no_selection,,64,0,False,missing_materialized_candidate_rows
1000000000000,materialized_witnesses_wheel_open,seed_bound,999999999331,999999999337,999999999359,999999999465,False,,,,no_selection,,64,0,False,missing_materialized_candidate_rows
1000000000000,visible_bound_all,seed_bound,999999999331,999999999337,999999999359,999999999465,False,,,,no_selection,,64,0,True,
1000000000000,visible_bound_all_wheel_open,seed_bound,999999999331,999999999337,999999999359,999999999465,False,,,,no_selection,,64,0,True,
1000000000000,materialized_witnesses,anchor_bound,999999999287,999999999289,999999999293,999999999415,False,,,,no_selection,,63,0,False,missing_materialized_candidate_rows
1000000000000,materialized_witnesses_wheel_open,anchor_bound,999999999287,999999999289,999999999293,999999999415,False,,,,no_selection,,63,0,False,missing_materialized_candidate_rows
1000000000000,visible_bound_all,anchor_bound,999999999287,999999999289,999999999293,999999999415,False,,,,no_selection,,63,0,True,
1000000000000,visible_bound_all_wheel_open,anchor_bound,999999999287,999999999289,999999999293,999999999415,False,,,,no_selection,,63,0,True,
1000000000000,materialized_witnesses,seed_bound,999999999287,999999999289,999999999293,999999999417,False,,,,no_selection,,64,0,False,missing_materialized_candidate_rows
1000000000000,materialized_witnesses_wheel_open,seed_bound,999999999287,999999999289,999999999293,999999999417,False,,,,no_selection,,64,0,False,missing_materialized_candidate_rows
1000000000000,visible_bound_all,seed_bound,999999999287,999999999289,999999999293,999999999417,False,,,,no_selection,,64,0,True,
1000000000000,visible_bound_all_wheel_open,seed_bound,999999999287,999999999289,999999999293,999999999417,False,,,,no_selection,,64,0,True,
1000000000000,materialized_witnesses,anchor_bound,999999999161,999999999209,999999999247,999999999289,False,,,,no_selection,,40,0,False,missing_materialized_candidate_rows
1000000000000,materialized_witnesses_wheel_open,anchor_bound,999999999161,999999999209,999999999247,999999999289,False,,,,no_selection,,40,0,False,missing_materialized_candidate_rows
1000000000000,visible_bound_all,anchor_bound,999999999161,999999999209,999999999247,999999999289,False,,,,no_selection,,40,0,True,
1000000000000,visible_bound_all_wheel_open,anchor_bound,999999999161,999999999209,999999999247,999999999289,False,,,,no_selection,,40,0,True,
1000000000000,materialized_witnesses,seed_bound,999999999161,999999999209,999999999247,999999999337,False,,,,no_selection,,64,0,False,missing_materialized_candidate_rows
1000000000000,materialized_witnesses_wheel_open,seed_bound,999999999161,999999999209,999999999247,999999999337,False,,,,no_selection,,64,0,False,missing_materialized_candidate_rows
1000000000000,visible_bound_all,seed_bound,999999999161,999999999209,999999999247,999999999337,False,,,,no_selection,,64,0,True,
1000000000000,visible_bound_all_wheel_open,seed_bound,999999999161,999999999209,999999999247,999999999337,False,,,,no_selection,,64,0,True,
1000000000000,materialized_witnesses,anchor_bound,999999999143,999999999151,999999999161,999999999271,False,,,,no_selection,,60,0,False,missing_materialized_candidate_rows
1000000000000,materialized_witnesses_wheel_open,anchor_bound,999999999143,999999999151,999999999161,999999999271,False,,,,no_selection,,60,0,False,missing_materialized_candidate_rows
1000000000000,visible_bound_all,anchor_bound,999999999143,999999999151,999999999161,999999999271,False,,,,no_selection,,60,0,True,
1000000000000,visible_bound_all_wheel_open,anchor_bound,999999999143,999999999151,999999999161,999999999271,False,,,,no_selection,,60,0,True,
1000000000000,materialized_witnesses,seed_bound,999999999143,999999999151,999999999161,999999999279,False,,,,no_selection,,64,0,False,missing_materialized_candidate_rows
1000000000000,materialized_witnesses_wheel_open,seed_bound,999999999143,999999999151,999999999161,999999999279,False,,,,no_selection,,64,0,False,missing_materialized_candidate_rows
1000000000000,visible_bound_all,seed_bound,999999999143,999999999151,999999999161,999999999279,False,,,,no_selection,,64,0,True,
1000000000000,visible_bound_all_wheel_open,seed_bound,999999999143,999999999151,999999999161,999999999279,False,,,,no_selection,,64,0,True,
1000000000000,materialized_witnesses,anchor_bound,999999998867,999999998869,999999998939,999999998995,False,,,,no_selection,,63,0,False,missing_materialized_candidate_rows
1000000000000,materialized_witnesses_wheel_open,anchor_bound,999999998867,999999998869,999999998939,999999998995,False,,,,no_selection,,63,0,False,missing_materialized_candidate_rows
1000000000000,visible_bound_all,anchor_bound,999999998867,999999998869,999999998939,999999998995,False,,,,no_selection,,63,0,True,
1000000000000,visible_bound_all_wheel_open,anchor_bound,999999998867,999999998869,999999998939,999999998995,False,,,,no_selection,,63,0,True,
1000000000000,materialized_witnesses,seed_bound,999999998867,999999998869,999999998939,999999998997,False,,,,no_selection,,64,0,False,missing_materialized_candidate_rows
1000000000000,materialized_witnesses_wheel_open,seed_bound,999999998867,999999998869,999999998939,999999998997,False,,,,no_selection,,64,0,False,missing_materialized_candidate_rows
1000000000000,visible_bound_all,seed_bound,999999998867,999999998869,999999998939,999999998997,False,,,,no_selection,,64,0,True,
1000000000000,visible_bound_all_wheel_open,seed_bound,999999998867,999999998869,999999998939,999999998997,False,,,,no_selection,,64,0,True,
1000000000000,materialized_witnesses,anchor_bound,999999998801,999999998813,999999998821,999999998929,False,,,,no_selection,,58,0,False,missing_materialized_candidate_rows
1000000000000,materialized_witnesses_wheel_open,anchor_bound,999999998801,999999998813,999999998821,999999998929,False,,,,no_selection,,58,0,False,missing_materialized_candidate_rows
1000000000000,visible_bound_all,anchor_bound,999999998801,999999998813,999999998821,999999998929,False,,,,no_selection,,58,0,True,
1000000000000,visible_bound_all_wheel_open,anchor_bound,999999998801,999999998813,999999998821,999999998929,False,,,,no_selection,,58,0,True,
1000000000000,materialized_witnesses,seed_bound,999999998801,999999998813,999999998821,999999998941,False,,,,no_selection,,64,0,False,missing_materialized_candidate_rows
1000000000000,materialized_witnesses_wheel_open,seed_bound,999999998801,999999998813,999999998821,999999998941,False,,,,no_selection,,64,0,False,missing_materialized_candidate_rows
1000000000000,visible_bound_all,seed_bound,999999998801,999999998813,999999998821,999999998941,False,,,,no_selection,,64,0,True,
1000000000000,visible_bound_all_wheel_open,seed_bound,999999998801,999999998813,999999998821,999999998941,False,,,,no_selection,,64,0,True,
1000000000000,materialized_witnesses,anchor_bound,999999998611,999999998623,999999998713,999999998739,False,,,,no_selection,,58,0,False,missing_materialized_candidate_rows
1000000000000,materialized_witnesses_wheel_open,anchor_bound,999999998611,999999998623,999999998713,999999998739,False,,,,no_selection,,58,0,False,missing_materialized_candidate_rows
1000000000000,visible_bound_all,anchor_bound,999999998611,999999998623,999999998713,999999998739,False,,,,no_selection,,58,0,True,
1000000000000,visible_bound_all_wheel_open,anchor_bound,999999998611,999999998623,999999998713,999999998739,False,,,,no_selection,,58,0,True,
1000000000000,materialized_witnesses,seed_bound,999999998611,999999998623,999999998713,999999998751,False,,,,no_selection,,64,0,False,missing_materialized_candidate_rows
1000000000000,materialized_witnesses_wheel_open,seed_bound,999999998611,999999998623,999999998713,999999998751,False,,,,no_selection,,64,0,False,missing_materialized_candidate_rows
1000000000000,visible_bound_all,seed_bound,999999998611,999999998623,999999998713,999999998751,False,,,,no_selection,,64,0,True,
1000000000000,visible_bound_all_wheel_open,seed_bound,999999998611,999999998623,999999998713,999999998751,False,,,,no_selection,,64,0,True,
1000000000000,materialized_witnesses,anchor_bound,999999998533,999999998537,999999998567,999999998661,False,,,,no_selection,,62,0,False,missing_materialized_candidate_rows
1000000000000,materialized_witnesses_wheel_open,anchor_bound,999999998533,999999998537,999999998567,999999998661,False,,,,no_selection,,62,0,False,missing_materialized_candidate_rows
1000000000000,visible_bound_all,anchor_bound,999999998533,999999998537,999999998567,999999998661,False,,,,no_selection,,62,0,True,
1000000000000,visible_bound_all_wheel_open,anchor_bound,999999998533,999999998537,999999998567,999999998661,False,,,,no_selection,,62,0,True,
1000000000000,materialized_witnesses,seed_bound,999999998533,999999998537,999999998567,999999998665,False,,,,no_selection,,64,0,False,missing_materialized_candidate_rows
1000000000000,materialized_witnesses_wheel_open,seed_bound,999999998533,999999998537,999999998567,999999998665,False,,,,no_selection,,64,0,False,missing_materialized_candidate_rows
1000000000000,visible_bound_all,seed_bound,999999998533,999999998537,999999998567,999999998665,False,,,,no_selection,,64,0,True,
1000000000000,visible_bound_all_wheel_open,seed_bound,999999998533,999999998537,999999998567,999999998665,False,,,,no_selection,,64,0,True,
1000000000000,materialized_witnesses,anchor_bound,999999998513,999999998521,999999998527,999999998641,False,,,,no_selection,,60,0,False,missing_materialized_candidate_rows
1000000000000,materialized_witnesses_wheel_open,anchor_bound,999999998513,999999998521,999999998527,999999998641,False,,,,no_selection,,60,0,False,missing_materialized_candidate_rows
1000000000000,visible_bound_all,anchor_bound,999999998513,999999998521,999999998527,999999998641,False,,,,no_selection,,60,0,True,
1000000000000,visible_bound_all_wheel_open,anchor_bound,999999998513,999999998521,999999998527,999999998641,False,,,,no_selection,,60,0,True,
1000000000000,materialized_witnesses,seed_bound,999999998513,999999998521,999999998527,999999998649,False,,,,no_selection,,64,0,False,missing_materialized_candidate_rows
1000000000000,materialized_witnesses_wheel_open,seed_bound,999999998513,999999998521,999999998527,999999998649,False,,,,no_selection,,64,0,False,missing_materialized_candidate_rows
1000000000000,visible_bound_all,seed_bound,999999998513,999999998521,999999998527,999999998649,False,,,,no_selection,,64,0,True,
1000000000000,visible_bound_all_wheel_open,seed_bound,999999998513,999999998521,999999998527,999999998649,False,,,,no_selection,,64,0,True,
1000000000000,materialized_witnesses,anchor_bound,999999998461,999999998479,999999998497,999999998589,False,,,,no_selection,,55,0,False,missing_materialized_candidate_rows
1000000000000,materialized_witnesses_wheel_open,anchor_bound,999999998461,999999998479,999999998497,999999998589,False,,,,no_selection,,55,0,False,missing_materialized_candidate_rows
1000000000000,visible_bound_all,anchor_bound,999999998461,999999998479,999999998497,999999998589,False,,,,no_selection,,55,0,True,
1000000000000,visible_bound_all_wheel_open,anchor_bound,999999998461,999999998479,999999998497,999999998589,False,,,,no_selection,,55,0,True,
1000000000000,materialized_witnesses,seed_bound,999999998461,999999998479,999999998497,999999998607,False,,,,no_selection,,64,0,False,missing_materialized_candidate_rows
1000000000000,materialized_witnesses_wheel_open,seed_bound,999999998461,999999998479,999999998497,999999998607,False,,,,no_selection,,64,0,False,missing_materialized_candidate_rows
1000000000000,visible_bound_all,seed_bound,999999998461,999999998479,999999998497,999999998607,False,,,,no_selection,,64,0,True,
1000000000000,visible_bound_all_wheel_open,seed_bound,999999998461,999999998479,999999998497,999999998607,False,,,,no_selection,,64,0,True,
1000000000000,materialized_witnesses,anchor_bound,999999998401,999999998411,999999998429,999999998529,False,,,,no_selection,,59,0,False,missing_materialized_candidate_rows
1000000000000,materialized_witnesses_wheel_open,anchor_bound,999999998401,999999998411,999999998429,999999998529,False,,,,no_selection,,59,0,False,missing_materialized_candidate_rows
1000000000000,visible_bound_all,anchor_bound,999999998401,999999998411,999999998429,999999998529,False,,,,no_selection,,59,0,True,
1000000000000,visible_bound_all_wheel_open,anchor_bound,999999998401,999999998411,999999998429,999999998529,False,,,,no_selection,,59,0,True,
1000000000000,materialized_witnesses,seed_bound,999999998401,999999998411,999999998429,999999998539,False,,,,no_selection,,64,0,False,missing_materialized_candidate_rows
1000000000000,materialized_witnesses_wheel_open,seed_bound,999999998401,999999998411,999999998429,999999998539,False,,,,no_selection,,64,0,False,missing_materialized_candidate_rows
1000000000000,visible_bound_all,seed_bound,999999998401,999999998411,999999998429,999999998539,False,,,,no_selection,,64,0,True,
1000000000000,visible_bound_all_wheel_open,seed_bound,999999998401,999999998411,999999998429,999999998539,False,,,,no_selection,,64,0,True,
1000000000000,materialized_witnesses,anchor_bound,999999998311,999999998381,999999998399,999999998439,False,,,,no_selection,,29,0,False,missing_materialized_candidate_rows
1000000000000,materialized_witnesses_wheel_open,anchor_bound,999999998311,999999998381,999999998399,999999998439,False,,,,no_selection,,29,0,False,missing_materialized_candidate_rows
1000000000000,visible_bound_all,anchor_bound,999999998311,999999998381,999999998399,999999998439,False,,,,no_selection,,29,0,True,
1000000000000,visible_bound_all_wheel_open,anchor_bound,999999998311,999999998381,999999998399,999999998439,False,,,,no_selection,,29,0,True,
1000000000000,materialized_witnesses,seed_bound,999999998311,999999998381,999999998399,999999998509,False,,,,no_selection,,64,0,False,missing_materialized_candidate_rows
1000000000000,materialized_witnesses_wheel_open,seed_bound,999999998311,999999998381,999999998399,999999998509,False,,,,no_selection,,64,0,False,missing_materialized_candidate_rows
1000000000000,visible_bound_all,seed_bound,999999998311,999999998381,999999998399,999999998509,False,,,,no_selection,,64,0,True,
1000000000000,visible_bound_all_wheel_open,seed_bound,999999998311,999999998381,999999998399,999999998509,False,,,,no_selection,,64,0,True,
1000000000000,materialized_witnesses,anchor_bound,999999998237,999999998243,999999998281,999999998365,False,,,,no_selection,,61,0,False,missing_materialized_candidate_rows
1000000000000,materialized_witnesses_wheel_open,anchor_bound,999999998237,999999998243,999999998281,999999998365,False,,,,no_selection,,61,0,False,missing_materialized_candidate_rows
1000000000000,visible_bound_all,anchor_bound,999999998237,999999998243,999999998281,999999998365,False,,,,no_selection,,61,0,True,
1000000000000,visible_bound_all_wheel_open,anchor_bound,999999998237,999999998243,999999998281,999999998365,False,,,,no_selection,,61,0,True,
1000000000000,materialized_witnesses,seed_bound,999999998237,999999998243,999999998281,999999998371,False,,,,no_selection,,64,0,False,missing_materialized_candidate_rows
1000000000000,materialized_witnesses_wheel_open,seed_bound,999999998237,999999998243,999999998281,999999998371,False,,,,no_selection,,64,0,False,missing_materialized_candidate_rows
1000000000000,visible_bound_all,seed_bound,999999998237,999999998243,999999998281,999999998371,False,,,,no_selection,,64,0,True,
1000000000000,visible_bound_all_wheel_open,seed_bound,999999998237,999999998243,999999998281,999999998371,False,,,,no_selection,,64,0,True,
1000000000000,materialized_witnesses,anchor_bound,999999998227,999999998233,999999998237,999999998355,False,,,,no_selection,,61,0,False,missing_materialized_candidate_rows
1000000000000,materialized_witnesses_wheel_open,anchor_bound,999999998227,999999998233,999999998237,999999998355,False,,,,no_selection,,61,0,False,missing_materialized_candidate_rows
1000000000000,visible_bound_all,anchor_bound,999999998227,999999998233,999999998237,999999998355,False,,,,no_selection,,61,0,True,
1000000000000,visible_bound_all_wheel_open,anchor_bound,999999998227,999999998233,999999998237,999999998355,False,,,,no_selection,,61,0,True,
1000000000000,materialized_witnesses,seed_bound,999999998227,999999998233,999999998237,999999998361,False,,,,no_selection,,64,0,False,missing_materialized_candidate_rows
1000000000000,materialized_witnesses_wheel_open,seed_bound,999999998227,999999998233,999999998237,999999998361,False,,,,no_selection,,64,0,False,missing_materialized_candidate_rows
1000000000000,visible_bound_all,seed_bound,999999998227,999999998233,999999998237,999999998361,False,,,,no_selection,,64,0,True,
1000000000000,visible_bound_all_wheel_open,seed_bound,999999998227,999999998233,999999998237,999999998361,False,,,,no_selection,,64,0,True,
1000000000000,materialized_witnesses,anchor_bound,999999998203,999999998209,999999998227,999999998331,False,,,,no_selection,,61,0,False,missing_materialized_candidate_rows
1000000000000,materialized_witnesses_wheel_open,anchor_bound,999999998203,999999998209,999999998227,999999998331,False,,,,no_selection,,61,0,False,missing_materialized_candidate_rows
1000000000000,visible_bound_all,anchor_bound,999999998203,999999998209,999999998227,999999998331,False,,,,no_selection,,61,0,True,
1000000000000,visible_bound_all_wheel_open,anchor_bound,999999998203,999999998209,999999998227,999999998331,False,,,,no_selection,,61,0,True,
1000000000000,materialized_witnesses,seed_bound,999999998203,999999998209,999999998227,999999998337,False,,,,no_selection,,64,0,False,missing_materialized_candidate_rows
1000000000000,materialized_witnesses_wheel_open,seed_bound,999999998203,999999998209,999999998227,999999998337,False,,,,no_selection,,64,0,False,missing_materialized_candidate_rows
1000000000000,visible_bound_all,seed_bound,999999998203,999999998209,999999998227,999999998337,False,,,,no_selection,,64,0,True,
1000000000000,visible_bound_all_wheel_open,seed_bound,999999998203,999999998209,999999998227,999999998337,False,,,,no_selection,,64,0,True,
1000000000000,materialized_witnesses,anchor_bound,999999998183,999999998189,999999998191,999999998311,False,,,,no_selection,,61,0,False,missing_materialized_candidate_rows
1000000000000,materialized_witnesses_wheel_open,anchor_bound,999999998183,999999998189,999999998191,999999998311,False,,,,no_selection,,61,0,False,missing_materialized_candidate_rows
1000000000000,visible_bound_all,anchor_bound,999999998183,999999998189,999999998191,999999998311,False,,,,no_selection,,61,0,True,
1000000000000,visible_bound_all_wheel_open,anchor_bound,999999998183,999999998189,999999998191,999999998311,False,,,,no_selection,,61,0,True,
1000000000000,materialized_witnesses,seed_bound,999999998183,999999998189,999999998191,999999998317,False,,,,no_selection,,64,0,False,missing_materialized_candidate_rows
1000000000000,materialized_witnesses_wheel_open,seed_bound,999999998183,999999998189,999999998191,999999998317,False,,,,no_selection,,64,0,False,missing_materialized_candidate_rows
1000000000000,visible_bound_all,seed_bound,999999998183,999999998189,999999998191,999999998317,False,,,,no_selection,,64,0,True,
1000000000000,visible_bound_all_wheel_open,seed_bound,999999998183,999999998189,999999998191,999999998317,False,,,,no_selection,,64,0,True,
