scale,gap_count,observed_d4_share,baseline_d4_share,d4_enrichment,left_share,right_share,center_share,observed_edge2_share,baseline_edge2_share,edge2_enrichment
1000000000,1156866,0.823935529266138,0.15262369910748014,5.4418641258627,0.7656478797025758,0.1617015280940057,0.07265059220341855,0.35233899172419275,0.17701922064335146,1.9912440624631527
