scale,anchor_p,seed_q0,recovered_q_for_audit_only,ceiling_id,ceiling_value,ceiling_delta_from_seed,recovered_q_before_ceiling,visible_open_before_ceiling_or_bound,ceiling_exceeds_candidate_bound,terminal_is_last_visible_before_ceiling
1000000000000000,999999999999409,999999999999421,999999999999491,C_integer_square,1000000025191729,25192308,True,5,True,False
1000000000000000,999999999999409,999999999999421,999999999999491,C_odd_square,1000000025191729,25192308,True,5,True,False
1000000000000000,999999999999409,999999999999421,999999999999491,C_open_square,1000000025191729,25192308,True,5,True,False
1000000000000000,999999999999353,999999999999361,999999999999389,C_integer_square,1000000025191729,25192368,True,7,True,False
1000000000000000,999999999999353,999999999999361,999999999999389,C_odd_square,1000000025191729,25192368,True,7,True,False
1000000000000000,999999999999353,999999999999361,999999999999389,C_open_square,1000000025191729,25192368,True,7,True,False
1000000000000000,999999999999283,999999999999307,999999999999353,C_integer_square,1000000025191729,25192422,True,7,True,False
1000000000000000,999999999999283,999999999999307,999999999999353,C_odd_square,1000000025191729,25192422,True,7,True,False
1000000000000000,999999999999283,999999999999307,999999999999353,C_open_square,1000000025191729,25192422,True,7,True,False
1000000000000000,999999999999199,999999999999271,999999999999283,C_integer_square,1000000025191729,25192458,True,4,True,False
1000000000000000,999999999999199,999999999999271,999999999999283,C_odd_square,1000000025191729,25192458,True,4,True,False
1000000000000000,999999999999199,999999999999271,999999999999283,C_open_square,1000000025191729,25192458,True,4,True,False
1000000000000000,999999999999163,999999999999191,999999999999199,C_integer_square,1000000025191729,25192538,True,4,True,False
1000000000000000,999999999999163,999999999999191,999999999999199,C_odd_square,1000000025191729,25192538,True,4,True,False
1000000000000000,999999999999163,999999999999191,999999999999199,C_open_square,1000000025191729,25192538,True,4,True,False
1000000000000000,999999999999109,999999999999113,999999999999163,C_integer_square,1000000025191729,25192616,True,5,True,False
1000000000000000,999999999999109,999999999999113,999999999999163,C_odd_square,1000000025191729,25192616,True,5,True,False
1000000000000000,999999999999109,999999999999113,999999999999163,C_open_square,1000000025191729,25192616,True,5,True,False
1000000000000000,999999999999071,999999999999079,999999999999089,C_integer_square,1000000025191729,25192650,True,9,True,False
1000000000000000,999999999999071,999999999999079,999999999999089,C_odd_square,1000000025191729,25192650,True,9,True,False
1000000000000000,999999999999071,999999999999079,999999999999089,C_open_square,1000000025191729,25192650,True,9,True,False
1000000000000000,999999999998939,999999999998953,999999999999043,C_integer_square,1000000025191729,25192776,True,2,True,True
1000000000000000,999999999998939,999999999998953,999999999999043,C_odd_square,1000000025191729,25192776,True,2,True,True
1000000000000000,999999999998939,999999999998953,999999999999043,C_open_square,1000000025191729,25192776,True,2,True,True
1000000000000000,999999999998803,999999999998807,999999999998861,C_integer_square,1000000025191729,25192922,True,2,True,False
1000000000000000,999999999998803,999999999998807,999999999998861,C_odd_square,1000000025191729,25192922,True,2,True,False
1000000000000000,999999999998803,999999999998807,999999999998861,C_open_square,1000000025191729,25192922,True,2,True,False
1000000000000000,999999999998761,999999999998771,999999999998803,C_integer_square,1000000025191729,25192958,True,4,True,False
1000000000000000,999999999998761,999999999998771,999999999998803,C_odd_square,1000000025191729,25192958,True,4,True,False
1000000000000000,999999999998761,999999999998771,999999999998803,C_open_square,1000000025191729,25192958,True,4,True,False
1000000000000000,999999999998743,999999999998749,999999999998761,C_integer_square,1000000025191729,25192980,True,6,True,False
1000000000000000,999999999998743,999999999998749,999999999998761,C_odd_square,1000000025191729,25192980,True,6,True,False
1000000000000000,999999999998743,999999999998749,999999999998761,C_open_square,1000000025191729,25192980,True,6,True,False
1000000000000000,999999999998711,999999999998723,999999999998729,C_integer_square,1000000025191729,25193006,True,8,True,False
1000000000000000,999999999998711,999999999998723,999999999998729,C_odd_square,1000000025191729,25193006,True,8,True,False
1000000000000000,999999999998711,999999999998723,999999999998729,C_open_square,1000000025191729,25193006,True,8,True,False
1000000000000000,999999999998627,999999999998641,999999999998711,C_integer_square,1000000025191729,25193088,True,8,True,False
1000000000000000,999999999998627,999999999998641,999999999998711,C_odd_square,1000000025191729,25193088,True,8,True,False
1000000000000000,999999999998627,999999999998641,999999999998711,C_open_square,1000000025191729,25193088,True,8,True,False
1000000000000000,999999999998563,999999999998579,999999999998581,C_integer_square,1000000025191729,25193150,True,9,True,False
1000000000000000,999999999998563,999999999998579,999999999998581,C_odd_square,1000000025191729,25193150,True,9,True,False
1000000000000000,999999999998563,999999999998579,999999999998581,C_open_square,1000000025191729,25193150,True,9,True,False
1000000000000000,999999999998533,999999999998537,999999999998563,C_integer_square,1000000025191729,25193192,True,9,True,False
1000000000000000,999999999998533,999999999998537,999999999998563,C_odd_square,1000000025191729,25193192,True,9,True,False
1000000000000000,999999999998533,999999999998537,999999999998563,C_open_square,1000000025191729,25193192,True,9,True,False
1000000000000000,999999999998437,999999999998459,999999999998533,C_integer_square,1000000025191729,25193270,True,5,True,False
1000000000000000,999999999998437,999999999998459,999999999998533,C_odd_square,1000000025191729,25193270,True,5,True,False
1000000000000000,999999999998437,999999999998459,999999999998533,C_open_square,1000000025191729,25193270,True,5,True,False
1000000000000000,999999999998411,999999999998423,999999999998437,C_integer_square,1000000025191729,25193306,True,6,True,False
1000000000000000,999999999998411,999999999998423,999999999998437,C_odd_square,1000000025191729,25193306,True,6,True,False
1000000000000000,999999999998411,999999999998423,999999999998437,C_open_square,1000000025191729,25193306,True,6,True,False
1000000000000000,999999999998353,999999999998369,999999999998383,C_integer_square,1000000025191729,25193360,True,5,True,False
1000000000000000,999999999998353,999999999998369,999999999998383,C_odd_square,1000000025191729,25193360,True,5,True,False
1000000000000000,999999999998353,999999999998369,999999999998383,C_open_square,1000000025191729,25193360,True,5,True,False
1000000000000000,999999999998267,999999999998269,999999999998353,C_integer_square,1000000025191729,25193460,True,6,True,False
1000000000000000,999999999998267,999999999998269,999999999998353,C_odd_square,1000000025191729,25193460,True,6,True,False
1000000000000000,999999999998267,999999999998269,999999999998353,C_open_square,1000000025191729,25193460,True,6,True,False
1000000000000000,999999999998231,999999999998243,999999999998267,C_integer_square,1000000025191729,25193486,True,6,True,False
1000000000000000,999999999998231,999999999998243,999999999998267,C_odd_square,1000000025191729,25193486,True,6,True,False
1000000000000000,999999999998231,999999999998243,999999999998267,C_open_square,1000000025191729,25193486,True,6,True,False
1000000000000000,999999999998161,999999999998177,999999999998231,C_integer_square,1000000025191729,25193552,True,5,True,False
1000000000000000,999999999998161,999999999998177,999999999998231,C_odd_square,1000000025191729,25193552,True,5,True,False
1000000000000000,999999999998161,999999999998177,999999999998231,C_open_square,1000000025191729,25193552,True,5,True,False
1000000000000000,999999999998141,999999999998143,999999999998161,C_integer_square,1000000025191729,25193586,True,7,True,False
1000000000000000,999999999998141,999999999998143,999999999998161,C_odd_square,1000000025191729,25193586,True,7,True,False
1000000000000000,999999999998141,999999999998143,999999999998161,C_open_square,1000000025191729,25193586,True,7,True,False
1000000000000000,999999999998053,999999999998089,999999999998141,C_integer_square,1000000025191729,25193640,True,7,True,False
1000000000000000,999999999998053,999999999998089,999999999998141,C_odd_square,1000000025191729,25193640,True,7,True,False
1000000000000000,999999999998053,999999999998089,999999999998141,C_open_square,1000000025191729,25193640,True,7,True,False
1000000000000000,999999999998039,999999999998047,999999999998053,C_integer_square,1000000025191729,25193682,True,8,True,False
1000000000000000,999999999998039,999999999998047,999999999998053,C_odd_square,1000000025191729,25193682,True,8,True,False
1000000000000000,999999999998039,999999999998047,999999999998053,C_open_square,1000000025191729,25193682,True,8,True,False
1000000000000000,999999999998003,999999999998011,999999999998039,C_integer_square,1000000025191729,25193718,True,5,True,False
1000000000000000,999999999998003,999999999998011,999999999998039,C_odd_square,1000000025191729,25193718,True,5,True,False
1000000000000000,999999999998003,999999999998011,999999999998039,C_open_square,1000000025191729,25193718,True,5,True,False
1000000000000000,999999999997969,999999999997981,999999999997993,C_integer_square,1000000025191729,25193748,True,7,True,False
1000000000000000,999999999997969,999999999997981,999999999997993,C_odd_square,1000000025191729,25193748,True,7,True,False
1000000000000000,999999999997969,999999999997981,999999999997993,C_open_square,1000000025191729,25193748,True,7,True,False
1000000000000000,999999999997841,999999999997919,999999999997967,C_integer_square,1000000025191729,25193810,True,3,True,False
1000000000000000,999999999997841,999999999997919,999999999997967,C_odd_square,1000000025191729,25193810,True,3,True,False
1000000000000000,999999999997841,999999999997919,999999999997967,C_open_square,1000000025191729,25193810,True,3,True,False
1000000000000000,999999999997771,999999999997781,999999999997811,C_integer_square,1000000025191729,25193948,True,4,True,False
1000000000000000,999999999997771,999999999997781,999999999997811,C_odd_square,1000000025191729,25193948,True,4,True,False
1000000000000000,999999999997771,999999999997781,999999999997811,C_open_square,1000000025191729,25193948,True,4,True,False
1000000000000000,999999999997729,999999999997753,999999999997771,C_integer_square,1000000025191729,25193976,True,6,True,False
1000000000000000,999999999997729,999999999997753,999999999997771,C_odd_square,1000000025191729,25193976,True,6,True,False
1000000000000000,999999999997729,999999999997753,999999999997771,C_open_square,1000000025191729,25193976,True,6,True,False
1000000000000000,999999999997699,999999999997711,999999999997729,C_integer_square,1000000025191729,25194018,True,6,True,False
1000000000000000,999999999997699,999999999997711,999999999997729,C_odd_square,1000000025191729,25194018,True,6,True,False
1000000000000000,999999999997699,999999999997711,999999999997729,C_open_square,1000000025191729,25194018,True,6,True,False
1000000000000000,999999999997613,999999999997667,999999999997697,C_integer_square,1000000025191729,25194062,True,5,True,False
1000000000000000,999999999997613,999999999997667,999999999997697,C_odd_square,1000000025191729,25194062,True,5,True,False
1000000000000000,999999999997613,999999999997667,999999999997697,C_open_square,1000000025191729,25194062,True,5,True,False
1000000000000000,999999999997573,999999999997577,999999999997613,C_integer_square,1000000025191729,25194152,True,5,True,False
1000000000000000,999999999997573,999999999997577,999999999997613,C_odd_square,1000000025191729,25194152,True,5,True,False
1000000000000000,999999999997573,999999999997577,999999999997613,C_open_square,1000000025191729,25194152,True,5,True,False
1000000000000000,999999999997517,999999999997543,999999999997573,C_integer_square,1000000025191729,25194186,True,4,True,False
1000000000000000,999999999997517,999999999997543,999999999997573,C_odd_square,1000000025191729,25194186,True,4,True,False
1000000000000000,999999999997517,999999999997543,999999999997573,C_open_square,1000000025191729,25194186,True,4,True,False
1000000000000000,999999999997337,999999999997367,999999999997463,C_integer_square,1000000025191729,25194362,True,5,True,True
1000000000000000,999999999997337,999999999997367,999999999997463,C_odd_square,1000000025191729,25194362,True,5,True,True
1000000000000000,999999999997337,999999999997367,999999999997463,C_open_square,1000000025191729,25194362,True,5,True,True
1000000000000000,999999999997307,999999999997321,999999999997337,C_integer_square,1000000025191729,25194408,True,5,True,False
1000000000000000,999999999997307,999999999997321,999999999997337,C_odd_square,1000000025191729,25194408,True,5,True,False
1000000000000000,999999999997307,999999999997321,999999999997337,C_open_square,1000000025191729,25194408,True,5,True,False
1000000000000000,999999999997099,999999999997121,999999999997153,C_integer_square,1000000025191729,25194608,True,6,True,False
1000000000000000,999999999997099,999999999997121,999999999997153,C_odd_square,1000000025191729,25194608,True,6,True,False
1000000000000000,999999999997099,999999999997121,999999999997153,C_open_square,1000000025191729,25194608,True,6,True,False
1000000000000000,999999999997043,999999999997049,999999999997087,C_integer_square,1000000025191729,25194680,True,9,True,False
1000000000000000,999999999997043,999999999997049,999999999997087,C_odd_square,1000000025191729,25194680,True,9,True,False
1000000000000000,999999999997043,999999999997049,999999999997087,C_open_square,1000000025191729,25194680,True,9,True,False
1000000000000000,999999999997003,999999999997007,999999999997043,C_integer_square,1000000025191729,25194722,True,8,True,False
1000000000000000,999999999997003,999999999997007,999999999997043,C_odd_square,1000000025191729,25194722,True,8,True,False
1000000000000000,999999999997003,999999999997007,999999999997043,C_open_square,1000000025191729,25194722,True,8,True,False
1000000000000000,999999999996869,999999999996871,999999999996983,C_integer_square,1000000025191729,25194858,True,4,True,True
1000000000000000,999999999996869,999999999996871,999999999996983,C_odd_square,1000000025191729,25194858,True,4,True,True
1000000000000000,999999999996869,999999999996871,999999999996983,C_open_square,1000000025191729,25194858,True,4,True,True
1000000000000000,999999999996493,999999999996533,999999999996583,C_integer_square,1000000025191729,25195196,True,6,True,False
1000000000000000,999999999996493,999999999996533,999999999996583,C_odd_square,1000000025191729,25195196,True,6,True,False
1000000000000000,999999999996493,999999999996533,999999999996583,C_open_square,1000000025191729,25195196,True,6,True,False
1000000000000000,999999999996313,999999999996359,999999999996409,C_integer_square,1000000025191729,25195370,True,5,True,False
1000000000000000,999999999996313,999999999996359,999999999996409,C_odd_square,1000000025191729,25195370,True,5,True,False
1000000000000000,999999999996313,999999999996359,999999999996409,C_open_square,1000000025191729,25195370,True,5,True,False
1000000000000000,999999999996293,999999999996307,999999999996311,C_integer_square,1000000025191729,25195422,True,8,True,False
1000000000000000,999999999996293,999999999996307,999999999996311,C_odd_square,1000000025191729,25195422,True,8,True,False
1000000000000000,999999999996293,999999999996307,999999999996311,C_open_square,1000000025191729,25195422,True,8,True,False
1000000000000000,999999999996181,999999999996199,999999999996253,C_integer_square,1000000025191729,25195530,True,3,True,False
1000000000000000,999999999996181,999999999996199,999999999996253,C_odd_square,1000000025191729,25195530,True,3,True,False
1000000000000000,999999999996181,999999999996199,999999999996253,C_open_square,1000000025191729,25195530,True,3,True,False
1000000000000000,999999999996149,999999999996161,999999999996181,C_integer_square,1000000025191729,25195568,True,3,True,False
1000000000000000,999999999996149,999999999996161,999999999996181,C_odd_square,1000000025191729,25195568,True,3,True,False
1000000000000000,999999999996149,999999999996161,999999999996181,C_open_square,1000000025191729,25195568,True,3,True,False
1000000000000000,999999999996083,999999999996089,999999999996149,C_integer_square,1000000025191729,25195640,True,8,True,False
1000000000000000,999999999996083,999999999996089,999999999996149,C_odd_square,1000000025191729,25195640,True,8,True,False
1000000000000000,999999999996083,999999999996089,999999999996149,C_open_square,1000000025191729,25195640,True,8,True,False
1000000000000000,999999999995879,999999999995897,999999999995911,C_integer_square,1000000025191729,25195832,True,5,True,False
1000000000000000,999999999995879,999999999995897,999999999995911,C_odd_square,1000000025191729,25195832,True,5,True,False
1000000000000000,999999999995879,999999999995897,999999999995911,C_open_square,1000000025191729,25195832,True,5,True,False
1000000000000000,999999999995851,999999999995861,999999999995879,C_integer_square,1000000025191729,25195868,True,6,True,False
1000000000000000,999999999995851,999999999995861,999999999995879,C_odd_square,1000000025191729,25195868,True,6,True,False
1000000000000000,999999999995851,999999999995861,999999999995879,C_open_square,1000000025191729,25195868,True,6,True,False
1000000000000000,999999999995743,999999999995761,999999999995797,C_integer_square,1000000025191729,25195968,True,5,True,False
1000000000000000,999999999995743,999999999995761,999999999995797,C_odd_square,1000000025191729,25195968,True,5,True,False
1000000000000000,999999999995743,999999999995761,999999999995797,C_open_square,1000000025191729,25195968,True,5,True,False
1000000000000000,999999999995629,999999999995651,999999999995669,C_integer_square,1000000025191729,25196078,True,4,True,False
1000000000000000,999999999995629,999999999995651,999999999995669,C_odd_square,1000000025191729,25196078,True,4,True,False
1000000000000000,999999999995629,999999999995651,999999999995669,C_open_square,1000000025191729,25196078,True,4,True,False
1000000000000000,999999999995587,999999999995593,999999999995627,C_integer_square,1000000025191729,25196136,True,7,True,False
1000000000000000,999999999995587,999999999995593,999999999995627,C_odd_square,1000000025191729,25196136,True,7,True,False
1000000000000000,999999999995587,999999999995593,999999999995627,C_open_square,1000000025191729,25196136,True,7,True,False
1000000000000000,999999999995539,999999999995543,999999999995567,C_integer_square,1000000025191729,25196186,True,9,True,False
1000000000000000,999999999995539,999999999995543,999999999995567,C_odd_square,1000000025191729,25196186,True,9,True,False
1000000000000000,999999999995539,999999999995543,999999999995567,C_open_square,1000000025191729,25196186,True,9,True,False
1000000000000000,999999999995471,999999999995509,999999999995539,C_integer_square,1000000025191729,25196220,True,9,True,False
1000000000000000,999999999995471,999999999995509,999999999995539,C_odd_square,1000000025191729,25196220,True,9,True,False
1000000000000000,999999999995471,999999999995509,999999999995539,C_open_square,1000000025191729,25196220,True,9,True,False
1000000000000000,999999999995453,999999999995461,999999999995471,C_integer_square,1000000025191729,25196268,True,8,True,False
1000000000000000,999999999995453,999999999995461,999999999995471,C_odd_square,1000000025191729,25196268,True,8,True,False
1000000000000000,999999999995453,999999999995461,999999999995471,C_open_square,1000000025191729,25196268,True,8,True,False
1000000000000000,999999999995393,999999999995431,999999999995453,C_integer_square,1000000025191729,25196298,True,5,True,False
1000000000000000,999999999995393,999999999995431,999999999995453,C_odd_square,1000000025191729,25196298,True,5,True,False
1000000000000000,999999999995393,999999999995431,999999999995453,C_open_square,1000000025191729,25196298,True,5,True,False
1000000000000000,999999999995371,999999999995389,999999999995393,C_integer_square,1000000025191729,25196340,True,6,True,False
1000000000000000,999999999995371,999999999995389,999999999995393,C_odd_square,1000000025191729,25196340,True,6,True,False
1000000000000000,999999999995371,999999999995389,999999999995393,C_open_square,1000000025191729,25196340,True,6,True,False
1000000000000000,999999999995357,999999999995369,999999999995371,C_integer_square,1000000025191729,25196360,True,8,True,False
1000000000000000,999999999995357,999999999995369,999999999995371,C_odd_square,1000000025191729,25196360,True,8,True,False
1000000000000000,999999999995357,999999999995369,999999999995371,C_open_square,1000000025191729,25196360,True,8,True,False
1000000000000000,999999999995327,999999999995329,999999999995357,C_integer_square,1000000025191729,25196400,True,8,True,False
1000000000000000,999999999995327,999999999995329,999999999995357,C_odd_square,1000000025191729,25196400,True,8,True,False
1000000000000000,999999999995327,999999999995329,999999999995357,C_open_square,1000000025191729,25196400,True,8,True,False
1000000000000000,999999999995273,999999999995281,999999999995327,C_integer_square,1000000025191729,25196448,True,9,True,False
1000000000000000,999999999995273,999999999995281,999999999995327,C_odd_square,1000000025191729,25196448,True,9,True,False
1000000000000000,999999999995273,999999999995281,999999999995327,C_open_square,1000000025191729,25196448,True,9,True,False
1000000000000000,999999999995179,999999999995197,999999999995273,C_integer_square,1000000025191729,25196532,True,4,True,False
1000000000000000,999999999995179,999999999995197,999999999995273,C_odd_square,1000000025191729,25196532,True,4,True,False
1000000000000000,999999999995179,999999999995197,999999999995273,C_open_square,1000000025191729,25196532,True,4,True,False
1000000000000000,999999999995089,999999999995123,999999999995179,C_integer_square,1000000025191729,25196606,True,4,True,False
1000000000000000,999999999995089,999999999995123,999999999995179,C_odd_square,1000000025191729,25196606,True,4,True,False
1000000000000000,999999999995089,999999999995123,999999999995179,C_open_square,1000000025191729,25196606,True,4,True,False
1000000000000000,999999999995021,999999999995047,999999999995069,C_integer_square,1000000025191729,25196682,True,4,True,False
1000000000000000,999999999995021,999999999995047,999999999995069,C_odd_square,1000000025191729,25196682,True,4,True,False
1000000000000000,999999999995021,999999999995047,999999999995069,C_open_square,1000000025191729,25196682,True,4,True,False
1000000000000000,999999999994991,999999999995011,999999999995021,C_integer_square,1000000025191729,25196718,True,5,True,False
1000000000000000,999999999994991,999999999995011,999999999995021,C_odd_square,1000000025191729,25196718,True,5,True,False
1000000000000000,999999999994991,999999999995011,999999999995021,C_open_square,1000000025191729,25196718,True,5,True,False
1000000000000000,999999999994901,999999999994913,999999999994991,C_integer_square,1000000025191729,25196816,True,6,True,False
1000000000000000,999999999994901,999999999994913,999999999994991,C_odd_square,1000000025191729,25196816,True,6,True,False
1000000000000000,999999999994901,999999999994913,999999999994991,C_open_square,1000000025191729,25196816,True,6,True,False
1000000000000000,999999999994829,999999999994841,999999999994873,C_integer_square,1000000025191729,25196888,True,7,True,False
1000000000000000,999999999994829,999999999994841,999999999994873,C_odd_square,1000000025191729,25196888,True,7,True,False
1000000000000000,999999999994829,999999999994841,999999999994873,C_open_square,1000000025191729,25196888,True,7,True,False
1000000000000000,999999999994813,999999999994823,999999999994829,C_integer_square,1000000025191729,25196906,True,8,True,False
1000000000000000,999999999994813,999999999994823,999999999994829,C_odd_square,1000000025191729,25196906,True,8,True,False
1000000000000000,999999999994813,999999999994823,999999999994829,C_open_square,1000000025191729,25196906,True,8,True,False
1000000000000000,999999999994733,999999999994739,999999999994789,C_integer_square,1000000025191729,25196990,True,9,True,False
1000000000000000,999999999994733,999999999994739,999999999994789,C_odd_square,1000000025191729,25196990,True,9,True,False
1000000000000000,999999999994733,999999999994739,999999999994789,C_open_square,1000000025191729,25196990,True,9,True,False
1000000000000000,999999999994687,999999999994711,999999999994727,C_integer_square,1000000025191729,25197018,True,8,True,False
1000000000000000,999999999994687,999999999994711,999999999994727,C_odd_square,1000000025191729,25197018,True,8,True,False
1000000000000000,999999999994687,999999999994711,999999999994727,C_open_square,1000000025191729,25197018,True,8,True,False
1000000000000000,999999999994601,999999999994621,999999999994627,C_integer_square,1000000025191729,25197108,True,6,True,False
1000000000000000,999999999994601,999999999994621,999999999994627,C_odd_square,1000000025191729,25197108,True,6,True,False
1000000000000000,999999999994601,999999999994621,999999999994627,C_open_square,1000000025191729,25197108,True,6,True,False
1000000000000000,999999999994511,999999999994519,999999999994537,C_integer_square,1000000025191729,25197210,True,7,True,False
1000000000000000,999999999994511,999999999994519,999999999994537,C_odd_square,1000000025191729,25197210,True,7,True,False
1000000000000000,999999999994511,999999999994519,999999999994537,C_open_square,1000000025191729,25197210,True,7,True,False
1000000000000000,999999999994477,999999999994507,999999999994511,C_integer_square,1000000025191729,25197222,True,6,True,False
1000000000000000,999999999994477,999999999994507,999999999994511,C_odd_square,1000000025191729,25197222,True,6,True,False
1000000000000000,999999999994477,999999999994507,999999999994511,C_open_square,1000000025191729,25197222,True,6,True,False
1000000000000000,999999999994451,999999999994453,999999999994477,C_integer_square,1000000025191729,25197276,True,9,True,False
1000000000000000,999999999994451,999999999994453,999999999994477,C_odd_square,1000000025191729,25197276,True,9,True,False
1000000000000000,999999999994451,999999999994453,999999999994477,C_open_square,1000000025191729,25197276,True,9,True,False
1000000000000000,999999999994417,999999999994439,999999999994451,C_integer_square,1000000025191729,25197290,True,9,True,False
1000000000000000,999999999994417,999999999994439,999999999994451,C_odd_square,1000000025191729,25197290,True,9,True,False
1000000000000000,999999999994417,999999999994439,999999999994451,C_open_square,1000000025191729,25197290,True,9,True,False
1000000000000000,999999999994379,999999999994381,999999999994417,C_integer_square,1000000025191729,25197348,True,11,True,False
1000000000000000,999999999994379,999999999994381,999999999994417,C_odd_square,1000000025191729,25197348,True,11,True,False
1000000000000000,999999999994379,999999999994381,999999999994417,C_open_square,1000000025191729,25197348,True,11,True,False
1000000000000000,999999999994319,999999999994339,999999999994379,C_integer_square,1000000025191729,25197390,True,7,True,False
1000000000000000,999999999994319,999999999994339,999999999994379,C_odd_square,1000000025191729,25197390,True,7,True,False
1000000000000000,999999999994319,999999999994339,999999999994379,C_open_square,1000000025191729,25197390,True,7,True,False
1000000000000000,999999999994267,999999999994279,999999999994309,C_integer_square,1000000025191729,25197450,True,6,True,False
1000000000000000,999999999994267,999999999994279,999999999994309,C_odd_square,1000000025191729,25197450,True,6,True,False
1000000000000000,999999999994267,999999999994279,999999999994309,C_open_square,1000000025191729,25197450,True,6,True,False
1000000000000000,999999999994213,999999999994241,999999999994243,C_integer_square,1000000025191729,25197488,True,6,True,False
1000000000000000,999999999994213,999999999994241,999999999994243,C_odd_square,1000000025191729,25197488,True,6,True,False
1000000000000000,999999999994213,999999999994241,999999999994243,C_open_square,1000000025191729,25197488,True,6,True,False
1000000000000000,999999999994129,999999999994169,999999999994207,C_integer_square,1000000025191729,25197560,True,5,True,False
1000000000000000,999999999994129,999999999994169,999999999994207,C_odd_square,1000000025191729,25197560,True,5,True,False
1000000000000000,999999999994129,999999999994169,999999999994207,C_open_square,1000000025191729,25197560,True,5,True,False
1000000000000000,999999999994103,999999999994111,999999999994117,C_integer_square,1000000025191729,25197618,True,6,True,False
1000000000000000,999999999994103,999999999994111,999999999994117,C_odd_square,1000000025191729,25197618,True,6,True,False
1000000000000000,999999999994103,999999999994111,999999999994117,C_open_square,1000000025191729,25197618,True,6,True,False
1000000000000000,999999999994063,999999999994067,999999999994103,C_integer_square,1000000025191729,25197662,True,8,True,False
1000000000000000,999999999994063,999999999994067,999999999994103,C_odd_square,1000000025191729,25197662,True,8,True,False
1000000000000000,999999999994063,999999999994067,999999999994103,C_open_square,1000000025191729,25197662,True,8,True,False
1000000000000000,999999999993977,999999999993983,999999999994043,C_integer_square,1000000025191729,25197746,True,9,True,False
1000000000000000,999999999993977,999999999993983,999999999994043,C_odd_square,1000000025191729,25197746,True,9,True,False
1000000000000000,999999999993977,999999999993983,999999999994043,C_open_square,1000000025191729,25197746,True,9,True,False
1000000000000000,999999999993937,999999999993961,999999999993971,C_integer_square,1000000025191729,25197768,True,8,True,False
1000000000000000,999999999993937,999999999993961,999999999993971,C_odd_square,1000000025191729,25197768,True,8,True,False
1000000000000000,999999999993937,999999999993961,999999999993971,C_open_square,1000000025191729,25197768,True,8,True,False
1000000000000000,999999999993791,999999999993809,999999999993881,C_integer_square,1000000025191729,25197920,True,3,True,False
1000000000000000,999999999993791,999999999993809,999999999993881,C_odd_square,1000000025191729,25197920,True,3,True,False
1000000000000000,999999999993791,999999999993809,999999999993881,C_open_square,1000000025191729,25197920,True,3,True,False
1000000000000000,999999999993727,999999999993733,999999999993791,C_integer_square,1000000025191729,25197996,True,2,True,False
