scale,anchor_p,seed_q0,recovered_q_for_audit_only,candidate_n,candidate_visible_ordinal,candidate_offset_from_anchor,candidate_offset_from_seed,is_recovered_q_for_audit_only,prior_visible_open_count_including_seed,distance_open_prior_count_including_seed,distance_closed_prior_count_including_seed,seed_distance_closure_reason
1000000000000000,999999999990721,999999999990727,999999999990767,999999999990751,2,30,24,False,2,0,2,wheel_closed_residue:24
1000000000000000,999999999990721,999999999990727,999999999990767,999999999990767,3,46,40,True,3,0,3,wheel_closed_residue:10
1000000000000000,999999999990721,999999999990727,999999999990767,999999999990787,4,66,60,False,4,0,4,wheel_closed_residue:0
1000000000000000,999999999990721,999999999990727,999999999990767,999999999990799,5,78,72,False,5,0,5,wheel_closed_residue:12
1000000000000000,999999999990721,999999999990727,999999999990767,999999999990821,6,100,94,False,6,0,6,wheel_closed_residue:4
1000000000000000,999999999990721,999999999990727,999999999990767,999999999990829,7,108,102,False,7,0,7,wheel_closed_residue:12
1000000000000000,999999999990721,999999999990727,999999999990767,999999999990833,8,112,106,False,8,0,8,wheel_closed_residue:16
1000000000000000,999999999990697,999999999990709,999999999990721,999999999990721,1,24,12,True,1,0,1,wheel_closed_residue:12
1000000000000000,999999999990697,999999999990709,999999999990721,999999999990727,2,30,18,False,2,0,2,wheel_closed_residue:18
1000000000000000,999999999990697,999999999990709,999999999990721,999999999990743,3,46,34,False,3,0,3,wheel_closed_residue:4
1000000000000000,999999999990697,999999999990709,999999999990721,999999999990751,4,54,42,False,4,0,4,wheel_closed_residue:12
1000000000000000,999999999990697,999999999990709,999999999990721,999999999990767,5,70,58,False,5,0,5,wheel_closed_residue:28
1000000000000000,999999999990697,999999999990709,999999999990721,999999999990787,6,90,78,False,6,0,6,wheel_closed_residue:18
1000000000000000,999999999990697,999999999990709,999999999990721,999999999990799,7,102,90,False,7,0,7,wheel_closed_residue:0
1000000000000000,999999999990697,999999999990709,999999999990721,999999999990821,8,124,112,False,8,0,8,wheel_closed_residue:22
1000000000000000,999999999990671,999999999990679,999999999990697,999999999990697,1,26,18,True,1,0,1,wheel_closed_residue:18
1000000000000000,999999999990671,999999999990679,999999999990697,999999999990709,2,38,30,False,2,0,2,wheel_closed_residue:0
1000000000000000,999999999990671,999999999990679,999999999990697,999999999990721,3,50,42,False,3,0,3,wheel_closed_residue:12
1000000000000000,999999999990671,999999999990679,999999999990697,999999999990727,4,56,48,False,4,0,4,wheel_closed_residue:18
1000000000000000,999999999990671,999999999990679,999999999990697,999999999990743,5,72,64,False,5,0,5,wheel_closed_residue:4
1000000000000000,999999999990671,999999999990679,999999999990697,999999999990751,6,80,72,False,6,0,6,wheel_closed_residue:12
1000000000000000,999999999990671,999999999990679,999999999990697,999999999990767,7,96,88,False,7,0,7,wheel_closed_residue:28
1000000000000000,999999999990671,999999999990679,999999999990697,999999999990787,8,116,108,False,8,0,8,wheel_closed_residue:18
1000000000000000,999999999990671,999999999990679,999999999990697,999999999990799,9,128,120,False,9,0,9,wheel_closed_residue:0
1000000000000000,999999999990577,999999999990599,999999999990659,999999999990619,1,42,20,False,1,0,1,wheel_closed_residue:20
1000000000000000,999999999990577,999999999990599,999999999990659,999999999990623,2,46,24,False,2,0,2,wheel_closed_residue:24
1000000000000000,999999999990577,999999999990599,999999999990659,999999999990647,3,70,48,False,3,0,3,wheel_closed_residue:18
1000000000000000,999999999990577,999999999990599,999999999990659,999999999990659,4,82,60,True,4,0,4,wheel_closed_residue:0
1000000000000000,999999999990577,999999999990599,999999999990659,999999999990671,5,94,72,False,5,0,5,wheel_closed_residue:12
1000000000000000,999999999990577,999999999990599,999999999990659,999999999990679,6,102,80,False,6,0,6,wheel_closed_residue:20
1000000000000000,999999999990577,999999999990599,999999999990659,999999999990697,7,120,98,False,7,0,7,wheel_closed_residue:8
1000000000000000,999999999990493,999999999990503,999999999990577,999999999990521,1,28,18,False,1,0,1,wheel_closed_residue:18
1000000000000000,999999999990493,999999999990503,999999999990577,999999999990533,2,40,30,False,2,0,2,wheel_closed_residue:0
1000000000000000,999999999990493,999999999990503,999999999990577,999999999990559,3,66,56,False,3,0,3,wheel_closed_residue:26
1000000000000000,999999999990493,999999999990503,999999999990577,999999999990577,4,84,74,True,4,0,4,wheel_closed_residue:14
1000000000000000,999999999990493,999999999990503,999999999990577,999999999990599,5,106,96,False,5,0,5,wheel_closed_residue:6
1000000000000000,999999999990493,999999999990503,999999999990577,999999999990619,6,126,116,False,6,0,6,wheel_closed_residue:26
1000000000000000,999999999990461,999999999990463,999999999990493,999999999990493,1,32,30,True,1,0,1,wheel_closed_residue:0
1000000000000000,999999999990461,999999999990463,999999999990493,999999999990503,2,42,40,False,2,0,2,wheel_closed_residue:10
1000000000000000,999999999990461,999999999990463,999999999990493,999999999990521,3,60,58,False,3,0,3,wheel_closed_residue:28
1000000000000000,999999999990461,999999999990463,999999999990493,999999999990533,4,72,70,False,4,0,4,wheel_closed_residue:10
1000000000000000,999999999990461,999999999990463,999999999990493,999999999990559,5,98,96,False,5,0,5,wheel_closed_residue:6
1000000000000000,999999999990461,999999999990463,999999999990493,999999999990577,6,116,114,False,6,0,6,wheel_closed_residue:24
1000000000000000,999999999990443,999999999990457,999999999990461,999999999990461,1,18,4,True,1,0,1,wheel_closed_residue:4
1000000000000000,999999999990443,999999999990457,999999999990461,999999999990463,2,20,6,False,2,0,2,wheel_closed_residue:6
1000000000000000,999999999990443,999999999990457,999999999990461,999999999990493,3,50,36,False,3,0,3,wheel_closed_residue:6
1000000000000000,999999999990443,999999999990457,999999999990461,999999999990503,4,60,46,False,4,0,4,wheel_closed_residue:16
1000000000000000,999999999990443,999999999990457,999999999990461,999999999990521,5,78,64,False,5,0,5,wheel_closed_residue:4
1000000000000000,999999999990443,999999999990457,999999999990461,999999999990533,6,90,76,False,6,0,6,wheel_closed_residue:16
1000000000000000,999999999990443,999999999990457,999999999990461,999999999990559,7,116,102,False,7,0,7,wheel_closed_residue:12
1000000000000000000,999999999999999967,999999999999999983,999999999999999989,999999999999999989,1,22,6,True,1,0,1,wheel_closed_residue:6
1000000000000000000,999999999999999967,999999999999999983,999999999999999989,1000000000000000003,2,36,20,False,2,0,2,wheel_closed_residue:20
1000000000000000000,999999999999999967,999999999999999983,999999999999999989,1000000000000000007,3,40,24,False,3,0,3,wheel_closed_residue:24
1000000000000000000,999999999999999967,999999999999999983,999999999999999989,1000000000000000009,4,42,26,False,4,0,4,wheel_closed_residue:26
1000000000000000000,999999999999999967,999999999999999983,999999999999999989,1000000000000000031,5,64,48,False,5,0,5,wheel_closed_residue:18
1000000000000000000,999999999999999967,999999999999999983,999999999999999989,1000000000000000057,6,90,74,False,6,0,6,wheel_closed_residue:14
1000000000000000000,999999999999999967,999999999999999983,999999999999999989,1000000000000000079,7,112,96,False,7,0,7,wheel_closed_residue:6
1000000000000000000,999999999999999877,999999999999999881,999999999999999967,999999999999999967,1,90,86,True,1,0,1,wheel_closed_residue:26
1000000000000000000,999999999999999877,999999999999999881,999999999999999967,999999999999999983,2,106,102,False,2,0,2,wheel_closed_residue:12
1000000000000000000,999999999999999877,999999999999999881,999999999999999967,999999999999999989,3,112,108,False,3,0,3,wheel_closed_residue:18
1000000000000000000,999999999999999877,999999999999999881,999999999999999967,1000000000000000003,4,126,122,False,4,0,4,wheel_closed_residue:2
1000000000000000000,999999999999999829,999999999999999833,999999999999999863,999999999999999857,1,28,24,False,1,0,1,wheel_closed_residue:24
1000000000000000000,999999999999999829,999999999999999833,999999999999999863,999999999999999863,2,34,30,True,2,0,2,wheel_closed_residue:0
1000000000000000000,999999999999999829,999999999999999833,999999999999999863,999999999999999877,3,48,44,False,3,0,3,wheel_closed_residue:14
1000000000000000000,999999999999999829,999999999999999833,999999999999999863,999999999999999881,4,52,48,False,4,0,4,wheel_closed_residue:18
1000000000000000000,999999999999999749,999999999999999767,999999999999999829,999999999999999773,1,24,6,False,1,0,1,wheel_closed_residue:6
1000000000000000000,999999999999999749,999999999999999767,999999999999999829,999999999999999787,2,38,20,False,2,0,2,wheel_closed_residue:20
1000000000000000000,999999999999999749,999999999999999767,999999999999999829,999999999999999811,3,62,44,False,3,0,3,wheel_closed_residue:14
1000000000000000000,999999999999999749,999999999999999767,999999999999999829,999999999999999829,4,80,62,True,4,0,4,wheel_closed_residue:2
1000000000000000000,999999999999999749,999999999999999767,999999999999999829,999999999999999833,5,84,66,False,5,0,5,wheel_closed_residue:6
1000000000000000000,999999999999999749,999999999999999767,999999999999999829,999999999999999857,6,108,90,False,6,0,6,wheel_closed_residue:0
1000000000000000000,999999999999999749,999999999999999767,999999999999999829,999999999999999863,7,114,96,False,7,0,7,wheel_closed_residue:6
1000000000000000000,999999999999999749,999999999999999767,999999999999999829,999999999999999877,8,128,110,False,8,0,8,wheel_closed_residue:20
1000000000000000000,999999999999999709,999999999999999727,999999999999999737,999999999999999737,1,28,10,True,1,0,1,wheel_closed_residue:10
1000000000000000000,999999999999999709,999999999999999727,999999999999999737,999999999999999749,2,40,22,False,2,0,2,wheel_closed_residue:22
1000000000000000000,999999999999999709,999999999999999727,999999999999999737,999999999999999767,3,58,40,False,3,0,3,wheel_closed_residue:10
1000000000000000000,999999999999999709,999999999999999727,999999999999999737,999999999999999773,4,64,46,False,4,0,4,wheel_closed_residue:16
1000000000000000000,999999999999999709,999999999999999727,999999999999999737,999999999999999787,5,78,60,False,5,0,5,wheel_closed_residue:0
1000000000000000000,999999999999999709,999999999999999727,999999999999999737,999999999999999811,6,102,84,False,6,0,6,wheel_closed_residue:24
1000000000000000000,999999999999999709,999999999999999727,999999999999999737,999999999999999829,7,120,102,False,7,0,7,wheel_closed_residue:12
1000000000000000000,999999999999999709,999999999999999727,999999999999999737,999999999999999833,8,124,106,False,8,0,8,wheel_closed_residue:16
1000000000000000000,999999999999999637,999999999999999641,999999999999999709,999999999999999643,1,6,2,False,1,0,1,wheel_closed_residue:2
1000000000000000000,999999999999999637,999999999999999641,999999999999999709,999999999999999659,2,22,18,False,2,0,2,wheel_closed_residue:18
1000000000000000000,999999999999999637,999999999999999641,999999999999999709,999999999999999667,3,30,26,False,3,0,3,wheel_closed_residue:26
1000000000000000000,999999999999999637,999999999999999641,999999999999999709,999999999999999671,4,34,30,False,4,0,4,wheel_closed_residue:0
1000000000000000000,999999999999999637,999999999999999641,999999999999999709,999999999999999673,5,36,32,False,5,0,5,wheel_closed_residue:2
1000000000000000000,999999999999999637,999999999999999641,999999999999999709,999999999999999709,6,72,68,True,6,0,6,wheel_closed_residue:8
1000000000000000000,999999999999999637,999999999999999641,999999999999999709,999999999999999727,7,90,86,False,7,0,7,wheel_closed_residue:26
1000000000000000000,999999999999999637,999999999999999641,999999999999999709,999999999999999737,8,100,96,False,8,0,8,wheel_closed_residue:6
1000000000000000000,999999999999999637,999999999999999641,999999999999999709,999999999999999749,9,112,108,False,9,0,9,wheel_closed_residue:18
1000000000000000000,999999999999999613,999999999999999617,999999999999999631,999999999999999631,1,18,14,True,1,0,1,wheel_closed_residue:14
1000000000000000000,999999999999999613,999999999999999617,999999999999999631,999999999999999637,2,24,20,False,2,0,2,wheel_closed_residue:20
1000000000000000000,999999999999999613,999999999999999617,999999999999999631,999999999999999641,3,28,24,False,3,0,3,wheel_closed_residue:24
1000000000000000000,999999999999999613,999999999999999617,999999999999999631,999999999999999643,4,30,26,False,4,0,4,wheel_closed_residue:26
1000000000000000000,999999999999999613,999999999999999617,999999999999999631,999999999999999659,5,46,42,False,5,0,5,wheel_closed_residue:12
1000000000000000000,999999999999999613,999999999999999617,999999999999999631,999999999999999667,6,54,50,False,6,0,6,wheel_closed_residue:20
1000000000000000000,999999999999999613,999999999999999617,999999999999999631,999999999999999671,7,58,54,False,7,0,7,wheel_closed_residue:24
1000000000000000000,999999999999999613,999999999999999617,999999999999999631,999999999999999673,8,60,56,False,8,0,8,wheel_closed_residue:26
1000000000000000000,999999999999999613,999999999999999617,999999999999999631,999999999999999709,9,96,92,False,9,0,9,wheel_closed_residue:2
1000000000000000000,999999999999999613,999999999999999617,999999999999999631,999999999999999727,10,114,110,False,10,0,10,wheel_closed_residue:20
1000000000000000000,999999999999999613,999999999999999617,999999999999999631,999999999999999737,11,124,120,False,11,0,11,wheel_closed_residue:0
1000000000000000000,999999999999999569,999999999999999599,999999999999999601,999999999999999601,1,32,2,True,1,0,1,wheel_closed_residue:2
1000000000000000000,999999999999999569,999999999999999599,999999999999999601,999999999999999613,2,44,14,False,2,0,2,wheel_closed_residue:14
1000000000000000000,999999999999999569,999999999999999599,999999999999999601,999999999999999617,3,48,18,False,3,0,3,wheel_closed_residue:18
1000000000000000000,999999999999999569,999999999999999599,999999999999999601,999999999999999631,4,62,32,False,4,0,4,wheel_closed_residue:2
1000000000000000000,999999999999999569,999999999999999599,999999999999999601,999999999999999637,5,68,38,False,5,0,5,wheel_closed_residue:8
1000000000000000000,999999999999999569,999999999999999599,999999999999999601,999999999999999641,6,72,42,False,6,0,6,wheel_closed_residue:12
1000000000000000000,999999999999999569,999999999999999599,999999999999999601,999999999999999643,7,74,44,False,7,0,7,wheel_closed_residue:14
1000000000000000000,999999999999999569,999999999999999599,999999999999999601,999999999999999659,8,90,60,False,8,0,8,wheel_closed_residue:0
1000000000000000000,999999999999999569,999999999999999599,999999999999999601,999999999999999667,9,98,68,False,9,0,9,wheel_closed_residue:8
1000000000000000000,999999999999999569,999999999999999599,999999999999999601,999999999999999671,10,102,72,False,10,0,10,wheel_closed_residue:12
1000000000000000000,999999999999999569,999999999999999599,999999999999999601,999999999999999673,11,104,74,False,11,0,11,wheel_closed_residue:14
1000000000000000000,999999999999999539,999999999999999541,999999999999999569,999999999999999547,1,8,6,False,1,0,1,wheel_closed_residue:6
1000000000000000000,999999999999999539,999999999999999541,999999999999999569,999999999999999553,2,14,12,False,2,0,2,wheel_closed_residue:12
1000000000000000000,999999999999999539,999999999999999541,999999999999999569,999999999999999563,3,24,22,False,3,0,3,wheel_closed_residue:22
1000000000000000000,999999999999999539,999999999999999541,999999999999999569,999999999999999569,4,30,28,True,4,0,4,wheel_closed_residue:28
1000000000000000000,999999999999999539,999999999999999541,999999999999999569,999999999999999599,5,60,58,False,5,0,5,wheel_closed_residue:28
1000000000000000000,999999999999999539,999999999999999541,999999999999999569,999999999999999601,6,62,60,False,6,0,6,wheel_closed_residue:0
1000000000000000000,999999999999999539,999999999999999541,999999999999999569,999999999999999613,7,74,72,False,7,0,7,wheel_closed_residue:12
1000000000000000000,999999999999999539,999999999999999541,999999999999999569,999999999999999617,8,78,76,False,8,0,8,wheel_closed_residue:16
1000000000000000000,999999999999999539,999999999999999541,999999999999999569,999999999999999631,9,92,90,False,9,0,9,wheel_closed_residue:0
1000000000000000000,999999999999999539,999999999999999541,999999999999999569,999999999999999637,10,98,96,False,10,0,10,wheel_closed_residue:6
1000000000000000000,999999999999999539,999999999999999541,999999999999999569,999999999999999641,11,102,100,False,11,0,11,wheel_closed_residue:10
1000000000000000000,999999999999999539,999999999999999541,999999999999999569,999999999999999643,12,104,102,False,12,0,12,wheel_closed_residue:12
1000000000000000000,999999999999999539,999999999999999541,999999999999999569,999999999999999659,13,120,118,False,13,0,13,wheel_closed_residue:28
1000000000000000000,999999999999999539,999999999999999541,999999999999999569,999999999999999667,14,128,126,False,14,0,14,wheel_closed_residue:6
1000000000000000000,999999999999999487,999999999999999491,999999999999999503,999999999999999503,1,16,12,True,1,0,1,wheel_closed_residue:12
1000000000000000000,999999999999999487,999999999999999491,999999999999999503,999999999999999529,2,42,38,False,2,0,2,wheel_closed_residue:8
1000000000000000000,999999999999999487,999999999999999491,999999999999999503,999999999999999539,3,52,48,False,3,0,3,wheel_closed_residue:18
1000000000000000000,999999999999999487,999999999999999491,999999999999999503,999999999999999541,4,54,50,False,4,0,4,wheel_closed_residue:20
1000000000000000000,999999999999999487,999999999999999491,999999999999999503,999999999999999547,5,60,56,False,5,0,5,wheel_closed_residue:26
1000000000000000000,999999999999999487,999999999999999491,999999999999999503,999999999999999553,6,66,62,False,6,0,6,wheel_closed_residue:2
1000000000000000000,999999999999999487,999999999999999491,999999999999999503,999999999999999563,7,76,72,False,7,0,7,wheel_closed_residue:12
1000000000000000000,999999999999999487,999999999999999491,999999999999999503,999999999999999569,8,82,78,False,8,0,8,wheel_closed_residue:18
1000000000000000000,999999999999999487,999999999999999491,999999999999999503,999999999999999599,9,112,108,False,9,0,9,wheel_closed_residue:18
1000000000000000000,999999999999999487,999999999999999491,999999999999999503,999999999999999601,10,114,110,False,10,0,10,wheel_closed_residue:20
1000000000000000000,999999999999999487,999999999999999491,999999999999999503,999999999999999613,11,126,122,False,11,0,11,wheel_closed_residue:2
1000000000000000000,999999999999999419,999999999999999431,999999999999999443,999999999999999443,1,24,12,True,1,0,1,wheel_closed_residue:12
1000000000000000000,999999999999999419,999999999999999431,999999999999999443,999999999999999463,2,44,32,False,2,0,2,wheel_closed_residue:2
1000000000000000000,999999999999999419,999999999999999431,999999999999999443,999999999999999487,3,68,56,False,3,0,3,wheel_closed_residue:26
1000000000000000000,999999999999999419,999999999999999431,999999999999999443,999999999999999491,4,72,60,False,4,0,4,wheel_closed_residue:0
1000000000000000000,999999999999999419,999999999999999431,999999999999999443,999999999999999503,5,84,72,False,5,0,5,wheel_closed_residue:12
1000000000000000000,999999999999999419,999999999999999431,999999999999999443,999999999999999529,6,110,98,False,6,0,6,wheel_closed_residue:8
1000000000000000000,999999999999999419,999999999999999431,999999999999999443,999999999999999539,7,120,108,False,7,0,7,wheel_closed_residue:18
1000000000000000000,999999999999999419,999999999999999431,999999999999999443,999999999999999541,8,122,110,False,8,0,8,wheel_closed_residue:20
1000000000000000000,999999999999999419,999999999999999431,999999999999999443,999999999999999547,9,128,116,False,9,0,9,wheel_closed_residue:26
1000000000000000000,999999999999999359,999999999999999367,999999999999999371,999999999999999371,1,12,4,True,1,0,1,wheel_closed_residue:4
1000000000000000000,999999999999999359,999999999999999367,999999999999999371,999999999999999409,2,50,42,False,2,0,2,wheel_closed_residue:12
1000000000000000000,999999999999999359,999999999999999367,999999999999999371,999999999999999419,3,60,52,False,3,0,3,wheel_closed_residue:22
1000000000000000000,999999999999999359,999999999999999367,999999999999999371,999999999999999431,4,72,64,False,4,0,4,wheel_closed_residue:4
1000000000000000000,999999999999999359,999999999999999367,999999999999999371,999999999999999443,5,84,76,False,5,0,5,wheel_closed_residue:16
1000000000000000000,999999999999999359,999999999999999367,999999999999999371,999999999999999463,6,104,96,False,6,0,6,wheel_closed_residue:6
1000000000000000000,999999999999999359,999999999999999367,999999999999999371,999999999999999487,7,128,120,False,7,0,7,wheel_closed_residue:0
1000000000000000000,999999999999999331,999999999999999343,999999999999999359,999999999999999359,1,28,16,True,1,0,1,wheel_closed_residue:16
1000000000000000000,999999999999999331,999999999999999343,999999999999999359,999999999999999367,2,36,24,False,2,0,2,wheel_closed_residue:24
1000000000000000000,999999999999999331,999999999999999343,999999999999999359,999999999999999371,3,40,28,False,3,0,3,wheel_closed_residue:28
1000000000000000000,999999999999999331,999999999999999343,999999999999999359,999999999999999409,4,78,66,False,4,0,4,wheel_closed_residue:6
1000000000000000000,999999999999999331,999999999999999343,999999999999999359,999999999999999419,5,88,76,False,5,0,5,wheel_closed_residue:16
1000000000000000000,999999999999999331,999999999999999343,999999999999999359,999999999999999431,6,100,88,False,6,0,6,wheel_closed_residue:28
1000000000000000000,999999999999999331,999999999999999343,999999999999999359,999999999999999443,7,112,100,False,7,0,7,wheel_closed_residue:10
1000000000000000000,999999999999999161,999999999999999181,999999999999999283,999999999999999197,1,36,16,False,1,0,1,wheel_closed_residue:16
1000000000000000000,999999999999999161,999999999999999181,999999999999999283,999999999999999223,2,62,42,False,2,0,2,wheel_closed_residue:12
1000000000000000000,999999999999999161,999999999999999181,999999999999999283,999999999999999247,3,86,66,False,3,0,3,wheel_closed_residue:6
1000000000000000000,999999999999999161,999999999999999181,999999999999999283,999999999999999283,4,122,102,True,4,0,4,wheel_closed_residue:12
1000000000000000000,999999999999999121,999999999999999143,999999999999999157,999999999999999157,1,36,14,True,1,0,1,wheel_closed_residue:14
1000000000000000000,999999999999999121,999999999999999143,999999999999999157,999999999999999161,2,40,18,False,2,0,2,wheel_closed_residue:18
1000000000000000000,999999999999999121,999999999999999143,999999999999999157,999999999999999181,3,60,38,False,3,0,3,wheel_closed_residue:8
1000000000000000000,999999999999999121,999999999999999143,999999999999999157,999999999999999197,4,76,54,False,4,0,4,wheel_closed_residue:24
1000000000000000000,999999999999999121,999999999999999143,999999999999999157,999999999999999223,5,102,80,False,5,0,5,wheel_closed_residue:20
1000000000000000000,999999999999999121,999999999999999143,999999999999999157,999999999999999247,6,126,104,False,6,0,6,wheel_closed_residue:14
1000000000000000000,999999999999999079,999999999999999109,999999999999999121,999999999999999113,1,34,4,False,1,0,1,wheel_closed_residue:4
1000000000000000000,999999999999999079,999999999999999109,999999999999999121,999999999999999121,2,42,12,True,2,0,2,wheel_closed_residue:12
1000000000000000000,999999999999999079,999999999999999109,999999999999999121,999999999999999143,3,64,34,False,3,0,3,wheel_closed_residue:4
1000000000000000000,999999999999999079,999999999999999109,999999999999999121,999999999999999157,4,78,48,False,4,0,4,wheel_closed_residue:18
1000000000000000000,999999999999999079,999999999999999109,999999999999999121,999999999999999161,5,82,52,False,5,0,5,wheel_closed_residue:22
1000000000000000000,999999999999999079,999999999999999109,999999999999999121,999999999999999181,6,102,72,False,6,0,6,wheel_closed_residue:12
1000000000000000000,999999999999999079,999999999999999109,999999999999999121,999999999999999197,7,118,88,False,7,0,7,wheel_closed_residue:28
1000000000000000000,999999999999999073,999999999999999077,999999999999999079,999999999999999079,1,6,2,True,1,0,1,wheel_closed_residue:2
1000000000000000000,999999999999999073,999999999999999077,999999999999999079,999999999999999109,2,36,32,False,2,0,2,wheel_closed_residue:2
1000000000000000000,999999999999999073,999999999999999077,999999999999999079,999999999999999113,3,40,36,False,3,0,3,wheel_closed_residue:6
1000000000000000000,999999999999999073,999999999999999077,999999999999999079,999999999999999121,4,48,44,False,4,0,4,wheel_closed_residue:14
1000000000000000000,999999999999999073,999999999999999077,999999999999999079,999999999999999143,5,70,66,False,5,0,5,wheel_closed_residue:6
1000000000000000000,999999999999999073,999999999999999077,999999999999999079,999999999999999157,6,84,80,False,6,0,6,wheel_closed_residue:20
1000000000000000000,999999999999999073,999999999999999077,999999999999999079,999999999999999161,7,88,84,False,7,0,7,wheel_closed_residue:24
1000000000000000000,999999999999999073,999999999999999077,999999999999999079,999999999999999181,8,108,104,False,8,0,8,wheel_closed_residue:14
1000000000000000000,999999999999999073,999999999999999077,999999999999999079,999999999999999197,9,124,120,False,9,0,9,wheel_closed_residue:0
1000000000000000000,999999999999999023,999999999999999029,999999999999999073,999999999999999043,1,20,14,False,1,0,1,wheel_closed_residue:14
1000000000000000000,999999999999999023,999999999999999029,999999999999999073,999999999999999059,2,36,30,False,2,0,2,wheel_closed_residue:0
1000000000000000000,999999999999999023,999999999999999029,999999999999999073,999999999999999073,3,50,44,True,3,0,3,wheel_closed_residue:14
1000000000000000000,999999999999999023,999999999999999029,999999999999999073,999999999999999077,4,54,48,False,4,0,4,wheel_closed_residue:18
1000000000000000000,999999999999999023,999999999999999029,999999999999999073,999999999999999079,5,56,50,False,5,0,5,wheel_closed_residue:20
1000000000000000000,999999999999999023,999999999999999029,999999999999999073,999999999999999109,6,86,80,False,6,0,6,wheel_closed_residue:20
1000000000000000000,999999999999999023,999999999999999029,999999999999999073,999999999999999113,7,90,84,False,7,0,7,wheel_closed_residue:24
1000000000000000000,999999999999999023,999999999999999029,999999999999999073,999999999999999121,8,98,92,False,8,0,8,wheel_closed_residue:2
1000000000000000000,999999999999999023,999999999999999029,999999999999999073,999999999999999143,9,120,114,False,9,0,9,wheel_closed_residue:24
1000000000000000000,999999999999998989,999999999999998993,999999999999999023,999999999999999023,1,34,30,True,1,0,1,wheel_closed_residue:0
1000000000000000000,999999999999998989,999999999999998993,999999999999999023,999999999999999029,2,40,36,False,2,0,2,wheel_closed_residue:6
1000000000000000000,999999999999998989,999999999999998993,999999999999999023,999999999999999043,3,54,50,False,3,0,3,wheel_closed_residue:20
1000000000000000000,999999999999998989,999999999999998993,999999999999999023,999999999999999059,4,70,66,False,4,0,4,wheel_closed_residue:6
1000000000000000000,999999999999998989,999999999999998993,999999999999999023,999999999999999073,5,84,80,False,5,0,5,wheel_closed_residue:20
1000000000000000000,999999999999998989,999999999999998993,999999999999999023,999999999999999077,6,88,84,False,6,0,6,wheel_closed_residue:24
1000000000000000000,999999999999998989,999999999999998993,999999999999999023,999999999999999079,7,90,86,False,7,0,7,wheel_closed_residue:26
1000000000000000000,999999999999998989,999999999999998993,999999999999999023,999999999999999109,8,120,116,False,8,0,8,wheel_closed_residue:26
1000000000000000000,999999999999998989,999999999999998993,999999999999999023,999999999999999113,9,124,120,False,9,0,9,wheel_closed_residue:0
1000000000000000000,999999999999998939,999999999999998947,999999999999998989,999999999999998957,1,18,10,False,1,0,1,wheel_closed_residue:10
1000000000000000000,999999999999998939,999999999999998947,999999999999998989,999999999999998989,2,50,42,True,2,0,2,wheel_closed_residue:12
1000000000000000000,999999999999998939,999999999999998947,999999999999998989,999999999999998993,3,54,46,False,3,0,3,wheel_closed_residue:16
1000000000000000000,999999999999998939,999999999999998947,999999999999998989,999999999999999023,4,84,76,False,4,0,4,wheel_closed_residue:16
1000000000000000000,999999999999998939,999999999999998947,999999999999998989,999999999999999029,5,90,82,False,5,0,5,wheel_closed_residue:22
1000000000000000000,999999999999998939,999999999999998947,999999999999998989,999999999999999043,6,104,96,False,6,0,6,wheel_closed_residue:6
1000000000000000000,999999999999998939,999999999999998947,999999999999998989,999999999999999059,7,120,112,False,7,0,7,wheel_closed_residue:22
1000000000000000000,999999999999998867,999999999999998873,999999999999998927,999999999999998923,1,56,50,False,1,0,1,wheel_closed_residue:20
1000000000000000000,999999999999998867,999999999999998873,999999999999998927,999999999999998927,2,60,54,True,2,0,2,wheel_closed_residue:24
1000000000000000000,999999999999998867,999999999999998873,999999999999998927,999999999999998929,3,62,56,False,3,0,3,wheel_closed_residue:26
1000000000000000000,999999999999998867,999999999999998873,999999999999998927,999999999999998939,4,72,66,False,4,0,4,wheel_closed_residue:6
1000000000000000000,999999999999998867,999999999999998873,999999999999998927,999999999999998947,5,80,74,False,5,0,5,wheel_closed_residue:14
1000000000000000000,999999999999998867,999999999999998873,999999999999998927,999999999999998957,6,90,84,False,6,0,6,wheel_closed_residue:24
1000000000000000000,999999999999998867,999999999999998873,999999999999998927,999999999999998989,7,122,116,False,7,0,7,wheel_closed_residue:26
1000000000000000000,999999999999998867,999999999999998873,999999999999998927,999999999999998993,8,126,120,False,8,0,8,wheel_closed_residue:0
1000000000000000000,999999999999998759,999999999999998791,999999999999998867,999999999999998819,1,60,28,False,1,0,1,wheel_closed_residue:28
1000000000000000000,999999999999998759,999999999999998791,999999999999998867,999999999999998857,2,98,66,False,2,0,2,wheel_closed_residue:6
1000000000000000000,999999999999998759,999999999999998791,999999999999998867,999999999999998867,3,108,76,True,3,0,3,wheel_closed_residue:16
1000000000000000000,999999999999998759,999999999999998791,999999999999998867,999999999999998873,4,114,82,False,4,0,4,wheel_closed_residue:22
1000000000000000000,999999999999998653,999999999999998677,999999999999998743,999999999999998687,1,34,10,False,1,0,1,wheel_closed_residue:10
1000000000000000000,999999999999998653,999999999999998677,999999999999998743,999999999999998717,2,64,40,False,2,0,2,wheel_closed_residue:10
1000000000000000000,999999999999998653,999999999999998677,999999999999998743,999999999999998731,3,78,54,False,3,0,3,wheel_closed_residue:24
1000000000000000000,999999999999998653,999999999999998677,999999999999998743,999999999999998743,4,90,66,True,4,0,4,wheel_closed_residue:6
