scale,anchor_p,seed_q0,recovered_q_for_audit_only,candidate_n,candidate_visible_ordinal,candidate_offset_from_anchor,candidate_offset_from_seed,is_recovered_q_for_audit_only,prior_visible_open_count_including_seed,distance_open_prior_count_including_seed,distance_closed_prior_count_including_seed,seed_distance_closure_reason
1000000000000000,999999999998411,999999999998423,999999999998437,999999999998533,5,122,110,False,5,0,5,wheel_closed_residue:20
1000000000000000,999999999998411,999999999998423,999999999998437,999999999998537,6,126,114,False,6,0,6,wheel_closed_residue:24
1000000000000000,999999999998353,999999999998369,999999999998383,999999999998383,1,30,14,True,1,0,1,wheel_closed_residue:14
1000000000000000,999999999998353,999999999998369,999999999998383,999999999998411,2,58,42,False,2,0,2,wheel_closed_residue:12
1000000000000000,999999999998353,999999999998369,999999999998383,999999999998423,3,70,54,False,3,0,3,wheel_closed_residue:24
1000000000000000,999999999998353,999999999998369,999999999998383,999999999998437,4,84,68,False,4,0,4,wheel_closed_residue:8
1000000000000000,999999999998353,999999999998369,999999999998383,999999999998459,5,106,90,False,5,0,5,wheel_closed_residue:0
1000000000000000,999999999998267,999999999998269,999999999998353,999999999998273,1,6,4,False,1,0,1,wheel_closed_residue:4
1000000000000000,999999999998267,999999999998269,999999999998353,999999999998291,2,24,22,False,2,0,2,wheel_closed_residue:22
1000000000000000,999999999998267,999999999998269,999999999998353,999999999998347,3,80,78,False,3,0,3,wheel_closed_residue:18
1000000000000000,999999999998267,999999999998269,999999999998353,999999999998353,4,86,84,True,4,0,4,wheel_closed_residue:24
1000000000000000,999999999998267,999999999998269,999999999998353,999999999998369,5,102,100,False,5,0,5,wheel_closed_residue:10
1000000000000000,999999999998267,999999999998269,999999999998353,999999999998383,6,116,114,False,6,0,6,wheel_closed_residue:24
1000000000000000,999999999998231,999999999998243,999999999998267,999999999998267,1,36,24,True,1,0,1,wheel_closed_residue:24
1000000000000000,999999999998231,999999999998243,999999999998267,999999999998269,2,38,26,False,2,0,2,wheel_closed_residue:26
1000000000000000,999999999998231,999999999998243,999999999998267,999999999998273,3,42,30,False,3,0,3,wheel_closed_residue:0
1000000000000000,999999999998231,999999999998243,999999999998267,999999999998291,4,60,48,False,4,0,4,wheel_closed_residue:18
1000000000000000,999999999998231,999999999998243,999999999998267,999999999998347,5,116,104,False,5,0,5,wheel_closed_residue:14
1000000000000000,999999999998231,999999999998243,999999999998267,999999999998353,6,122,110,False,6,0,6,wheel_closed_residue:20
1000000000000000,999999999998161,999999999998177,999999999998231,999999999998231,1,70,54,True,1,0,1,wheel_closed_residue:24
1000000000000000,999999999998161,999999999998177,999999999998231,999999999998243,2,82,66,False,2,0,2,wheel_closed_residue:6
1000000000000000,999999999998161,999999999998177,999999999998231,999999999998267,3,106,90,False,3,0,3,wheel_closed_residue:0
1000000000000000,999999999998161,999999999998177,999999999998231,999999999998269,4,108,92,False,4,0,4,wheel_closed_residue:2
1000000000000000,999999999998161,999999999998177,999999999998231,999999999998273,5,112,96,False,5,0,5,wheel_closed_residue:6
1000000000000000,999999999998141,999999999998143,999999999998161,999999999998147,1,6,4,False,1,0,1,wheel_closed_residue:4
1000000000000000,999999999998141,999999999998143,999999999998161,999999999998161,2,20,18,True,2,0,2,wheel_closed_residue:18
1000000000000000,999999999998141,999999999998143,999999999998161,999999999998177,3,36,34,False,3,0,3,wheel_closed_residue:4
1000000000000000,999999999998141,999999999998143,999999999998161,999999999998231,4,90,88,False,4,0,4,wheel_closed_residue:28
1000000000000000,999999999998141,999999999998143,999999999998161,999999999998243,5,102,100,False,5,0,5,wheel_closed_residue:10
1000000000000000,999999999998141,999999999998143,999999999998161,999999999998267,6,126,124,False,6,0,6,wheel_closed_residue:4
1000000000000000,999999999998141,999999999998143,999999999998161,999999999998269,7,128,126,False,7,0,7,wheel_closed_residue:6
1000000000000000,999999999998053,999999999998089,999999999998141,999999999998107,1,54,18,False,1,0,1,wheel_closed_residue:18
1000000000000000,999999999998053,999999999998089,999999999998141,999999999998137,2,84,48,False,2,0,2,wheel_closed_residue:18
1000000000000000,999999999998053,999999999998089,999999999998141,999999999998141,3,88,52,True,3,0,3,wheel_closed_residue:22
1000000000000000,999999999998053,999999999998089,999999999998141,999999999998143,4,90,54,False,4,0,4,wheel_closed_residue:24
1000000000000000,999999999998053,999999999998089,999999999998141,999999999998147,5,94,58,False,5,0,5,wheel_closed_residue:28
1000000000000000,999999999998053,999999999998089,999999999998141,999999999998161,6,108,72,False,6,0,6,wheel_closed_residue:12
1000000000000000,999999999998053,999999999998089,999999999998141,999999999998177,7,124,88,False,7,0,7,wheel_closed_residue:28
1000000000000000,999999999998039,999999999998047,999999999998053,999999999998053,1,14,6,True,1,0,1,wheel_closed_residue:6
1000000000000000,999999999998039,999999999998047,999999999998053,999999999998089,2,50,42,False,2,0,2,wheel_closed_residue:12
1000000000000000,999999999998039,999999999998047,999999999998053,999999999998107,3,68,60,False,3,0,3,wheel_closed_residue:0
1000000000000000,999999999998039,999999999998047,999999999998053,999999999998137,4,98,90,False,4,0,4,wheel_closed_residue:0
1000000000000000,999999999998039,999999999998047,999999999998053,999999999998141,5,102,94,False,5,0,5,wheel_closed_residue:4
1000000000000000,999999999998039,999999999998047,999999999998053,999999999998143,6,104,96,False,6,0,6,wheel_closed_residue:6
1000000000000000,999999999998039,999999999998047,999999999998053,999999999998147,7,108,100,False,7,0,7,wheel_closed_residue:10
1000000000000000,999999999998039,999999999998047,999999999998053,999999999998161,8,122,114,False,8,0,8,wheel_closed_residue:24
1000000000000000,999999999998003,999999999998011,999999999998039,999999999998039,1,36,28,True,1,0,1,wheel_closed_residue:28
1000000000000000,999999999998003,999999999998011,999999999998039,999999999998047,2,44,36,False,2,0,2,wheel_closed_residue:6
1000000000000000,999999999998003,999999999998011,999999999998039,999999999998053,3,50,42,False,3,0,3,wheel_closed_residue:12
1000000000000000,999999999998003,999999999998011,999999999998039,999999999998089,4,86,78,False,4,0,4,wheel_closed_residue:18
1000000000000000,999999999998003,999999999998011,999999999998039,999999999998107,5,104,96,False,5,0,5,wheel_closed_residue:6
1000000000000000,999999999997969,999999999997981,999999999997993,999999999997993,1,24,12,True,1,0,1,wheel_closed_residue:12
1000000000000000,999999999997969,999999999997981,999999999997993,999999999998003,2,34,22,False,2,0,2,wheel_closed_residue:22
1000000000000000,999999999997969,999999999997981,999999999997993,999999999998011,3,42,30,False,3,0,3,wheel_closed_residue:0
1000000000000000,999999999997969,999999999997981,999999999997993,999999999998039,4,70,58,False,4,0,4,wheel_closed_residue:28
1000000000000000,999999999997969,999999999997981,999999999997993,999999999998047,5,78,66,False,5,0,5,wheel_closed_residue:6
1000000000000000,999999999997969,999999999997981,999999999997993,999999999998053,6,84,72,False,6,0,6,wheel_closed_residue:12
1000000000000000,999999999997969,999999999997981,999999999997993,999999999998089,7,120,108,False,7,0,7,wheel_closed_residue:18
1000000000000000,999999999997841,999999999997919,999999999997967,999999999997961,1,120,42,False,1,0,1,wheel_closed_residue:12
1000000000000000,999999999997841,999999999997919,999999999997967,999999999997967,2,126,48,True,2,0,2,wheel_closed_residue:18
1000000000000000,999999999997841,999999999997919,999999999997967,999999999997969,3,128,50,False,3,0,3,wheel_closed_residue:20
1000000000000000,999999999997771,999999999997781,999999999997811,999999999997783,1,12,2,False,1,0,1,wheel_closed_residue:2
1000000000000000,999999999997771,999999999997781,999999999997811,999999999997811,2,40,30,True,2,0,2,wheel_closed_residue:0
1000000000000000,999999999997771,999999999997781,999999999997811,999999999997837,3,66,56,False,3,0,3,wheel_closed_residue:26
1000000000000000,999999999997771,999999999997781,999999999997811,999999999997841,4,70,60,False,4,0,4,wheel_closed_residue:0
1000000000000000,999999999997729,999999999997753,999999999997771,999999999997771,1,42,18,True,1,0,1,wheel_closed_residue:18
1000000000000000,999999999997729,999999999997753,999999999997771,999999999997781,2,52,28,False,2,0,2,wheel_closed_residue:28
1000000000000000,999999999997729,999999999997753,999999999997771,999999999997783,3,54,30,False,3,0,3,wheel_closed_residue:0
1000000000000000,999999999997729,999999999997753,999999999997771,999999999997811,4,82,58,False,4,0,4,wheel_closed_residue:28
1000000000000000,999999999997729,999999999997753,999999999997771,999999999997837,5,108,84,False,5,0,5,wheel_closed_residue:24
1000000000000000,999999999997729,999999999997753,999999999997771,999999999997841,6,112,88,False,6,0,6,wheel_closed_residue:28
1000000000000000,999999999997699,999999999997711,999999999997729,999999999997729,1,30,18,True,1,0,1,wheel_closed_residue:18
1000000000000000,999999999997699,999999999997711,999999999997729,999999999997753,2,54,42,False,2,0,2,wheel_closed_residue:12
1000000000000000,999999999997699,999999999997711,999999999997729,999999999997771,3,72,60,False,3,0,3,wheel_closed_residue:0
1000000000000000,999999999997699,999999999997711,999999999997729,999999999997781,4,82,70,False,4,0,4,wheel_closed_residue:10
1000000000000000,999999999997699,999999999997711,999999999997729,999999999997783,5,84,72,False,5,0,5,wheel_closed_residue:12
1000000000000000,999999999997699,999999999997711,999999999997729,999999999997811,6,112,100,False,6,0,6,wheel_closed_residue:10
1000000000000000,999999999997613,999999999997667,999999999997697,999999999997679,1,66,12,False,1,0,1,wheel_closed_residue:12
1000000000000000,999999999997613,999999999997667,999999999997697,999999999997697,2,84,30,True,2,0,2,wheel_closed_residue:0
1000000000000000,999999999997613,999999999997667,999999999997697,999999999997699,3,86,32,False,3,0,3,wheel_closed_residue:2
1000000000000000,999999999997613,999999999997667,999999999997697,999999999997711,4,98,44,False,4,0,4,wheel_closed_residue:14
1000000000000000,999999999997613,999999999997667,999999999997697,999999999997729,5,116,62,False,5,0,5,wheel_closed_residue:2
1000000000000000,999999999997573,999999999997577,999999999997613,999999999997613,1,40,36,True,1,0,1,wheel_closed_residue:6
1000000000000000,999999999997573,999999999997577,999999999997613,999999999997667,2,94,90,False,2,0,2,wheel_closed_residue:0
1000000000000000,999999999997573,999999999997577,999999999997613,999999999997679,3,106,102,False,3,0,3,wheel_closed_residue:12
1000000000000000,999999999997573,999999999997577,999999999997613,999999999997697,4,124,120,False,4,0,4,wheel_closed_residue:0
1000000000000000,999999999997573,999999999997577,999999999997613,999999999997699,5,126,122,False,5,0,5,wheel_closed_residue:2
1000000000000000,999999999997517,999999999997543,999999999997573,999999999997553,1,36,10,False,1,0,1,wheel_closed_residue:10
1000000000000000,999999999997517,999999999997543,999999999997573,999999999997573,2,56,30,True,2,0,2,wheel_closed_residue:0
1000000000000000,999999999997517,999999999997543,999999999997573,999999999997577,3,60,34,False,3,0,3,wheel_closed_residue:4
1000000000000000,999999999997517,999999999997543,999999999997573,999999999997613,4,96,70,False,4,0,4,wheel_closed_residue:10
1000000000000000,999999999997337,999999999997367,999999999997463,999999999997381,1,44,14,False,1,0,1,wheel_closed_residue:14
1000000000000000,999999999997337,999999999997367,999999999997463,999999999997391,2,54,24,False,2,0,2,wheel_closed_residue:24
1000000000000000,999999999997337,999999999997367,999999999997463,999999999997403,3,66,36,False,3,0,3,wheel_closed_residue:6
1000000000000000,999999999997337,999999999997367,999999999997463,999999999997441,4,104,74,False,4,0,4,wheel_closed_residue:14
1000000000000000,999999999997337,999999999997367,999999999997463,999999999997463,5,126,96,True,5,0,5,wheel_closed_residue:6
1000000000000000,999999999997307,999999999997321,999999999997337,999999999997337,1,30,16,True,1,0,1,wheel_closed_residue:16
1000000000000000,999999999997307,999999999997321,999999999997337,999999999997367,2,60,46,False,2,0,2,wheel_closed_residue:16
1000000000000000,999999999997307,999999999997321,999999999997337,999999999997381,3,74,60,False,3,0,3,wheel_closed_residue:0
1000000000000000,999999999997307,999999999997321,999999999997337,999999999997391,4,84,70,False,4,0,4,wheel_closed_residue:10
1000000000000000,999999999997307,999999999997321,999999999997337,999999999997403,5,96,82,False,5,0,5,wheel_closed_residue:22
1000000000000000,999999999997099,999999999997121,999999999997153,999999999997127,1,28,6,False,1,0,1,wheel_closed_residue:6
1000000000000000,999999999997099,999999999997121,999999999997153,999999999997133,2,34,12,False,2,0,2,wheel_closed_residue:12
1000000000000000,999999999997099,999999999997121,999999999997153,999999999997153,3,54,32,True,3,0,3,wheel_closed_residue:2
1000000000000000,999999999997099,999999999997121,999999999997153,999999999997169,4,70,48,False,4,0,4,wheel_closed_residue:18
1000000000000000,999999999997099,999999999997121,999999999997153,999999999997171,5,72,50,False,5,0,5,wheel_closed_residue:20
1000000000000000,999999999997099,999999999997121,999999999997153,999999999997181,6,82,60,False,6,0,6,wheel_closed_residue:0
1000000000000000,999999999997043,999999999997049,999999999997087,999999999997069,1,26,20,False,1,0,1,wheel_closed_residue:20
1000000000000000,999999999997043,999999999997049,999999999997087,999999999997087,2,44,38,True,2,0,2,wheel_closed_residue:8
1000000000000000,999999999997043,999999999997049,999999999997087,999999999997099,3,56,50,False,3,0,3,wheel_closed_residue:20
1000000000000000,999999999997043,999999999997049,999999999997087,999999999997121,4,78,72,False,4,0,4,wheel_closed_residue:12
1000000000000000,999999999997043,999999999997049,999999999997087,999999999997127,5,84,78,False,5,0,5,wheel_closed_residue:18
1000000000000000,999999999997043,999999999997049,999999999997087,999999999997133,6,90,84,False,6,0,6,wheel_closed_residue:24
1000000000000000,999999999997043,999999999997049,999999999997087,999999999997153,7,110,104,False,7,0,7,wheel_closed_residue:14
1000000000000000,999999999997043,999999999997049,999999999997087,999999999997169,8,126,120,False,8,0,8,wheel_closed_residue:0
1000000000000000,999999999997043,999999999997049,999999999997087,999999999997171,9,128,122,False,9,0,9,wheel_closed_residue:2
1000000000000000,999999999997003,999999999997007,999999999997043,999999999997021,1,18,14,False,1,0,1,wheel_closed_residue:14
1000000000000000,999999999997003,999999999997007,999999999997043,999999999997043,2,40,36,True,2,0,2,wheel_closed_residue:6
1000000000000000,999999999997003,999999999997007,999999999997043,999999999997049,3,46,42,False,3,0,3,wheel_closed_residue:12
1000000000000000,999999999997003,999999999997007,999999999997043,999999999997069,4,66,62,False,4,0,4,wheel_closed_residue:2
1000000000000000,999999999997003,999999999997007,999999999997043,999999999997087,5,84,80,False,5,0,5,wheel_closed_residue:20
1000000000000000,999999999997003,999999999997007,999999999997043,999999999997099,6,96,92,False,6,0,6,wheel_closed_residue:2
1000000000000000,999999999997003,999999999997007,999999999997043,999999999997121,7,118,114,False,7,0,7,wheel_closed_residue:24
1000000000000000,999999999997003,999999999997007,999999999997043,999999999997127,8,124,120,False,8,0,8,wheel_closed_residue:0
1000000000000000,999999999996869,999999999996871,999999999996983,999999999996887,1,18,16,False,1,0,1,wheel_closed_residue:16
1000000000000000,999999999996869,999999999996871,999999999996983,999999999996923,2,54,52,False,2,0,2,wheel_closed_residue:22
1000000000000000,999999999996869,999999999996871,999999999996983,999999999996941,3,72,70,False,3,0,3,wheel_closed_residue:10
1000000000000000,999999999996869,999999999996871,999999999996983,999999999996983,4,114,112,True,4,0,4,wheel_closed_residue:22
1000000000000000,999999999996493,999999999996533,999999999996583,999999999996539,1,46,6,False,1,0,1,wheel_closed_residue:6
1000000000000000,999999999996493,999999999996533,999999999996583,999999999996551,2,58,18,False,2,0,2,wheel_closed_residue:18
1000000000000000,999999999996493,999999999996533,999999999996583,999999999996563,3,70,30,False,3,0,3,wheel_closed_residue:0
1000000000000000,999999999996493,999999999996533,999999999996583,999999999996583,4,90,50,True,4,0,4,wheel_closed_residue:20
1000000000000000,999999999996493,999999999996533,999999999996583,999999999996601,5,108,68,False,5,0,5,wheel_closed_residue:8
1000000000000000,999999999996493,999999999996533,999999999996583,999999999996607,6,114,74,False,6,0,6,wheel_closed_residue:14
1000000000000000,999999999996313,999999999996359,999999999996409,999999999996379,1,66,20,False,1,0,1,wheel_closed_residue:20
1000000000000000,999999999996313,999999999996359,999999999996409,999999999996397,2,84,38,False,2,0,2,wheel_closed_residue:8
1000000000000000,999999999996313,999999999996359,999999999996409,999999999996409,3,96,50,True,3,0,3,wheel_closed_residue:20
1000000000000000,999999999996313,999999999996359,999999999996409,999999999996419,4,106,60,False,4,0,4,wheel_closed_residue:0
1000000000000000,999999999996313,999999999996359,999999999996409,999999999996421,5,108,62,False,5,0,5,wheel_closed_residue:2
1000000000000000,999999999996293,999999999996307,999999999996311,999999999996311,1,18,4,True,1,0,1,wheel_closed_residue:4
1000000000000000,999999999996293,999999999996307,999999999996311,999999999996313,2,20,6,False,2,0,2,wheel_closed_residue:6
1000000000000000,999999999996293,999999999996307,999999999996311,999999999996359,3,66,52,False,3,0,3,wheel_closed_residue:22
1000000000000000,999999999996293,999999999996307,999999999996311,999999999996379,4,86,72,False,4,0,4,wheel_closed_residue:12
1000000000000000,999999999996293,999999999996307,999999999996311,999999999996397,5,104,90,False,5,0,5,wheel_closed_residue:0
1000000000000000,999999999996293,999999999996307,999999999996311,999999999996409,6,116,102,False,6,0,6,wheel_closed_residue:12
1000000000000000,999999999996293,999999999996307,999999999996311,999999999996419,7,126,112,False,7,0,7,wheel_closed_residue:22
1000000000000000,999999999996293,999999999996307,999999999996311,999999999996421,8,128,114,False,8,0,8,wheel_closed_residue:24
1000000000000000,999999999996181,999999999996199,999999999996253,999999999996253,1,72,54,True,1,0,1,wheel_closed_residue:24
1000000000000000,999999999996181,999999999996199,999999999996253,999999999996293,2,112,94,False,2,0,2,wheel_closed_residue:4
1000000000000000,999999999996181,999999999996199,999999999996253,999999999996307,3,126,108,False,3,0,3,wheel_closed_residue:18
1000000000000000,999999999996149,999999999996161,999999999996181,999999999996181,1,32,20,True,1,0,1,wheel_closed_residue:20
1000000000000000,999999999996149,999999999996161,999999999996181,999999999996199,2,50,38,False,2,0,2,wheel_closed_residue:8
1000000000000000,999999999996149,999999999996161,999999999996181,999999999996253,3,104,92,False,3,0,3,wheel_closed_residue:2
1000000000000000,999999999996083,999999999996089,999999999996149,999999999996091,1,8,2,False,1,0,1,wheel_closed_residue:2
1000000000000000,999999999996083,999999999996089,999999999996149,999999999996121,2,38,32,False,2,0,2,wheel_closed_residue:2
1000000000000000,999999999996083,999999999996089,999999999996149,999999999996139,3,56,50,False,3,0,3,wheel_closed_residue:20
1000000000000000,999999999996083,999999999996089,999999999996149,999999999996143,4,60,54,False,4,0,4,wheel_closed_residue:24
1000000000000000,999999999996083,999999999996089,999999999996149,999999999996149,5,66,60,True,5,0,5,wheel_closed_residue:0
1000000000000000,999999999996083,999999999996089,999999999996149,999999999996161,6,78,72,False,6,0,6,wheel_closed_residue:12
1000000000000000,999999999996083,999999999996089,999999999996149,999999999996181,7,98,92,False,7,0,7,wheel_closed_residue:2
1000000000000000,999999999996083,999999999996089,999999999996149,999999999996199,8,116,110,False,8,0,8,wheel_closed_residue:20
1000000000000000,999999999995879,999999999995897,999999999995911,999999999995903,1,24,6,False,1,0,1,wheel_closed_residue:6
1000000000000000,999999999995879,999999999995897,999999999995911,999999999995911,2,32,14,True,2,0,2,wheel_closed_residue:14
1000000000000000,999999999995879,999999999995897,999999999995911,999999999995917,3,38,20,False,3,0,3,wheel_closed_residue:20
1000000000000000,999999999995879,999999999995897,999999999995911,999999999995977,4,98,80,False,4,0,4,wheel_closed_residue:20
1000000000000000,999999999995879,999999999995897,999999999995911,999999999996007,5,128,110,False,5,0,5,wheel_closed_residue:20
1000000000000000,999999999995851,999999999995861,999999999995879,999999999995879,1,28,18,True,1,0,1,wheel_closed_residue:18
1000000000000000,999999999995851,999999999995861,999999999995879,999999999995897,2,46,36,False,2,0,2,wheel_closed_residue:6
1000000000000000,999999999995851,999999999995861,999999999995879,999999999995903,3,52,42,False,3,0,3,wheel_closed_residue:12
1000000000000000,999999999995851,999999999995861,999999999995879,999999999995911,4,60,50,False,4,0,4,wheel_closed_residue:20
1000000000000000,999999999995851,999999999995861,999999999995879,999999999995917,5,66,56,False,5,0,5,wheel_closed_residue:26
1000000000000000,999999999995851,999999999995861,999999999995879,999999999995977,6,126,116,False,6,0,6,wheel_closed_residue:26
1000000000000000,999999999995743,999999999995761,999999999995797,999999999995791,1,48,30,False,1,0,1,wheel_closed_residue:0
1000000000000000,999999999995743,999999999995761,999999999995797,999999999995797,2,54,36,True,2,0,2,wheel_closed_residue:6
1000000000000000,999999999995743,999999999995761,999999999995797,999999999995807,3,64,46,False,3,0,3,wheel_closed_residue:16
1000000000000000,999999999995743,999999999995761,999999999995797,999999999995851,4,108,90,False,4,0,4,wheel_closed_residue:0
1000000000000000,999999999995743,999999999995761,999999999995797,999999999995861,5,118,100,False,5,0,5,wheel_closed_residue:10
1000000000000000,999999999995629,999999999995651,999999999995669,999999999995669,1,40,18,True,1,0,1,wheel_closed_residue:18
1000000000000000,999999999995629,999999999995651,999999999995669,999999999995693,2,64,42,False,2,0,2,wheel_closed_residue:12
1000000000000000,999999999995629,999999999995651,999999999995669,999999999995723,3,94,72,False,3,0,3,wheel_closed_residue:12
1000000000000000,999999999995629,999999999995651,999999999995669,999999999995743,4,114,92,False,4,0,4,wheel_closed_residue:2
1000000000000000,999999999995587,999999999995593,999999999995627,999999999995599,1,12,6,False,1,0,1,wheel_closed_residue:6
1000000000000000,999999999995587,999999999995593,999999999995627,999999999995617,2,30,24,False,2,0,2,wheel_closed_residue:24
1000000000000000,999999999995587,999999999995593,999999999995627,999999999995627,3,40,34,True,3,0,3,wheel_closed_residue:4
1000000000000000,999999999995587,999999999995593,999999999995627,999999999995629,4,42,36,False,4,0,4,wheel_closed_residue:6
1000000000000000,999999999995587,999999999995593,999999999995627,999999999995651,5,64,58,False,5,0,5,wheel_closed_residue:28
1000000000000000,999999999995587,999999999995593,999999999995627,999999999995669,6,82,76,False,6,0,6,wheel_closed_residue:16
1000000000000000,999999999995587,999999999995593,999999999995627,999999999995693,7,106,100,False,7,0,7,wheel_closed_residue:10
1000000000000000,999999999995539,999999999995543,999999999995567,999999999995567,1,28,24,True,1,0,1,wheel_closed_residue:24
1000000000000000,999999999995539,999999999995543,999999999995567,999999999995569,2,30,26,False,2,0,2,wheel_closed_residue:26
1000000000000000,999999999995539,999999999995543,999999999995567,999999999995587,3,48,44,False,3,0,3,wheel_closed_residue:14
1000000000000000,999999999995539,999999999995543,999999999995567,999999999995593,4,54,50,False,4,0,4,wheel_closed_residue:20
1000000000000000,999999999995539,999999999995543,999999999995567,999999999995599,5,60,56,False,5,0,5,wheel_closed_residue:26
1000000000000000,999999999995539,999999999995543,999999999995567,999999999995617,6,78,74,False,6,0,6,wheel_closed_residue:14
1000000000000000,999999999995539,999999999995543,999999999995567,999999999995627,7,88,84,False,7,0,7,wheel_closed_residue:24
1000000000000000,999999999995539,999999999995543,999999999995567,999999999995629,8,90,86,False,8,0,8,wheel_closed_residue:26
1000000000000000,999999999995539,999999999995543,999999999995567,999999999995651,9,112,108,False,9,0,9,wheel_closed_residue:18
1000000000000000,999999999995471,999999999995509,999999999995539,999999999995531,1,60,22,False,1,0,1,wheel_closed_residue:22
1000000000000000,999999999995471,999999999995509,999999999995539,999999999995537,2,66,28,False,2,0,2,wheel_closed_residue:28
1000000000000000,999999999995471,999999999995509,999999999995539,999999999995539,3,68,30,True,3,0,3,wheel_closed_residue:0
1000000000000000,999999999995471,999999999995509,999999999995539,999999999995543,4,72,34,False,4,0,4,wheel_closed_residue:4
1000000000000000,999999999995471,999999999995509,999999999995539,999999999995567,5,96,58,False,5,0,5,wheel_closed_residue:28
1000000000000000,999999999995471,999999999995509,999999999995539,999999999995569,6,98,60,False,6,0,6,wheel_closed_residue:0
1000000000000000,999999999995471,999999999995509,999999999995539,999999999995587,7,116,78,False,7,0,7,wheel_closed_residue:18
1000000000000000,999999999995471,999999999995509,999999999995539,999999999995593,8,122,84,False,8,0,8,wheel_closed_residue:24
1000000000000000,999999999995471,999999999995509,999999999995539,999999999995599,9,128,90,False,9,0,9,wheel_closed_residue:0
1000000000000000,999999999995453,999999999995461,999999999995471,999999999995471,1,18,10,True,1,0,1,wheel_closed_residue:10
1000000000000000,999999999995453,999999999995461,999999999995471,999999999995509,2,56,48,False,2,0,2,wheel_closed_residue:18
1000000000000000,999999999995453,999999999995461,999999999995471,999999999995531,3,78,70,False,3,0,3,wheel_closed_residue:10
1000000000000000,999999999995453,999999999995461,999999999995471,999999999995537,4,84,76,False,4,0,4,wheel_closed_residue:16
1000000000000000,999999999995453,999999999995461,999999999995471,999999999995539,5,86,78,False,5,0,5,wheel_closed_residue:18
1000000000000000,999999999995453,999999999995461,999999999995471,999999999995543,6,90,82,False,6,0,6,wheel_closed_residue:22
1000000000000000,999999999995453,999999999995461,999999999995471,999999999995567,7,114,106,False,7,0,7,wheel_closed_residue:16
1000000000000000,999999999995453,999999999995461,999999999995471,999999999995569,8,116,108,False,8,0,8,wheel_closed_residue:18
1000000000000000,999999999995393,999999999995431,999999999995453,999999999995443,1,50,12,False,1,0,1,wheel_closed_residue:12
1000000000000000,999999999995393,999999999995431,999999999995453,999999999995453,2,60,22,True,2,0,2,wheel_closed_residue:22
1000000000000000,999999999995393,999999999995431,999999999995453,999999999995461,3,68,30,False,3,0,3,wheel_closed_residue:0
1000000000000000,999999999995393,999999999995431,999999999995453,999999999995471,4,78,40,False,4,0,4,wheel_closed_residue:10
1000000000000000,999999999995393,999999999995431,999999999995453,999999999995509,5,116,78,False,5,0,5,wheel_closed_residue:18
1000000000000000,999999999995371,999999999995389,999999999995393,999999999995393,1,22,4,True,1,0,1,wheel_closed_residue:4
1000000000000000,999999999995371,999999999995389,999999999995393,999999999995431,2,60,42,False,2,0,2,wheel_closed_residue:12
1000000000000000,999999999995371,999999999995389,999999999995393,999999999995443,3,72,54,False,3,0,3,wheel_closed_residue:24
1000000000000000,999999999995371,999999999995389,999999999995393,999999999995453,4,82,64,False,4,0,4,wheel_closed_residue:4
1000000000000000,999999999995371,999999999995389,999999999995393,999999999995461,5,90,72,False,5,0,5,wheel_closed_residue:12
1000000000000000,999999999995371,999999999995389,999999999995393,999999999995471,6,100,82,False,6,0,6,wheel_closed_residue:22
1000000000000000,999999999995357,999999999995369,999999999995371,999999999995371,1,14,2,True,1,0,1,wheel_closed_residue:2
1000000000000000,999999999995357,999999999995369,999999999995371,999999999995389,2,32,20,False,2,0,2,wheel_closed_residue:20
1000000000000000,999999999995357,999999999995369,999999999995371,999999999995393,3,36,24,False,3,0,3,wheel_closed_residue:24
1000000000000000,999999999995357,999999999995369,999999999995371,999999999995431,4,74,62,False,4,0,4,wheel_closed_residue:2
1000000000000000,999999999995357,999999999995369,999999999995371,999999999995443,5,86,74,False,5,0,5,wheel_closed_residue:14
1000000000000000,999999999995357,999999999995369,999999999995371,999999999995453,6,96,84,False,6,0,6,wheel_closed_residue:24
1000000000000000,999999999995357,999999999995369,999999999995371,999999999995461,7,104,92,False,7,0,7,wheel_closed_residue:2
1000000000000000,999999999995357,999999999995369,999999999995371,999999999995471,8,114,102,False,8,0,8,wheel_closed_residue:12
1000000000000000,999999999995327,999999999995329,999999999995357,999999999995357,1,30,28,True,1,0,1,wheel_closed_residue:28
1000000000000000,999999999995327,999999999995329,999999999995357,999999999995369,2,42,40,False,2,0,2,wheel_closed_residue:10
1000000000000000,999999999995327,999999999995329,999999999995357,999999999995371,3,44,42,False,3,0,3,wheel_closed_residue:12
1000000000000000,999999999995327,999999999995329,999999999995357,999999999995389,4,62,60,False,4,0,4,wheel_closed_residue:0
1000000000000000,999999999995327,999999999995329,999999999995357,999999999995393,5,66,64,False,5,0,5,wheel_closed_residue:4
1000000000000000,999999999995327,999999999995329,999999999995357,999999999995431,6,104,102,False,6,0,6,wheel_closed_residue:12
1000000000000000,999999999995327,999999999995329,999999999995357,999999999995443,7,116,114,False,7,0,7,wheel_closed_residue:24
1000000000000000,999999999995327,999999999995329,999999999995357,999999999995453,8,126,124,False,8,0,8,wheel_closed_residue:4
1000000000000000,999999999995273,999999999995281,999999999995327,999999999995309,1,36,28,False,1,0,1,wheel_closed_residue:28
1000000000000000,999999999995273,999999999995281,999999999995327,999999999995323,2,50,42,False,2,0,2,wheel_closed_residue:12
