scale,anchor_p,seed_q0,true_q_for_audit_only,terminal_delta_from_seed_for_audit_only,terminal_visible_index_for_audit_only,seed_offset_from_anchor,candidate_bound,visible_divisor_bound,carrier_d_probe_only,p_mod_30,p_mod_210,p_mod_2310,seed_mod_30,seed_mod_210,seed_mod_2310,visible_open_count_after_seed,visible_delta_vector,visible_delta_prefix_2,visible_delta_prefix_3,visible_delta_prefix_4,visible_delta_prefix_8,visible_gap_prefix_3,visible_gap_prefix_4,visible_gap_prefix_8,open_square_delta_from_seed,open_square_visible_count_before,candidate_bound_contains_terminal
1000000000000000000,999999999999996337,999999999999996349,999999999999996353,4,1,12,128,10000,4,7,97,727,19,109,739,9,4.12.22.34.60.82.84.102.112,4.12,4.12.22,4.12.22.34,4.12.22.34.60.82.84.102,8.10.12,8.10.12.26,8.10.12.26.22.2.18.10,2000003652,9,True
1000000000000000000,999999999999996263,999999999999996269,999999999999996329,60,2,6,128,10000,4,23,23,653,29,29,659,8,18.60.68.80.84.92.102.114,18.60,18.60.68,18.60.68.80,18.60.68.80.84.92.102.114,42.8.12,42.8.12.4,42.8.12.4.8.10.12,2000003732,8,True
1000000000000000000,999999999999996251,999999999999996257,999999999999996263,6,1,6,128,10000,4,11,11,641,17,17,647,9,6.12.30.72.80.92.96.104.114,6.12,6.12.30,6.12.30.72,6.12.30.72.80.92.96.104,6.18.42,6.18.42.8,6.18.42.8.12.4.8.10,2000003744,9,True
1000000000000000000,999999999999996209,999999999999996223,999999999999996251,28,3,14,128,10000,4,29,179,599,13,193,613,9,4.16.28.34.40.46.64.106.114,4.16,4.16.28,4.16.28.34,4.16.28.34.40.46.64.106,12.12.6,12.12.6.6,12.12.6.6.6.18.42.8,2000003778,9,True
1000000000000000000,999999999999996119,999999999999996133,999999999999996209,76,3,14,128,10000,4,29,89,509,13,103,523,6,6.48.76.90.94.106,6.48,6.48.76,6.48.76.90,6.48.76.90.94.106,42.28.14,42.28.14.4,42.28.14.4.12,2000003868,6,True
1000000000000000000,999999999999995947,999999999999995957,999999999999995963,6,1,10,128,10000,4,7,127,337,17,137,347,6,6.42.44.56.72.86,6.42,6.42.44,6.42.44.56,6.42.44.56.72.86,36.2.12,36.2.12.16,36.2.12.16.14,2000004044,6,True
1000000000000000000,999999999999995809,999999999999995831,999999999999995833,2,1,22,128,10000,4,19,199,199,11,11,221,2,2.36,2.36,2.36,2.36,2.36,34,34,34,2000004170,2,True
1000000000000000000,999999999999995737,999999999999995749,999999999999995783,34,3,12,128,10000,4,7,127,127,19,139,139,8,24.28.34.40.42.60.82.84,24.28,24.28.34,24.28.34.40,24.28.34.40.42.60.82.84,4.6.6,4.6.6.2,4.6.6.2.18.22.2,2000004252,8,True
1000000000000000000,999999999999995717,999999999999995719,999999999999995737,18,1,2,128,10000,4,17,107,107,19,109,109,10,18.30.54.58.64.70.72.90.112.114,18.30,18.30.54,18.30.54.58,18.30.54.58.64.70.72.90,12.24.4,12.24.4.6,12.24.4.6.6.2.18.22,2000004282,10,True
1000000000000000000,999999999999995671,999999999999995677,999999999999995681,4,1,6,128,10000,4,1,61,61,7,67,67,11,4.22.40.42.60.72.96.100.106.112.114,4.22,4.22.40,4.22.40.42,4.22.40.42.60.72.96.100,18.18.2,18.18.2.18,18.18.2.18.12.24.4.6,2000004324,11,True
1000000000000000000,999999999999995573,999999999999995609,999999999999995671,62,7,36,128,10000,4,23,173,2273,29,209,2309,10,2.14.30.38.42.54.62.68.72.90,2.14,2.14.30,2.14.30.38,2.14.30.38.42.54.62.68,12.16.8,12.16.8.4,12.16.8.4.12.8.6.4,2000004392,10,True
1000000000000000000,999999999999995563,999999999999995569,999999999999995573,4,1,6,128,10000,4,13,163,2263,19,169,2269,11,4.40.42.54.70.78.82.94.102.108.112,4.40,4.40.42,4.40.42.54,4.40.42.54.70.78.82.94,36.2.12,36.2.12.16,36.2.12.16.8.4.12.8,2000004432,11,True
1000000000000000000,999999999999995539,999999999999995543,999999999999995549,6,1,4,128,10000,4,19,139,2239,23,143,2243,12,6.8.20.26.30.66.68.80.96.104.108.120,6.8,6.8.20,6.8.20.26,6.8.20.26.30.66.68.80,2.12.6,2.12.6.4,2.12.6.4.36.2.12.16,2000004458,12,True
1000000000000000000,999999999999995419,999999999999995461,999999999999995513,52,3,42,128,10000,4,19,19,2119,1,61,2161,6,42.48.52.60.78.82,42.48,42.48.52,42.48.52.60,42.48.52.60.78.82,6.4.8,6.4.8.18,6.4.8.18.4,2000004540,6,True
1000000000000000000,999999999999995341,999999999999995387,999999999999995419,32,2,46,128,10000,4,1,151,2041,17,197,2087,3,12.32.74,12.32,12.32.74,12.32.74,12.32.74,20.42,20.42,20.42,2000004614,3,True
1000000000000000000,999999999999995261,999999999999995273,999999999999995333,60,2,12,128,10000,8,11,71,1961,23,83,1973,4,56.60.68.114,56.60,56.60.68,56.60.68.114,56.60.68.114,4.8.46,4.8.46,4.8.46,2000004728,4,True
1000000000000000000,999999999999995231,999999999999995237,999999999999995261,24,1,6,128,10000,4,11,41,1931,17,47,1937,5,24.36.92.96.104,24.36,24.36.92,24.36.92.96,24.36.92.96.104,12.56.4,12.56.4.8,12.56.4.8,2000004764,5,True
1000000000000000000,999999999999995149,999999999999995177,999999999999995231,54,4,28,128,10000,4,19,169,1849,17,197,1877,7,2.44.50.54.60.84.96,2.44,2.44.50,2.44.50.54,2.44.50.54.60.84.96,42.6.4,42.6.4.6,42.6.4.6.24.12,2000004824,7,True
1000000000000000000,999999999999995131,999999999999995143,999999999999995149,6,2,12,128,10000,4,1,151,1831,13,163,1843,8,4.6.34.36.78.84.88.94,4.6,4.6.34,4.6.34.36,4.6.34.36.78.84.88.94,2.28.2,2.28.2.42,2.28.2.42.6.4.6,2000004858,8,True
1000000000000000000,999999999999995083,999999999999995087,999999999999995131,44,4,4,128,10000,4,13,103,1783,17,107,1787,9,30.32.42.44.56.60.62.90.92,30.32,30.32.42,30.32.42.44,30.32.42.44.56.60.62.90,2.10.2,2.10.2.12,2.10.2.12.4.2.28.2,2000004914,9,True
1000000000000000000,999999999999994849,999999999999994853,999999999999994897,44,2,4,128,10000,4,19,79,1549,23,83,1553,4,18.44.90.116,18.44,18.44.90,18.44.90.116,18.44.90.116,26.46.26,26.46.26,26.46.26,2000005148,4,True
1000000000000000000,999999999999994837,999999999999994841,999999999999994843,2,1,4,128,10000,4,7,67,1537,11,71,1541,6,2.8.12.30.56.102,2.8,2.8.12,2.8.12.30,2.8.12.30.56.102,6.4.18,6.4.18.26,6.4.18.26.46,2000005160,6,True
1000000000000000000,999999999999994727,999999999999994739,999999999999994823,84,6,12,128,10000,4,17,167,1427,29,179,1439,11,30.32.50.62.72.84.98.102.104.110.114,30.32,30.32.50,30.32.50.62,30.32.50.62.72.84.98.102,2.18.12,2.18.12.10,2.18.12.10.12.14.4.2,2000005262,11,True
1000000000000000000,999999999999994657,999999999999994661,999999999999994727,66,3,4,128,10000,4,7,97,1357,11,101,1361,6,2.6.66.78.108.110,2.6,2.6.66,2.6.66.78,2.6.66.78.108.110,4.60.12,4.60.12.30,4.60.12.30.2,2000005340,6,True
1000000000000000000,999999999999994573,999999999999994577,999999999999994619,42,3,4,128,10000,4,13,13,1273,17,17,1277,9,12.30.42.50.56.80.84.86.90,12.30,12.30.42,12.30.42.50,12.30.42.50.56.80.84.86,18.12.8,18.12.8.6,18.12.8.6.24.4.2.4,2000005424,9,True
1000000000000000000,999999999999994481,999999999999994507,999999999999994561,54,1,26,128,10000,4,11,131,1181,7,157,1207,5,54.66.70.82.100,54.66,54.66.70,54.66.70.82,54.66.70.82.100,12.4.12,12.4.12.18,12.4.12.18,2000005494,5,True
1000000000000000000,999999999999994361,999999999999994373,999999999999994481,108,5,12,128,10000,4,11,11,1061,23,23,1073,5,14.18.66.90.108,14.18,14.18.66,14.18.66.90,14.18.66.90.108,4.48.24,4.48.24.18,4.48.24.18,2000005628,5,True
1000000000000000000,999999999999994339,999999999999994349,999999999999994351,2,1,10,128,10000,4,19,199,1039,29,209,1049,7,2.12.24.38.42.90.114,2.12,2.12.24,2.12.24.38,2.12.24.38.42.90.114,10.12.14,10.12.14.4,10.12.14.4.48.24,2000005652,7,True
1000000000000000000,999999999999994297,999999999999994313,999999999999994339,26,2,16,128,10000,4,7,157,997,23,173,1013,8,8.26.36.38.48.60.74.78,8.26,8.26.36,8.26.36.38,8.26.36.38.48.60.74.78,18.10.2,18.10.2.10,18.10.2.10.12.14.4,2000005688,8,True
1000000000000000000,999999999999994211,999999999999994219,999999999999994237,18,1,8,128,10000,8,11,71,911,19,79,919,7,18.30.70.78.94.102.120,18.30,18.30.70,18.30.70.78,18.30.70.78.94.102.120,12.40.8,12.40.8.16,12.40.8.16.8.18,2000005782,7,True
1000000000000000000,999999999999994193,999999999999994199,999999999999994211,12,1,6,128,10000,4,23,53,893,29,59,899,8,12.20.38.50.90.98.114.122,12.20,12.20.38,12.20.38.50,12.20.38.50.90.98.114.122,8.18.12,8.18.12.40,8.18.12.40.8.16.8,2000005802,8,True
1000000000000000000,999999999999994117,999999999999994163,999999999999994193,30,2,46,128,10000,4,7,187,817,23,23,863,6,20.30.36.48.56.74,20.30,20.30.36,20.30.36.48,20.30.36.48.56.74,10.6.12,10.6.12.8,10.6.12.8.18,2000005838,6,True
1000000000000000000,999999999999994073,999999999999994093,999999999999994111,18,1,20,128,10000,4,23,143,773,13,163,793,6,18.24.70.90.100.106,18.24,18.24.70,18.24.70.90,18.24.70.90.100.106,6.46.20,6.46.20.10,6.46.20.10.6,2000005908,6,True
1000000000000000000,999999999999993989,999999999999993997,999999999999994073,76,6,8,128,10000,4,29,59,689,7,67,697,9,16.46.54.64.70.76.96.114.120,16.46,16.46.54,16.46.54.64,16.46.54.64.70.76.96.114,30.8.10,30.8.10.6,30.8.10.6.6.20.18.6,2000006004,9,True
1000000000000000000,999999999999993683,999999999999993719,999999999999993779,60,2,36,128,10000,4,23,173,383,29,209,419,5,30.60.72.80.90,30.60,30.60.72,30.60.72.80,30.60.72.80.90,30.12.8,30.12.8.10,30.12.8.10,2000006282,5,True
1000000000000000000,999999999999993647,999999999999993649,999999999999993679,30,3,2,128,10000,4,17,137,347,19,139,349,6,10.28.30.34.70.100,10.28,10.28.30,10.28.30.34,10.28.30.34.70.100,18.2.4,18.2.4.36,18.2.4.36.30,2000006352,6,True
1000000000000000000,999999999999993571,999999999999993613,999999999999993647,34,4,42,128,10000,4,1,61,271,13,103,313,9,4.10.18.34.36.46.64.66.70,4.10,4.10.18,4.10.18.34,4.10.18.34.36.46.64.66,6.8.16,6.8.16.2,6.8.16.2.10.18.2.4,2000006388,9,True
1000000000000000000,999999999999993281,999999999999993283,999999999999993341,58,1,2,128,10000,4,11,191,2291,13,193,2293,4,58.76.96.124,58.76,58.76.96,58.76.96.124,58.76.96.124,18.20.28,18.20.28,18.20.28,2000006718,4,True
1000000000000000000,999999999999993269,999999999999993271,999999999999993281,10,2,2,128,10000,4,29,179,2279,1,181,2281,6,6.10.12.70.88.108,6.10,6.10.12,6.10.12.70,6.10.12.70.88.108,4.2.58,4.2.58.18,4.2.58.18.20,2000006730,6,True
1000000000000000000,999999999999993173,999999999999993233,999999999999993269,36,4,60,128,10000,4,23,83,2183,23,143,2243,8,14.26.30.36.38.44.48.50,14.26,14.26.30,14.26.30.36,14.26.30.36.38.44.48.50,12.4.6,12.4.6.2,12.4.6.2.6.4.2,2000006768,8,True
1000000000000000000,999999999999993103,999999999999993119,999999999999993173,54,1,16,128,10000,4,13,13,2113,29,29,2129,1,54,54,54,54,54,,,,2000006882,1,True
1000000000000000000,999999999999993019,999999999999993023,999999999999993077,54,6,4,128,10000,4,19,139,2029,23,143,2033,8,6.14.30.38.48.54.80.96,6.14,6.14.30,6.14.30.38,6.14.30.38.48.54.80.96,8.16.8,8.16.8.10,8.16.8.10.6.26.16,2000006978,8,True
1000000000000000000,999999999999992939,999999999999992989,999999999999993011,22,1,50,128,10000,4,29,59,1949,19,109,1999,7,22.30.34.40.48.64.72,22.30,22.30.34,22.30.34.40,22.30.34.40.48.64.72,8.4.6,8.4.6.8,8.4.6.8.16.8,2000007012,7,True
1000000000000000000,999999999999992917,999999999999992921,999999999999992939,18,2,4,128,10000,8,7,37,1927,11,41,1931,8,2.18.68.90.98.102.108.116,2.18,2.18.68,2.18.68.90,2.18.68.90.98.102.108.116,16.50.22,16.50.22.8,16.50.22.8.4.6.8,2000007080,8,True
1000000000000000000,999999999999992617,999999999999992647,999999999999992681,34,3,30,128,10000,4,7,157,1627,7,187,1657,6,10.12.34.42.52.84,10.12,10.12.34,10.12.34.42,10.12.34.42.52.84,2.22.8,2.22.8.10,2.22.8.10.32,2000007354,6,True
1000000000000000000,999999999999992603,999999999999992611,999999999999992617,6,1,8,128,10000,4,23,143,1613,1,151,1621,8,6.36.46.48.70.78.88.120,6.36,6.36.46,6.36.46.48,6.36.46.48.70.78.88.120,30.10.2,30.10.2.22,30.10.2.22.8.10.32,2000007390,8,True
1000000000000000000,999999999999992581,999999999999992587,999999999999992603,16,1,6,128,10000,8,1,121,1591,7,127,1597,9,16.24.30.60.70.72.94.102.112,16.24,16.24.30,16.24.30.60,16.24.30.60.70.72.94.102,8.6.30,8.6.30.10,8.6.30.10.2.22.8.10,2000007414,9,True
1000000000000000000,999999999999992503,999999999999992507,999999999999992543,36,3,4,128,10000,4,13,43,1513,17,47,1517,10,24.26.36.54.60.74.80.96.104.110,24.26,24.26.36,24.26.36.54,24.26.36.54.60.74.80.96,2.10.18,2.10.18.6,2.10.18.6.14.6.16.8,2000007494,10,True
1000000000000000000,999999999999992473,999999999999992489,999999999999992503,14,1,16,128,10000,4,13,13,1483,29,29,1499,9,14.18.42.44.54.72.78.92.98,14.18,14.18.42,14.18.42.44,14.18.42.44.54.72.78.92,4.24.2,4.24.2.10,4.24.2.10.18.6.14.6,2000007512,9,True
1000000000000000000,999999999999992417,999999999999992419,999999999999992449,30,1,2,128,10000,8,17,167,1427,19,169,1429,8,30.54.70.84.88.112.114.124,30.54,30.54.70,30.54.70.84,30.54.70.84.88.112.114.124,24.16.14,24.16.14.4,24.16.14.4.24.2.10,2000007582,8,True
1000000000000000000,999999999999992333,999999999999992357,999999999999992417,60,4,24,128,10000,4,23,83,1343,17,107,1367,6,6.36.56.60.62.92,6.36,6.36.56,6.36.56.60,6.36.56.60.62.92,30.20.4,30.20.4.2,30.20.4.2.30,2000007644,6,True
1000000000000000000,999999999999992219,999999999999992261,999999999999992293,32,4,42,128,10000,4,29,179,1229,11,11,1271,6,8.18.30.32.50.72,8.18,8.18.30,8.18.30.32,8.18.30.32.50.72,10.12.2,10.12.2.18,10.12.2.18.22,2000007740,6,True
1000000000000000000,999999999999992177,999999999999992203,999999999999992207,4,1,26,128,10000,4,17,137,1187,13,163,1213,7,4.16.58.66.76.88.90,4.16,4.16.58,4.16.58.66,4.16.58.66.76.88.90,12.42.8,12.42.8.10,12.42.8.10.12.2,2000007798,7,True
1000000000000000000,999999999999992141,999999999999992161,999999999999992177,16,1,20,128,10000,4,11,101,1151,1,121,1171,6,16.42.46.58.100.108,16.42,16.42.46,16.42.46.58,16.42.46.58.100.108,26.4.12,26.4.12.42,26.4.12.42.8,2000007840,6,True
1000000000000000000,999999999999992099,999999999999992111,999999999999992141,30,2,12,128,10000,4,29,59,1109,11,71,1121,7,18.30.50.66.92.96.108,18.30,18.30.50,18.30.50.66,18.30.50.66.92.96.108,12.20.16,12.20.16.26,12.20.16.26.4.12,2000007890,7,True
1000000000000000000,999999999999992053,999999999999992077,999999999999992099,22,1,24,128,10000,4,13,13,1063,7,37,1087,6,22.34.52.64.84.100,22.34,22.34.52,22.34.52.64,22.34.52.64.84.100,12.18.12,12.18.12.20,12.18.12.20.16,2000007924,6,True
1000000000000000000,999999999999991997,999999999999992021,999999999999992053,32,1,24,128,10000,4,17,167,1007,11,191,1031,4,32.56.78.90,32.56,32.56.78,32.56.78.90,32.56.78.90,24.22.12,24.22.12,24.22.12,2000007980,4,True
1000000000000000000,999999999999991847,999999999999991891,999999999999991967,76,2,44,128,10000,4,17,17,857,1,61,901,2,40.76,40.76,40.76,40.76,40.76,36,36,36,2000008110,2,True
1000000000000000000,999999999999991841,999999999999991843,999999999999991847,4,1,2,128,10000,4,11,11,851,13,13,853,4,4.48.88.124,4.48,4.48.88,4.48.88.124,4.48.88.124,44.40.36,44.40.36,44.40.36,2000008158,4,True
1000000000000000000,999999999999991813,999999999999991831,999999999999991841,10,1,18,128,10000,4,13,193,823,1,1,841,5,10.12.16.60.100,10.12,10.12.16,10.12.16.60,10.12.16.60.100,2.4.44,2.4.44.40,2.4.44.40,2000008170,5,True
1000000000000000000,999999999999991769,999999999999991789,999999999999991813,24,2,20,128,10000,4,29,149,779,19,169,799,7,22.24.42.52.54.58.102,22.24,22.24.42,22.24.42.52,22.24.42.52.54.58.102,2.18.10,2.18.10.2,2.18.10.2.4.44,2000008212,7,True
1000000000000000000,999999999999991657,999999999999991699,999999999999991717,18,2,42,128,10000,4,7,37,667,19,79,709,4,4.18.22.70,4.18,4.18.22,4.18.22.70,4.18.22.70,14.4.48,14.4.48,14.4.48,2000008302,4,True
1000000000000000000,999999999999991597,999999999999991633,999999999999991657,24,1,36,128,10000,4,7,187,607,13,13,643,5,24.66.70.84.88,24.66,24.66.70,24.66.70.84,24.66.70.84.88,42.4.14,42.4.14.4,42.4.14.4,2000008368,5,True
1000000000000000000,999999999999991511,999999999999991513,999999999999991597,84,5,2,128,10000,4,11,101,521,13,103,523,6,54.64.70.76.84.120,54.64,54.64.70,54.64.70.76,54.64.70.76.84.120,10.6.6,10.6.6.8,10.6.6.8.36,2000008488,6,True
1000000000000000000,999999999999991493,999999999999991499,999999999999991511,12,1,6,128,10000,4,23,83,503,29,89,509,7,12.14.68.78.84.90.98,12.14,12.14.68,12.14.68.78,12.14.68.78.84.90.98,2.54.10,2.54.10.6,2.54.10.6.6.8,2000008502,7,True
1000000000000000000,999999999999991423,999999999999991433,999999999999991493,60,1,10,128,10000,4,13,13,433,23,23,443,4,60.66.78.80,60.66,60.66.78,60.66.78.80,60.66.78.80,6.12.2,6.12.2,6.12.2,2000008568,4,True
1000000000000000000,999999999999991271,999999999999991273,999999999999991391,118,4,2,128,10000,8,11,71,281,13,73,283,4,30.64.114.118,30.64,30.64.114,30.64.114.118,30.64.114.118,34.50.4,34.50.4,34.50.4,2000008728,4,True
1000000000000000000,999999999999991223,999999999999991241,999999999999991271,30,2,18,128,10000,8,23,23,233,11,41,251,5,20.30.32.62.96,20.30,20.30.32,20.30.32.62,20.30.32.62.96,10.2.30,10.2.30.34,10.2.30.34,2000008760,5,True
1000000000000000000,999999999999991189,999999999999991201,999999999999991223,22,2,12,128,10000,8,19,199,199,1,1,211,7,16.22.40.60.70.72.102,16.22,16.22.40,16.22.40.60,16.22.40.60.70.72.102,6.18.20,6.18.20.10,6.18.20.10.2.30,2000008800,7,True
1000000000000000000,999999999999991099,999999999999991139,999999999999991153,14,2,40,128,10000,4,19,109,109,29,149,149,6,8.14.50.62.78.84,8.14,8.14.50,8.14.50.62,8.14.50.62.78.84,6.36.12,6.36.12.16,6.36.12.16.6,2000008862,6,True
1000000000000000000,999999999999991079,999999999999991091,999999999999991099,8,2,12,128,10000,8,29,89,89,11,101,101,7,6.8.48.56.62.98.110,6.8,6.8.48,6.8.48.56,6.8.48.56.62.98.110,2.40.8,2.40.8.6,2.40.8.6.36.12,2000008910,7,True
1000000000000000000,999999999999991037,999999999999991051,999999999999991079,28,3,14,128,10000,4,17,47,47,1,61,61,9,6.10.28.40.46.48.88.96.102,6.10,6.10.28,6.10.28.40,6.10.28.40.46.48.88.96,4.18.12,4.18.12.6,4.18.12.6.2.40.8.6,2000008950,9,True
1000000000000000000,999999999999990961,999999999999990967,999999999999991037,70,2,6,128,10000,8,1,181,2281,7,187,2287,6,60.70.84.90.94.112,60.70,60.70.84,60.70.84.90,60.70.84.90.94.112,10.14.6,10.14.6.4,10.14.6.4.18,2000009034,6,True
1000000000000000000,999999999999990877,999999999999990881,999999999999990961,80,3,4,128,10000,4,7,97,2197,11,101,2201,4,56.78.80.86,56.78,56.78.80,56.78.80.86,56.78.80.86,22.2.6,22.2.6,22.2.6,2000009120,4,True
1000000000000000000,999999999999990713,999999999999990739,999999999999990833,94,7,26,128,10000,8,23,143,2033,19,169,2059,7,18.24.40.60.78.88.94,18.24,18.24.40,18.24.40.60,18.24.40.60.78.88.94,6.16.20,6.16.20.18,6.16.20.18.10.6,2000009262,7,True
1000000000000000000,999999999999990593,999999999999990617,999999999999990623,6,1,24,128,10000,8,23,23,1913,17,47,1937,2,6.96,6.96,6.96,6.96,6.96,90,90,90,2000009384,2,True
1000000000000000000,999999999999990551,999999999999990553,999999999999990593,40,3,2,128,10000,4,11,191,1871,13,193,1873,5,18.36.40.64.70,18.36,18.36.40,18.36.40.64,18.36.40.64.70,18.4.24,18.4.24.6,18.4.24.6,2000009448,5,True
1000000000000000000,999999999999990323,999999999999990359,999999999999990401,42,5,36,128,10000,4,23,173,1643,29,209,1679,7,2.14.24.32.42.60.74,2.14,2.14.24,2.14.24.32,2.14.24.32.42.60.74,12.10.8,12.10.8.10,12.10.8.10.18.14,2000009642,7,True
1000000000000000000,999999999999990203,999999999999990217,999999999999990323,106,8,14,128,10000,4,23,53,1523,7,67,1537,8,12.30.60.70.76.82.96.106,12.30,12.30.60,12.30.60.70,12.30.60.70.76.82.96.106,18.30.10,18.30.10.6,18.30.10.6.6.14.10,2000009784,8,True
1000000000000000000,999999999999990151,999999999999990163,999999999999990169,6,1,12,128,10000,4,1,1,1471,13,13,1483,6,6.40.54.66.84.114,6.40,6.40.54,6.40.54.66,6.40.54.66.84.114,34.14.12,34.14.12.18,34.14.12.18.30,2000009838,6,True
1000000000000000000,999999999999990113,999999999999990133,999999999999990151,18,1,20,128,10000,4,23,173,1433,13,193,1453,6,18.30.36.70.84.96,18.30,18.30.36,18.30.36.70,18.30.36.70.84.96,12.6.34,12.6.34.14,12.6.34.14.12,2000009868,6,True
1000000000000000000,999999999999990071,999999999999990097,999999999999990107,10,1,26,128,10000,8,11,131,1391,7,157,1417,7,10.12.16.36.54.66.72,10.12,10.12.16,10.12.16.36,10.12.16.36.54.66.72,2.4.20,2.4.20.18,2.4.20.18.12.6,2000009904,7,True
1000000000000000000,999999999999989969,999999999999989983,999999999999989999,16,1,14,128,10000,4,29,29,1289,13,43,1303,4,16.46.88.114,16.46,16.46.88,16.46.88.114,16.46.88.114,30.42.26,30.42.26,30.42.26,2000010018,4,True
1000000000000000000,999999999999989951,999999999999989957,999999999999989969,12,1,6,128,10000,4,11,11,1271,17,17,1277,5,12.26.42.72.114,12.26,12.26.42,12.26.42.72,12.26.42.72.114,14.16.30,14.16.30.42,14.16.30.42,2000010044,5,True
1000000000000000000,999999999999989893,999999999999989927,999999999999989951,24,1,34,128,10000,4,13,163,1213,17,197,1247,5,24.30.42.56.72,24.30,24.30.42,24.30.42.56,24.30.42.56.72,6.12.14,6.12.14.16,6.12.14.16,2000010074,5,True
1000000000000000000,999999999999989867,999999999999989881,999999999999989893,12,1,14,128,10000,4,17,137,1187,1,151,1201,6,12.46.70.76.88.102,12.46,12.46.70,12.46.70.76,12.46.70.76.88.102,34.24.6,34.24.6.12,34.24.6.12.14,2000010120,6,True
1000000000000000000,999999999999989759,999999999999989789,999999999999989801,12,2,30,128,10000,4,29,29,1079,29,59,1109,6,8.12.14.54.78.92,8.12,8.12.14,8.12.14.54,8.12.14.54.78.92,4.2.40,4.2.40.24,4.2.40.24.14,2000010212,6,True
